subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
104-2-2,P,0,-1,R,2,16798,1750,18554,19061,19062,494,<right>,<left>,0,1
104-2-2,P,0,-1,R,2,19582,2250,21839,22346,22346,418,<right>,<right>,1,1
104-2-2,P,0,-1,U,1,22788,1750,24543,25049,25049,441,<up>,<up>,1,1
104-2-2,P,0,1,U,2,25512,2250,27768,28277,28277,543,<up>,<up>,1,1
104-2-2,P,0,-1,R,1,28837,2250,31092,31599,31600,461,<right>,<right>,1,1
104-2-2,P,0,1,U,1,32090,1500,33595,34104,34104,399,<up>,<up>,1,1
104-2-2,P,0,1,D,1,34528,2500,37035,37540,37541,538,<down>,<down>,1,1
104-2-2,P,0,-1,R,2,38100,1500,39606,40114,40114,553,<right>,<right>,1,1
104-2-2,P,0,1,U,1,42462,2000,44468,44674,44675,409,<up>,<up>,1,1
104-2-2,P,0,-1,L,1,45097,3250,48352,48558,48558,420,<left>,<right>,0,1
104-2-2,P,0,-1,R,2,48992,3500,52497,52703,52704,598,<right>,<right>,1,1
104-2-2,P,0,1,U,2,53315,2500,55821,56029,56029,584,<up>,<up>,1,1
104-2-2,P,0,-1,D,1,56628,3250,59883,60090,60090,622,<down>,<down>,1,1
104-2-2,P,0,1,D,1,60726,2500,63231,63437,63438,563,<down>,<down>,1,1
104-2-2,P,0,-1,L,2,64017,3500,67522,67729,67729,594,<left>,<left>,1,1
104-2-2,P,0,1,D,2,68336,2500,70842,71048,71048,629,<down>,<down>,1,1
104-2-2,T,1,1,R,2,73503,2500,76009,76215,76216,481,<right>,<right>,1,1
104-2-2,T,2,1,L,1,76710,3500,80216,80422,80422,530,<left>,<left>,1,1
104-2-2,T,3,1,R,1,80967,2250,83223,83429,83429,459,<right>,<right>,1,1
104-2-2,T,4,1,D,2,83902,2750,86658,86865,86865,595,<down>,<down>,1,1
104-2-2,T,5,1,R,2,87475,3250,90731,90939,90939,607,<right>,<right>,1,1
104-2-2,T,6,-1,U,2,91558,2500,94063,94269,94269,586,<up>,<up>,1,1
104-2-2,T,7,1,U,2,94869,3000,97877,98084,98085,514,<up>,<up>,1,1
104-2-2,T,8,-1,U,1,98614,2500,101118,101327,101327,450,<up>,<up>,1,1
104-2-2,T,9,-1,U,1,101792,3500,105297,105506,105506,420,<up>,<up>,1,1
104-2-2,T,10,-1,R,1,105940,2500,108445,108651,108652,515,<right>,<right>,1,1
104-2-2,T,11,-1,L,1,109182,1750,110939,111147,111147,430,<left>,<right>,0,1
104-2-2,T,12,-1,L,1,111587,1750,113343,113551,113551,642,<left>,<left>,1,1
104-2-2,T,13,1,L,1,114208,2500,116715,116921,116922,693,<left>,<left>,1,1
104-2-2,T,14,1,R,2,117629,2000,119636,119844,119844,515,<right>,<right>,1,1
104-2-2,T,15,-1,L,2,120373,3500,123878,124086,124086,592,<left>,<left>,1,1
104-2-2,T,16,1,L,1,124688,3500,128194,128400,128401,553,<left>,<left>,1,1
104-2-2,T,17,-1,U,1,128967,2750,131723,131929,131929,459,<up>,<up>,1,1
104-2-2,T,18,-1,U,1,132400,3500,135905,136111,136112,439,<up>,<up>,1,1
104-2-2,T,19,1,D,2,136566,1500,138072,138278,138279,712,<down>,<down>,1,1
104-2-2,T,20,1,L,1,139004,3000,142009,142215,142216,495,<left>,<left>,1,1
104-2-2,T,21,1,L,1,142725,2500,145231,145438,145439,438,<left>,<left>,1,1
104-2-2,T,22,1,L,2,145891,3000,148897,149105,149105,471,<left>,<left>,1,1
104-2-2,T,23,1,L,2,149589,2250,151845,152051,152051,467,<left>,<left>,1,1
104-2-2,T,24,1,L,2,152533,2000,154538,154747,154747,432,<left>,<left>,1,1
104-2-2,T,25,-1,R,1,155195,3250,158451,158659,158659,549,<right>,<right>,1,1
104-2-2,T,26,-1,U,1,159223,3500,162729,162935,162936,496,<up>,<up>,1,1
104-2-2,T,27,1,U,1,163444,2250,165700,165907,165907,437,<up>,<up>,1,1
104-2-2,T,28,-1,R,2,166357,3000,169363,169569,169570,588,<right>,<right>,1,1
104-2-2,T,29,-1,D,2,170170,3500,173675,173881,173882,617,<down>,<down>,1,1
104-2-2,T,30,1,D,2,174513,1500,176018,176224,176224,512,<down>,<down>,1,1
104-2-2,T,31,1,U,1,176752,3250,180009,180216,180217,555,<up>,<up>,1,1
104-2-2,T,32,-1,R,1,180786,3500,184292,184498,184498,479,<right>,<right>,1,1
104-2-2,T,33,1,D,2,184993,2250,187249,187457,187457,593,<down>,<down>,1,1
104-2-2,T,34,1,R,2,188063,2000,190070,190278,190278,552,<right>,<right>,1,1
104-2-2,T,35,1,L,2,190844,1500,192349,192556,192556,595,<left>,<left>,1,1
104-2-2,T,36,1,D,1,193166,3500,196673,196880,196881,554,<down>,<down>,1,1
104-2-2,T,37,-1,R,2,197450,2500,199955,200161,200162,513,<right>,<right>,1,1
104-2-2,T,38,1,U,2,200685,3000,203691,203897,203897,577,<up>,<up>,1,1
104-2-2,T,39,-1,U,1,204490,2250,206745,206951,206952,438,<up>,<up>,1,1
104-2-2,T,40,1,L,2,207405,3000,210410,210618,210619,594,<left>,<left>,1,1
104-2-2,T,41,1,L,1,211229,3500,214734,214942,214943,526,<left>,<left>,1,1
104-2-2,T,42,1,U,2,215482,3000,218487,218693,218694,597,<up>,<up>,1,1
104-2-2,T,43,-1,U,2,219305,2500,221810,222017,222017,550,<up>,<up>,1,1
104-2-2,T,44,1,L,1,222583,2750,225339,225548,225548,508,<left>,<left>,1,1
104-2-2,T,45,-1,U,1,226068,2000,228074,228280,228281,501,<up>,<up>,1,1
104-2-2,T,46,1,R,1,228797,2750,231553,231759,231759,539,<right>,<right>,1,1
104-2-2,T,47,1,R,2,232312,3000,235318,235526,235527,632,<right>,<right>,1,1
104-2-2,T,48,1,D,2,236173,1500,237679,237885,237886,568,<down>,<down>,1,1
104-2-2,T,49,-1,D,1,238466,2000,240472,240678,240679,658,<down>,<down>,1,1
104-2-2,T,50,-1,L,2,241352,3500,244857,245066,245066,607,<left>,<left>,1,1
