subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
108-3-2,P,0,-1,D,1,2280,3250,5535,6041,6041,1220,<down>,<down>,1,1
108-3-2,P,0,1,U,2,7277,3000,10282,10787,10788,577,<up>,<up>,1,1
108-3-2,P,0,1,D,1,11391,3500,14897,15403,15404,553,<down>,<down>,1,1
108-3-2,P,0,1,D,2,15977,3500,19483,19990,19990,473,<down>,<down>,1,1
108-3-2,P,0,1,L,1,20485,1500,21991,22497,22497,520,<left>,<left>,1,1
108-3-2,P,0,1,L,1,23036,3250,26291,26798,26798,463,<left>,<left>,1,1
108-3-2,P,0,-1,R,2,27284,3000,30290,30796,30796,595,<right>,<right>,1,1
108-3-2,P,0,-1,L,2,31411,2000,33416,33922,33922,608,<left>,<left>,1,1
108-3-2,P,0,-1,R,1,37860,3250,41115,41321,41322,712,<right>,<right>,1,1
108-3-2,P,0,-1,L,2,42047,2000,44053,44259,44260,661,<left>,<left>,1,1
108-3-2,P,0,1,L,1,44930,3250,48186,48392,48392,653,<left>,<left>,1,1
108-3-2,P,0,1,D,2,49060,2000,51066,51274,51274,688,<down>,<down>,1,1
108-3-2,P,0,1,U,1,51982,2500,54487,54693,54694,848,<up>,<up>,1,1
108-3-2,P,0,-1,L,1,55553,3500,59058,59265,59265,647,<left>,<left>,1,1
108-3-2,P,0,1,R,2,59926,2500,62431,62637,62638,636,<right>,<right>,1,1
108-3-2,P,0,1,D,1,63291,3250,66547,66753,66754,658,<down>,<down>,1,1
108-3-2,T,1,-1,L,1,70283,2500,72788,72995,72995,647,<left>,<left>,1,1
108-3-2,T,2,-1,L,2,73660,3000,76665,76871,76871,616,<left>,<left>,1,1
108-3-2,T,3,1,U,1,77497,2500,80002,80209,80210,745,<up>,<up>,1,1
108-3-2,T,4,-1,R,2,80967,2500,83473,83679,83680,710,<right>,<right>,1,1
108-3-2,T,5,1,R,2,84403,1500,85909,86117,86118,720,<right>,<right>,1,1
108-3-2,T,6,1,R,1,86859,2500,89366,89573,89574,506,<right>,<right>,1,1
108-3-2,T,7,1,D,2,90093,1500,91599,91805,91805,755,<down>,<down>,1,1
108-3-2,T,8,1,L,1,92579,2500,95086,95292,95292,737,<left>,<left>,1,1
108-3-2,T,9,-1,D,2,96038,1500,97543,97749,97750,697,<down>,<down>,1,1
108-3-2,T,10,-1,R,1,98461,3250,101717,101923,101924,628,<right>,<right>,1,1
108-3-2,T,11,1,R,1,102571,3000,105577,105783,105784,609,<right>,<right>,1,1
108-3-2,T,12,1,R,1,106406,2500,108912,109120,109120,474,<right>,<right>,1,1
108-3-2,T,13,1,R,1,109610,3500,113115,113322,113322,566,<right>,<right>,1,1
108-3-2,T,14,-1,R,2,113904,3500,117409,117615,117616,644,<right>,<right>,1,1
108-3-2,T,15,-1,U,1,118274,2500,120779,120985,120986,607,<up>,<up>,1,1
108-3-2,T,16,-1,R,1,121607,2000,123613,123819,123820,454,<right>,<right>,1,1
108-3-2,T,17,1,L,1,124303,3000,127309,127515,127516,596,<left>,<left>,1,1
108-3-2,T,18,-1,R,1,128126,3000,131132,131338,131339,479,<right>,<right>,1,1
108-3-2,T,19,1,U,1,131839,2000,133844,134053,134053,756,<up>,<up>,1,1
108-3-2,T,20,1,D,1,134825,1750,136581,136789,136789,773,<down>,<down>,1,1
108-3-2,T,21,-1,D,1,137574,2250,139830,140037,140037,674,<down>,<down>,1,1
108-3-2,T,22,-1,U,1,140728,1750,142483,142691,142691,579,<up>,<up>,1,1
108-3-2,T,23,-1,L,1,143298,1750,145053,145259,145260,555,<left>,<left>,1,1
108-3-2,T,24,-1,R,2,145840,2000,147845,148051,148052,650,<right>,<right>,1,1
108-3-2,T,25,-1,L,1,148715,2500,151221,151427,151427,670,<left>,<left>,1,1
108-3-2,T,26,-1,L,2,152107,3250,155362,155571,155571,513,<left>,<right>,0,1
108-3-2,T,27,-1,U,1,156101,3500,159606,159813,159813,527,<up>,<up>,1,1
108-3-2,T,28,1,U,2,160353,3500,163858,164066,164066,742,<up>,<up>,1,1
108-3-2,T,29,-1,R,2,164821,2000,166826,167032,167033,709,<right>,<right>,1,1
108-3-2,T,30,1,D,1,167754,1750,169509,169715,169716,779,<down>,<down>,1,1
108-3-2,T,31,1,L,2,170510,1500,172015,172224,172224,582,<left>,<left>,1,1
108-3-2,T,32,1,D,1,172824,2000,174829,175036,175036,588,<down>,<down>,1,1
108-3-2,T,33,1,L,1,175641,2000,177646,177852,177853,590,<left>,<left>,1,1
108-3-2,T,34,-1,D,2,178456,1500,179961,180167,180167,599,<down>,<down>,1,1
108-3-2,T,35,1,D,2,180778,1500,182284,182491,182491,561,<down>,<down>,1,1
108-3-2,T,36,-1,D,1,183067,3500,186573,186781,186781,537,<down>,<down>,1,1
108-3-2,T,37,1,L,1,187333,2500,189838,190044,190045,683,<left>,<left>,1,1
108-3-2,T,38,-1,L,1,190741,3250,193996,194202,194203,744,<left>,<left>,1,1
108-3-2,T,39,1,U,2,194957,2000,196963,197169,197170,782,<up>,<up>,1,1
108-3-2,T,40,1,U,2,197965,2250,200221,200427,200428,598,<up>,<up>,1,1
108-3-2,T,41,-1,U,1,201040,1500,202545,202752,202753,704,<up>,<up>,1,1
108-3-2,T,42,-1,L,1,203467,3250,206722,206928,206929,677,<left>,<left>,1,1
108-3-2,T,43,-1,R,2,207619,1500,209125,209334,209334,699,<right>,<right>,1,1
108-3-2,T,44,1,D,2,210049,2250,212304,212511,212511,769,<down>,<down>,1,1
108-3-2,T,45,-1,D,1,213296,1500,214801,215008,215008,698,<down>,<down>,1,1
108-3-2,T,46,-1,D,2,215716,3500,219222,219427,219428,583,<down>,<down>,1,1
108-3-2,T,47,1,L,1,220024,3000,223028,223232,223232,630,<left>,<left>,1,1
108-3-2,T,48,1,R,2,223872,1500,225378,225586,225586,671,<right>,<right>,1,1
108-3-2,T,49,1,L,1,226274,2500,228779,228986,228986,609,<left>,<left>,1,1
108-3-2,T,50,1,L,1,229608,3000,232613,232819,232820,599,<left>,<left>,1,1
