subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
115-4-3,P,0,1,R,1,10197,3250,13453,13960,13961,430,<right>,<right>,1,1
115-4-3,P,0,1,D,1,14415,3000,17421,17927,17927,572,<down>,<down>,1,1
115-4-3,P,0,1,L,1,18519,1500,20025,20532,20532,350,<left>,<right>,0,1
115-4-3,P,0,1,L,2,20905,2750,23661,24167,24168,490,<left>,<left>,1,1
115-4-3,P,0,-1,D,2,24684,1500,26189,26698,26698,560,<down>,<down>,1,1
115-4-3,P,0,1,U,2,27275,2750,30030,30536,30536,569,<up>,<up>,1,1
115-4-3,P,0,1,R,1,31125,2750,33880,34387,34388,455,<right>,<right>,1,1
115-4-3,P,0,-1,U,2,34867,1750,36622,37129,37130,652,<up>,<up>,1,1
115-4-3,P,0,1,R,1,40375,3250,43630,43837,43837,538,<right>,<left>,0,1
115-4-3,P,0,-1,U,2,44387,2500,46894,47100,47100,575,<up>,<up>,1,1
115-4-3,P,0,-1,D,2,47687,2000,49693,49899,49900,639,<down>,<down>,1,1
115-4-3,P,0,1,R,2,50552,1500,52057,52264,52264,460,<right>,<right>,1,1
115-4-3,P,0,1,D,2,52744,2750,55499,55705,55705,711,<down>,<down>,1,1
115-4-3,P,0,1,R,2,56429,3500,59934,60140,60141,602,<right>,<right>,1,1
115-4-3,P,0,-1,L,1,60755,2250,63010,63216,63216,439,<left>,<left>,1,1
115-4-3,P,0,1,R,1,63665,3500,67170,67376,67377,444,<right>,<right>,1,1
115-4-3,T,1,-1,L,2,70951,1750,72707,72914,72915,638,<left>,<left>,1,1
115-4-3,T,2,-1,D,2,73571,3000,76576,76782,76783,726,<down>,<down>,1,1
115-4-3,T,3,1,L,2,77523,2250,79779,79986,79986,786,<left>,<left>,1,1
115-4-3,T,4,-1,R,1,80785,2750,83542,83750,83750,529,<right>,<right>,1,1
115-4-3,T,5,-1,R,2,84290,3000,87295,87501,87502,644,<right>,<right>,1,1
115-4-3,T,6,1,R,1,88161,1500,89666,89875,89875,541,<right>,<right>,1,1
115-4-3,T,7,-1,L,1,90427,3250,93682,93888,93889,418,<left>,<left>,1,1
115-4-3,T,8,-1,U,2,94322,2250,96577,96784,96785,756,<up>,<up>,1,1
115-4-3,T,9,1,R,1,97553,1500,99058,99264,99265,591,<right>,<right>,1,1
115-4-3,T,10,-1,L,2,99865,3000,102870,103077,103077,682,<left>,<left>,1,1
115-4-3,T,11,-1,D,1,103774,3000,106779,106986,106987,1100,<down>,<down>,1,1
115-4-3,T,12,-1,U,2,108100,1750,109856,110063,110063,679,<up>,<up>,1,1
115-4-3,T,13,-1,L,1,110751,3500,114257,114464,114465,484,<left>,<left>,1,1
115-4-3,T,14,1,D,2,114968,2500,117473,117681,117681,719,<down>,<down>,1,1
115-4-3,T,15,-1,D,1,118412,3000,121417,121625,121625,706,<down>,<down>,1,1
115-4-3,T,16,-1,U,1,122347,2250,124602,124808,124809,510,<up>,<up>,1,1
115-4-3,T,17,1,R,1,125332,2500,127837,128043,128043,511,<right>,<right>,1,1
115-4-3,T,18,-1,D,2,128566,3250,131822,132028,132029,596,<down>,<down>,1,1
115-4-3,T,19,1,R,2,132637,1750,134393,134600,134600,633,<right>,<right>,1,1
115-4-3,T,20,-1,L,2,135244,3000,138250,138458,138458,543,<left>,<left>,1,1
115-4-3,T,21,-1,D,1,139014,1500,140519,140725,140726,486,<down>,<down>,1,1
115-4-3,T,22,1,D,2,141226,3500,144732,144939,144940,621,<down>,<down>,1,1
115-4-3,T,23,-1,U,1,145574,3250,148830,149036,149037,519,<up>,<up>,1,1
115-4-3,T,24,-1,U,2,149569,3000,152574,152780,152781,551,<up>,<up>,1,1
115-4-3,T,25,-1,U,2,153344,3000,156349,156555,156556,452,<up>,<up>,1,1
115-4-3,T,26,1,D,1,157026,3250,160281,160487,160488,623,<down>,<down>,1,1
115-4-3,T,27,1,D,1,161130,2250,163385,163591,163592,516,<down>,<down>,1,1
115-4-3,T,28,1,U,2,164132,2250,166387,166595,166595,658,<up>,<up>,1,1
115-4-3,T,29,-1,D,2,167266,2500,169771,169978,169978,582,<down>,<down>,1,1
115-4-3,T,30,1,R,2,170577,3500,174083,174292,174292,577,<right>,<right>,1,1
115-4-3,T,31,-1,D,1,174880,3500,178385,178591,178591,546,<down>,<down>,1,1
