subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
114-1-3,4,1,PRACTICE,-25,1,4,0,0,7832,2,563,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-24,1,1,1,1,9569,1,409,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-23,1,3,1,0,11290,1,428,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-22,1,2,0,1,12836,2,427,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-21,1,1,1,1,14569,1,396,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-20,1,2,0,1,15903,2,497,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-19,1,4,0,0,17591,2,414,1,NA,0,0,0
114-1-3,4,1,PRACTICE,-18,1,3,1,0,19005,1,486,1,NA,0,0,0
114-1-3,4,1,TEST,1,1,1,1,1,20589,1,500,1,NA,0,0,0
114-1-3,4,1,TEST,2,1,3,1,0,22366,1,407,1,NA,0,0,0
114-1-3,4,1,TEST,3,1,2,0,1,23701,2,483,1,NA,0,0,0
114-1-3,4,1,TEST,4,1,4,0,0,25141,2,475,1,NA,0,0,0
114-1-3,4,1,TEST,5,1,2,0,1,26641,2,341,1,NA,0,0,0
114-1-3,4,1,TEST,6,1,3,1,0,28142,1,371,1,NA,0,0,0
114-1-3,4,1,TEST,7,1,1,1,1,29597,1,443,1,NA,0,0,0
114-1-3,4,1,TEST,8,1,4,0,0,31123,2,463,1,NA,0,0,0
114-1-3,4,1,TEST,9,1,1,1,1,32844,1,347,1,NA,0,0,0
114-1-3,4,1,TEST,10,1,3,1,0,34147,1,441,1,NA,0,0,0
114-1-3,4,1,TEST,11,1,2,0,1,35790,2,408,1,NA,0,0,0
114-1-3,4,1,TEST,12,1,4,0,0,37329,2,393,1,NA,0,0,0
114-1-3,4,1,TEST,13,1,1,1,1,38873,1,413,1,NA,0,0,0
114-1-3,4,1,TEST,14,1,3,1,0,40308,1,420,1,NA,0,0,0
114-1-3,4,1,TEST,15,1,2,0,1,42009,2,333,1,NA,0,0,0
114-1-3,4,1,TEST,16,1,4,0,0,43488,2,396,1,NA,0,0,0
114-1-3,4,1,TEST,17,1,1,1,1,45053,1,386,1,NA,0,0,0
114-1-3,4,1,TEST,18,1,3,1,0,46353,1,454,1,NA,0,0,0
114-1-3,4,1,TEST,19,1,2,0,1,47770,2,384,1,NA,0,0,0
114-1-3,4,1,TEST,20,1,4,0,0,49141,2,398,1,NA,0,0,0
114-1-3,4,1,TEST,21,1,3,1,0,50623,1,392,1,NA,0,0,0
114-1-3,4,1,TEST,22,1,2,0,1,51925,2,405,1,NA,0,0,0
114-1-3,4,1,TEST,23,1,4,0,0,53613,2,340,1,NA,0,0,0
114-1-3,4,1,TEST,24,1,1,1,1,55098,2,324,0,NA,0,0,0
114-1-3,4,1,TEST,25,1,3,1,0,56857,1,438,1,NA,0,0,0
114-1-3,4,2,PRACTICE,-25,2,2,0,1,62157,NA,0,0,9,783,1,0
114-1-3,4,2,PRACTICE,-24,2,3,1,0,64150,NA,0,0,0,422,1,0
114-1-3,4,2,PRACTICE,-23,2,4,0,0,65624,NA,0,0,0,472,1,0
114-1-3,4,2,PRACTICE,-22,2,1,1,1,67018,NA,0,0,9,462,1,0
114-1-3,4,2,PRACTICE,-21,2,3,1,0,68583,NA,0,0,0,504,1,0
114-1-3,4,2,PRACTICE,-20,2,1,1,1,70035,NA,0,0,9,445,1,0
114-1-3,4,2,PRACTICE,-19,2,2,0,1,71697,NA,0,0,9,426,1,0
114-1-3,4,2,PRACTICE,-18,2,4,0,0,72955,NA,0,0,0,510,1,0
114-1-3,4,2,TEST,1,2,3,1,0,74432,NA,0,0,0,474,1,0
114-1-3,4,2,TEST,2,2,4,0,0,76045,NA,0,0,0,410,1,0
114-1-3,4,2,TEST,3,2,2,0,1,77539,NA,0,0,9,423,1,0
114-1-3,4,2,TEST,4,2,1,1,1,79028,NA,0,0,9,373,1,0
114-1-3,4,2,TEST,5,2,3,1,0,80274,NA,0,0,0,536,1,0
114-1-3,4,2,TEST,6,2,2,0,1,81735,NA,0,0,9,463,1,0
114-1-3,4,2,TEST,7,2,1,1,1,83117,NA,0,0,9,493,1,0
114-1-3,4,2,TEST,8,2,4,0,0,84618,NA,0,0,0,432,1,0
114-1-3,4,2,TEST,9,2,2,0,1,85884,NA,0,0,9,498,1,0
114-1-3,4,2,TEST,10,2,4,0,0,87266,NA,0,0,0,459,1,0
114-1-3,4,2,TEST,11,2,3,1,0,89042,NA,0,0,0,397,1,0
114-1-3,4,2,TEST,12,2,1,1,1,90426,NA,0,0,9,516,1,0
114-1-3,4,2,TEST,13,2,2,0,1,92121,NA,0,0,9,384,1,0
114-1-3,4,2,TEST,14,2,1,1,1,93431,NA,0,0,9,364,1,0
114-1-3,4,2,TEST,15,2,4,0,0,94984,NA,0,0,0,330,1,0
114-1-3,4,2,TEST,16,2,3,1,0,96576,NA,0,0,0,395,1,0
114-1-3,4,2,TEST,17,2,1,1,1,98046,NA,0,0,9,439,1,0
114-1-3,4,2,TEST,18,2,3,1,0,99462,NA,0,0,0,455,1,0
