subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
107-1-3,4,1,PRACTICE,-25,1,1,1,1,10117,1,510,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-24,1,3,1,0,11608,1,488,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-23,1,4,0,0,13131,2,440,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-22,1,2,0,1,14638,2,409,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-21,1,3,1,0,16149,1,466,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-20,1,4,0,0,17819,2,332,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-19,1,1,1,1,19394,1,366,1,NA,0,0,0
107-1-3,4,1,PRACTICE,-18,1,2,0,1,20719,2,350,1,NA,0,0,0
107-1-3,4,1,TEST,1,1,4,0,0,21986,2,422,1,NA,0,0,0
107-1-3,4,1,TEST,2,1,3,1,0,23538,1,503,1,NA,0,0,0
107-1-3,4,1,TEST,3,1,1,1,1,25352,1,528,1,NA,0,0,0
107-1-3,4,1,TEST,4,1,2,0,1,27212,2,507,1,NA,0,0,0
107-1-3,4,1,TEST,5,1,3,1,0,28991,1,492,1,NA,0,0,0
107-1-3,4,1,TEST,6,1,1,1,1,30561,1,481,1,NA,0,0,0
107-1-3,4,1,TEST,7,1,4,0,0,32192,2,362,1,NA,0,0,0
107-1-3,4,1,TEST,8,1,2,0,1,33591,2,467,1,NA,0,0,0
107-1-3,4,1,TEST,9,1,3,1,0,35106,1,440,1,NA,0,0,0
107-1-3,4,1,TEST,10,1,1,1,1,36853,1,420,1,NA,0,0,0
107-1-3,4,1,TEST,11,1,4,0,0,38302,2,476,1,NA,0,0,0
107-1-3,4,1,TEST,12,1,2,0,1,39734,2,360,1,NA,0,0,0
107-1-3,4,1,TEST,13,1,3,1,0,40959,1,434,1,NA,0,0,0
107-1-3,4,1,TEST,14,1,2,0,1,42369,2,356,1,NA,0,0,0
107-1-3,4,1,TEST,15,1,1,1,1,43939,1,375,1,NA,0,0,0
107-1-3,4,1,TEST,16,1,4,0,0,45636,2,387,1,NA,0,0,0
107-1-3,4,1,TEST,17,1,3,1,0,47161,1,496,1,NA,0,0,0
107-1-3,4,1,TEST,18,1,2,0,1,48889,2,452,1,NA,0,0,0
107-1-3,4,1,TEST,19,1,1,1,1,50579,1,570,1,NA,0,0,0
107-1-3,4,1,TEST,20,1,4,0,0,52427,2,388,1,NA,0,0,0
107-1-3,4,1,TEST,21,1,1,1,1,53752,1,395,1,NA,0,0,0
107-1-3,4,1,TEST,22,1,2,0,1,55154,2,348,1,NA,0,0,0
107-1-3,4,1,TEST,23,1,3,1,0,56665,1,320,1,NA,0,0,0
107-1-3,4,1,TEST,24,1,4,0,0,57854,2,354,1,NA,0,0,0
107-1-3,4,1,TEST,25,1,1,1,1,59415,1,338,1,NA,0,0,0
107-1-3,4,2,PRACTICE,-25,2,4,0,0,65693,NA,0,0,0,670,1,0
107-1-3,4,2,PRACTICE,-24,2,2,0,1,67587,NA,0,0,9,376,1,0
107-1-3,4,2,PRACTICE,-23,2,3,1,0,68944,NA,0,0,0,381,1,0
107-1-3,4,2,PRACTICE,-22,2,1,1,1,70175,NA,0,0,9,326,1,0
107-1-3,4,2,PRACTICE,-21,2,1,1,1,71421,NA,0,0,9,400,1,0
