subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
111-1-2,P,0,1,D,2,20138,1500,21643,22148,22149,857,<down>,<down>,1,1
111-1-2,P,0,-1,L,2,23027,2250,25282,25788,25788,575,<left>,<left>,1,1
111-1-2,P,0,1,D,2,26388,2250,28644,29150,29150,630,<down>,<down>,1,1
111-1-2,P,0,-1,U,1,29809,1750,31565,32071,32071,475,<up>,<up>,1,1
111-1-2,P,0,-1,L,2,32571,2250,34826,35332,35333,501,<left>,<left>,1,1
111-1-2,P,0,1,L,2,35854,3500,39360,39866,39866,450,<left>,<left>,1,1
111-1-2,P,0,-1,U,1,40344,3500,43849,44355,44356,572,<up>,<up>,1,1
111-1-2,P,0,-1,D,1,44954,2500,47459,47966,47967,625,<down>,<down>,1,1
111-1-2,P,0,-1,D,1,52550,3250,55805,56011,56012,768,<down>,<down>,1,1
111-1-2,P,0,1,D,2,56793,2000,58798,59004,59005,695,<down>,<down>,1,1
111-1-2,P,0,1,L,2,59713,1750,61469,61675,61676,601,<left>,<left>,1,1
111-1-2,P,0,-1,D,2,62290,3250,65546,65753,65753,529,<down>,<down>,1,1
111-1-2,P,0,1,U,2,66299,2250,68554,68760,68760,671,<up>,<up>,1,1
111-1-2,P,0,-1,L,2,69444,2250,71699,71905,71905,416,<left>,<left>,1,1
111-1-2,P,0,-1,D,2,72330,2250,74585,74794,74794,559,<down>,<down>,1,1
111-1-2,P,0,1,U,1,75371,3500,78877,79083,79084,620,<up>,<up>,1,1
111-1-2,T,1,-1,L,2,83218,2750,85973,86179,86180,481,<left>,<left>,1,1
111-1-2,T,2,1,R,1,86676,3000,89680,89886,89887,565,<right>,<right>,1,1
111-1-2,T,3,1,U,1,90462,2000,92467,92673,92674,569,<up>,<up>,1,1
111-1-2,T,4,-1,U,1,93256,2500,95762,95968,95968,479,<up>,<up>,1,1
111-1-2,T,5,-1,D,2,96465,1500,97971,98177,98178,620,<down>,<down>,1,1
111-1-2,T,6,1,U,2,98811,3250,102067,102275,102276,749,<up>,<down>,0,1
111-1-2,T,7,1,U,2,103041,1750,104796,105004,105004,780,<up>,<up>,1,1
111-1-2,T,8,-1,D,1,105795,1500,107300,107506,107506,494,<down>,<down>,1,1
111-1-2,T,9,-1,U,1,108018,3500,111524,111731,111731,416,<up>,<up>,1,1
111-1-2,T,10,-1,R,1,112163,2500,114669,114875,114876,477,<right>,<right>,1,1
111-1-2,T,11,1,D,1,115364,2250,117619,117825,117825,695,<down>,<down>,1,1
111-1-2,T,12,1,D,1,118530,1500,120037,120243,120244,809,<down>,<down>,1,1
111-1-2,T,13,1,L,1,121068,3250,124323,124529,124529,710,<left>,<left>,1,1
111-1-2,T,14,1,U,2,125253,2750,128008,128214,128214,640,<up>,<up>,1,1
111-1-2,T,15,-1,L,2,128866,2000,130871,131077,131077,486,<left>,<left>,1,1
111-1-2,T,16,1,D,2,131580,1500,133086,133292,133293,802,<down>,<down>,1,1
111-1-2,T,17,-1,D,1,134110,3250,137365,137571,137571,560,<down>,<down>,1,1
111-1-2,T,18,-1,D,2,138149,1500,139655,139862,139862,608,<down>,<down>,1,1
111-1-2,T,19,-1,D,2,140482,2000,142488,142694,142695,603,<down>,<down>,1,1
111-1-2,T,20,1,U,1,143314,2250,145569,145775,145775,513,<up>,<up>,1,1
111-1-2,T,21,1,R,2,146296,1750,148051,148258,148258,751,<right>,<right>,1,1
111-1-2,T,22,1,R,2,149020,2750,151775,151981,151982,749,<right>,<right>,1,1
111-1-2,T,23,-1,R,1,152743,3250,155999,156205,156205,548,<right>,<right>,1,1
111-1-2,T,24,-1,D,1,156774,2750,159529,159735,159735,583,<down>,<down>,1,1
111-1-2,T,25,-1,U,2,160338,3500,163843,164049,164049,508,<up>,<up>,1,1
111-1-2,T,26,1,R,2,164569,3250,167824,168031,168032,674,<right>,<right>,1,1
111-1-2,T,27,-1,D,2,168718,3000,171724,171931,171931,602,<down>,<down>,1,1
111-1-2,T,28,1,L,2,172546,2500,175050,175257,175257,1012,<left>,<left>,1,1
111-1-2,T,29,1,U,2,176280,3250,179536,179742,179743,1181,<up>,<up>,1,1
111-1-2,T,30,1,L,2,180935,1500,182440,182646,182647,717,<left>,<left>,1,1
111-1-2,T,31,-1,U,2,183382,3000,186387,186593,186594,649,<up>,<up>,1,1
111-1-2,T,32,-1,R,1,187260,3000,190266,190472,190473,506,<right>,<right>,1,1
111-1-2,T,33,-1,L,2,190991,3500,194496,194702,194702,821,<left>,<left>,1,1
111-1-2,T,34,1,R,2,195536,3000,198542,198748,198748,687,<right>,<right>,1,1
111-1-2,T,35,1,R,1,199448,3000,202454,202660,202660,975,<right>,<right>,1,1
111-1-2,T,36,-1,D,1,203646,2250,205902,206109,206110,612,<down>,<down>,1,1
111-1-2,T,37,1,D,1,206736,1750,208491,208699,208700,558,<down>,<down>,1,1
111-1-2,T,38,-1,U,1,209277,3500,212784,212990,212991,494,<up>,<up>,1,1
111-1-2,T,39,1,R,2,213498,2250,215754,215960,215961,714,<right>,<right>,1,1
111-1-2,T,40,1,U,2,216690,2750,219447,219653,219653,659,<up>,<up>,1,1
111-1-2,T,41,-1,U,1,220324,1500,221829,222035,222036,479,<up>,<up>,1,1
111-1-2,T,42,1,R,2,222525,1750,224281,224487,224488,636,<right>,<right>,1,1
111-1-2,T,43,-1,D,1,225137,3500,228643,228849,228850,617,<down>,<down>,1,1
