subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
114-2-1,P,0,-1,D,1,3046,2500,5550,6055,6056,535,<down>,<down>,1,1
114-2-1,P,0,-1,D,1,6613,1750,8369,8875,8875,520,<down>,<down>,1,1
114-2-1,P,0,-1,D,2,9415,1500,10918,11424,11425,515,<down>,<down>,1,1
114-2-1,P,0,-1,U,2,11952,2500,14457,14962,14963,527,<up>,<up>,1,1
114-2-1,P,0,-1,D,2,15501,2750,18255,18758,18758,563,<down>,<down>,1,1
114-2-1,P,0,1,L,2,19337,2000,21343,21846,21847,1121,<left>,<down>,0,0
114-2-1,P,0,1,R,1,22982,1500,24485,24988,24988,559,<right>,<right>,1,1
114-2-1,P,0,-1,L,1,25560,3250,28814,29321,29321,1993,<left>,<left>,1,1
114-2-1,P,0,1,U,2,36773,2250,39027,39230,39230,1016,<up>,<left>,0,0
114-2-1,P,0,-1,R,1,40257,2000,42260,42463,42464,512,<right>,<right>,1,1
114-2-1,P,0,1,U,1,42991,2250,45247,45449,45450,495,<up>,<up>,1,1
114-2-1,P,0,1,U,2,45956,3250,49211,49415,49415,525,<up>,<up>,1,1
114-2-1,P,0,1,U,1,49949,1500,51453,51660,51661,481,<up>,<up>,1,1
114-2-1,P,0,1,L,1,52155,2500,54660,54865,54866,896,<left>,<left>,1,1
114-2-1,P,0,-1,D,1,55776,1500,57280,57486,57486,613,<down>,<down>,1,1
114-2-1,P,0,1,U,2,58110,2250,60365,60569,60569,589,<up>,<up>,1,1
114-2-1,T,1,-1,L,1,62602,3250,65857,66062,66062,961,<left>,<left>,1,1
114-2-1,T,2,-1,D,1,67033,2500,69539,69744,69745,508,<down>,<down>,1,1
114-2-1,T,3,-1,R,1,70267,3500,73772,73976,73977,486,<right>,<right>,1,1
114-2-1,T,4,1,U,1,74473,3000,77479,77684,77685,448,<up>,<up>,1,1
114-2-1,T,5,-1,L,1,78147,2500,80651,80855,80855,994,<left>,<left>,1,1
114-2-1,T,6,-1,R,2,81864,1500,83370,83574,83575,605,<right>,<right>,1,1
114-2-1,T,7,1,R,1,84195,2250,86450,86655,86655,586,<right>,<right>,1,1
114-2-1,T,8,1,U,2,87257,1500,88761,88966,88967,587,<up>,<up>,1,1
114-2-1,T,9,-1,D,1,89566,2000,91570,91775,91775,525,<down>,<down>,1,1
114-2-1,T,10,1,D,2,92312,2250,94567,94774,94774,622,<down>,<down>,1,1
114-2-1,T,11,-1,R,2,95409,2500,97914,98118,98118,533,<right>,<right>,1,1
114-2-1,T,12,-1,U,2,98669,3250,101924,102127,102127,552,<up>,<up>,1,1
114-2-1,T,13,-1,L,2,102690,3500,106195,106401,106402,983,<left>,<left>,1,1
114-2-1,T,14,1,U,2,107398,2750,110152,110356,110357,539,<up>,<up>,1,1
114-2-1,T,15,-1,R,1,110909,2250,113162,113365,113365,497,<right>,<right>,1,1
114-2-1,T,16,-1,R,2,113879,3000,116882,117085,117086,526,<right>,<right>,1,1
114-2-1,T,17,-1,L,1,117631,3000,120636,120842,120843,1006,<left>,<left>,1,1
114-2-1,T,18,1,L,1,121861,2750,124616,124822,124823,563,<left>,<left>,1,1
114-2-1,T,19,1,D,2,125397,3000,128403,128608,128609,623,<down>,<down>,1,1
114-2-1,T,20,1,D,2,129241,1500,130747,130954,130955,686,<down>,<down>,1,1
114-2-1,T,21,-1,L,2,131653,2500,134159,134366,134366,603,<left>,<left>,1,1
