subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
200-4-1,P,0,1,R,1,1537,2000,3543,4051,4051,379,<right>,<right>,1,1
200-4-1,P,0,1,R,2,4455,3250,7711,8218,8218,485,<right>,<right>,1,1
200-4-1,P,0,1,R,2,8727,3000,11732,12238,12238,477,<right>,<right>,1,1
200-4-1,P,0,-1,L,2,12739,3500,16245,16752,16752,366,<left>,<left>,1,1
200-4-1,P,0,-1,D,2,17148,1500,18653,19160,19160,638,<down>,<down>,1,1
200-4-1,P,0,-1,R,1,19819,2500,22324,22832,22832,447,<right>,<right>,1,1
200-4-1,P,0,-1,D,2,23306,2000,25311,25818,25818,518,<down>,<down>,1,1
200-4-1,P,0,-1,D,2,26382,2750,29138,29644,29644,424,<down>,<down>,1,1
200-4-1,P,0,-1,R,2,33520,2750,36275,36481,36482,474,<right>,<right>,1,1
200-4-1,P,0,1,L,2,36976,2000,38983,39190,39191,441,<left>,<right>,0,1
200-4-1,P,0,-1,L,2,39658,1750,41413,41619,41619,534,<left>,<left>,1,1
200-4-1,P,0,1,D,2,42172,2000,44179,44386,44386,563,<down>,<down>,1,1
200-4-1,P,0,1,D,2,44966,1500,46471,46677,46678,680,<down>,<down>,1,1
200-4-1,P,0,1,D,1,47375,3250,50631,50837,50837,460,<down>,<down>,1,1
200-4-1,P,0,-1,D,2,51313,1500,52819,53027,53027,546,<down>,<down>,1,1
200-4-1,P,0,-1,R,2,53590,3250,56845,57051,57051,509,<right>,<right>,1,1
200-4-1,T,1,1,R,2,60610,1500,62117,62323,62323,428,<right>,<right>,1,1
200-4-1,T,2,-1,R,2,62768,2250,65022,65229,65229,522,<right>,<right>,1,1
200-4-1,T,3,1,U,1,65768,2500,68274,68480,68481,656,<up>,<up>,1,1
200-4-1,T,4,1,D,2,69153,3000,72158,72364,72365,592,<down>,<down>,1,1
200-4-1,T,5,-1,D,1,72972,3500,76477,76683,76684,548,<down>,<down>,1,1
200-4-1,T,6,-1,R,2,77250,3500,80757,80963,80963,553,<right>,<right>,1,1
200-4-1,T,7,-1,U,2,81538,3500,85043,85250,85251,694,<up>,<up>,1,1
200-4-1,T,8,1,R,1,85960,2250,88216,88422,88422,464,<right>,<right>,1,1
200-4-1,T,9,-1,U,1,88900,2750,91656,91862,91862,533,<up>,<up>,1,1
200-4-1,T,10,1,R,1,92414,3000,95421,95629,95629,464,<right>,<right>,1,1
200-4-1,T,11,1,L,1,96123,2750,98879,99085,99086,457,<left>,<right>,0,1
200-4-1,T,12,1,R,1,99571,2250,101828,102034,102035,503,<right>,<right>,1,1
200-4-1,T,13,1,U,2,102551,1750,104306,104515,104515,514,<up>,<up>,1,1
200-4-1,T,14,1,L,2,105043,3250,108298,108505,108505,603,<left>,<left>,1,1
200-4-1,T,15,-1,U,1,109123,3000,112128,112334,112335,557,<up>,<up>,1,1
200-4-1,T,16,-1,L,2,112919,3000,115925,116132,116133,571,<left>,<left>,1,1
200-4-1,T,17,-1,R,1,116720,3250,119975,120181,120182,603,<right>,<right>,1,1
200-4-1,T,18,-1,U,1,120807,2500,123313,123519,123520,550,<up>,<up>,1,1
200-4-1,T,19,-1,D,1,124082,2500,126587,126793,126794,553,<down>,<down>,1,1
200-4-1,T,20,1,D,1,127366,3250,130623,130830,130830,588,<down>,<down>,1,1
200-4-1,T,21,-1,U,2,131432,2750,134188,134394,134394,620,<up>,<up>,1,1
200-4-1,T,22,1,D,2,135027,3500,138533,138739,138739,708,<down>,<down>,1,1
200-4-1,T,23,1,U,2,139462,3250,142719,142927,142927,620,<up>,<up>,1,1
200-4-1,T,24,-1,L,2,143567,1750,145323,145529,145529,567,<left>,<left>,1,1
200-4-1,T,25,1,L,2,146113,3250,149368,149575,149575,585,<left>,<left>,1,1
200-4-1,T,26,-1,U,1,150178,3250,153434,153641,153641,559,<up>,<up>,1,1
200-4-1,T,27,-1,D,1,154221,3000,157226,157432,157433,618,<down>,<down>,1,1
200-4-1,T,28,-1,U,1,158071,3250,161328,161536,161536,516,<up>,<up>,1,1
200-4-1,T,29,-1,L,1,162069,3500,165574,165780,165780,539,<left>,<left>,1,1
200-4-1,T,30,1,D,2,166337,1750,168092,168298,168299,771,<down>,<up>,0,1
200-4-1,T,31,1,D,2,169086,2750,171841,172048,172048,610,<down>,<down>,1,1
200-4-1,T,32,1,U,2,172685,2250,174941,175147,175148,583,<up>,<up>,1,1
200-4-1,T,33,1,L,2,175748,2250,178003,178210,178211,583,<left>,<left>,1,1
200-4-1,T,34,1,R,1,178809,2250,181064,181273,181273,521,<right>,<right>,1,1
200-4-1,T,35,-1,D,2,181812,2750,184569,184775,184776,642,<down>,<down>,1,1
200-4-1,T,36,1,L,2,185437,3000,188442,188649,188649,794,<left>,<left>,1,1
200-4-1,T,37,1,D,1,189463,2750,192218,192424,192424,553,<down>,<down>,1,1
200-4-1,T,38,1,R,2,192994,1500,194501,194705,194706,642,<right>,<right>,1,1
200-4-1,T,39,-1,D,1,195361,3250,198616,198824,198825,672,<down>,<down>,1,1
200-4-1,T,40,-1,U,2,199509,2500,202015,202221,202221,643,<up>,<up>,1,1
200-4-1,T,41,-1,L,1,202884,3250,206138,206346,206346,531,<left>,<left>,1,1
200-4-1,T,42,-1,R,2,206893,3250,210150,210356,210356,632,<right>,<right>,1,1
200-4-1,T,43,-1,L,1,211005,2250,213261,213467,213467,527,<left>,<left>,1,1
200-4-1,T,44,-1,U,1,214018,3000,217023,217231,217231,566,<up>,<up>,1,1
200-4-1,T,45,1,D,1,217816,2000,219821,220027,220028,663,<down>,<down>,1,1
200-4-1,T,46,-1,L,1,220703,1750,222459,222665,222666,1091,<left>,<left>,1,1
200-4-1,T,47,1,D,2,223772,2750,226527,226734,226734,660,<down>,<down>,1,1
200-4-1,T,48,-1,D,1,227418,3250,230673,230879,230880,539,<down>,<down>,1,1
200-4-1,T,49,1,R,2,231436,2250,233691,233897,233898,551,<right>,<right>,1,1
200-4-1,T,50,-1,L,2,234463,2500,236969,237176,237176,664,<left>,<left>,1,1
