subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
115-2-1,P,0,-1,L,2,10587,3000,13593,14100,14101,541,<left>,<left>,1,1
115-2-1,P,0,-1,U,2,14661,3000,17667,18174,18175,484,<up>,<up>,1,1
115-2-1,P,0,-1,U,2,18684,3500,22191,22697,22698,445,<up>,<up>,1,1
115-2-1,P,0,-1,U,2,23169,3000,26175,26683,26683,469,<up>,<up>,1,1
115-2-1,P,0,1,U,1,27179,3500,30685,31193,31193,641,<up>,<up>,1,1
115-2-1,P,0,-1,D,1,31854,3250,35111,35618,35618,782,<down>,<down>,1,1
115-2-1,P,0,-1,U,2,36428,1750,38183,38689,38690,639,<up>,<up>,1,1
115-2-1,P,0,-1,R,2,39340,2750,42095,42600,42600,545,<right>,<right>,1,1
115-2-1,P,0,1,U,1,46094,3500,49601,49807,49807,497,<up>,<up>,1,1
115-2-1,P,0,1,R,1,50314,2750,53070,53278,53278,472,<right>,<right>,1,1
115-2-1,P,0,1,L,1,53761,2250,56017,56223,56224,420,<left>,<right>,0,1
115-2-1,P,0,1,R,2,56652,2000,58658,58864,58864,641,<right>,<right>,1,1
115-2-1,P,0,1,R,2,59514,3000,62520,62726,62726,628,<right>,<right>,1,1
115-2-1,P,0,-1,U,2,63363,3000,66369,66575,66576,563,<up>,<up>,1,1
115-2-1,P,0,-1,U,2,67151,1750,68908,69116,69116,710,<up>,<up>,1,1
115-2-1,P,0,-1,L,2,69836,2250,72092,72298,72298,620,<left>,<left>,1,1
115-2-1,T,1,-1,L,1,74874,2000,76880,77086,77087,622,<left>,<left>,1,1
115-2-1,T,2,-1,L,2,77719,3000,80725,80931,80932,610,<left>,<left>,1,1
115-2-1,T,3,1,U,2,81553,2000,83559,83765,83765,555,<up>,<up>,1,1
115-2-1,T,4,-1,L,1,84331,1500,85837,86043,86043,454,<left>,<left>,1,1
115-2-1,T,5,1,U,1,86509,3500,90014,90220,90220,524,<up>,<up>,1,1
115-2-1,T,6,-1,U,2,90756,2250,93011,93217,93218,558,<up>,<up>,1,1
115-2-1,T,7,-1,D,2,93787,3500,97293,97500,97501,586,<down>,<left>,0,0
115-2-1,T,8,1,R,2,98098,2500,100603,100809,100810,682,<right>,<right>,1,1
115-2-1,T,9,-1,L,1,101502,3250,104757,104963,104964,566,<left>,<left>,1,1
115-2-1,T,10,-1,U,2,105541,2000,107547,107753,107754,673,<up>,<up>,1,1
115-2-1,T,11,1,D,2,108439,2500,110944,111150,111151,839,<down>,<down>,1,1
115-2-1,T,12,-1,R,1,112003,1500,113508,113714,113714,594,<right>,<right>,1,1
115-2-1,T,13,-1,U,2,114317,3250,117573,117779,117779,650,<up>,<up>,1,1
115-2-1,T,14,1,L,2,118441,2250,120697,120904,120904,641,<left>,<left>,1,1
115-2-1,T,15,1,U,2,121556,3000,124562,124769,124770,570,<up>,<up>,1,1
115-2-1,T,16,-1,L,1,125351,3500,128857,129063,129064,540,<left>,<left>,1,1
115-2-1,T,17,-1,D,2,129616,3250,132872,133080,133080,709,<down>,<down>,1,1
115-2-1,T,18,-1,U,2,133799,2750,136555,136761,136762,673,<up>,<up>,1,1
115-2-1,T,19,-1,D,1,137444,2750,140199,140407,140407,625,<down>,<down>,1,1
115-2-1,T,20,-1,L,1,141044,2250,143299,143505,143506,562,<left>,<left>,1,1
115-2-1,T,21,-1,L,2,144079,3000,147085,147291,147292,629,<left>,<left>,1,1
115-2-1,T,22,-1,U,2,147930,2000,149937,150145,150145,664,<up>,<up>,1,1
115-2-1,T,23,-1,L,2,150820,2750,153575,153781,153781,509,<left>,<left>,1,1
115-2-1,T,24,1,R,2,154302,2500,156807,157014,157015,615,<right>,<right>,1,1
115-2-1,T,25,1,U,2,157644,1500,159149,159358,159358,550,<up>,<up>,1,1
115-2-1,T,26,1,U,1,159924,2250,162179,162385,162386,523,<up>,<up>,1,1
115-2-1,T,27,-1,L,2,162922,3000,165928,166136,166136,654,<left>,<left>,1,1
115-2-1,T,28,-1,L,2,166803,2000,168809,169015,169015,548,<left>,<left>,1,1
115-2-1,T,29,1,R,1,169572,2250,171827,172033,172034,467,<right>,<right>,1,1
115-2-1,T,30,-1,L,1,172514,1750,174270,174476,174477,440,<left>,<left>,1,1
115-2-1,T,31,1,D,2,174929,2500,177434,177643,177643,851,<down>,<down>,1,1
115-2-1,T,32,-1,U,1,178507,3250,181763,181971,181971,678,<up>,<up>,1,1
115-2-1,T,33,-1,U,2,182661,1750,184416,184622,184622,564,<up>,<up>,1,1
115-2-1,T,34,1,L,1,185199,2000,187204,187413,187413,627,<left>,<left>,1,1
115-2-1,T,35,-1,R,2,188050,3250,191306,191512,191512,633,<right>,<right>,1,1
115-2-1,T,36,-1,L,1,192156,3000,195163,195370,195371,596,<left>,<left>,1,1
115-2-1,T,37,-1,D,1,195977,3250,199232,199438,199439,690,<down>,<down>,1,1
115-2-1,T,38,1,R,2,200141,1750,201897,202106,202106,658,<right>,<right>,1,1
115-2-1,T,39,-1,D,2,202775,2250,205031,205237,205238,701,<down>,<down>,1,1
115-2-1,T,40,1,D,1,205949,1500,207455,207663,207663,555,<down>,<down>,1,1
115-2-1,T,41,-1,L,1,208227,2500,210734,210941,210942,521,<left>,<left>,1,1
115-2-1,T,42,-1,U,1,211472,2750,214228,214434,214435,542,<up>,<left>,0,0
115-2-1,T,43,1,L,1,214987,2000,216992,217199,217199,591,<left>,<left>,1,1
115-2-1,T,44,-1,D,1,217801,2250,220056,220264,220264,633,<down>,<down>,1,1
115-2-1,T,45,-1,R,2,220908,1750,222663,222870,222870,559,<right>,<right>,1,1
115-2-1,T,46,1,D,1,223441,1500,224946,225152,225153,645,<down>,<down>,1,1
115-2-1,T,47,1,L,2,225807,2000,227812,228018,228019,608,<left>,<left>,1,1
115-2-1,T,48,-1,L,1,228636,2750,231393,231601,231601,525,<left>,<left>,1,1
115-2-1,T,49,1,U,1,232135,1750,233891,234097,234098,725,<up>,<up>,1,1
115-2-1,T,50,-1,U,1,234832,3250,238087,238296,238296,527,<up>,<up>,1,1
