subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
203-3-2,P,0,1,D,2,6351,2750,9107,9612,9612,543,<down>,<down>,1,1
203-3-2,P,0,-1,U,1,10174,3000,13179,13685,13686,488,<up>,<up>,1,1
203-3-2,P,0,-1,D,2,14202,1500,15707,16214,16214,563,<down>,<down>,1,1
203-3-2,P,0,1,L,1,16794,3500,20298,20803,20803,496,<left>,<left>,1,1
203-3-2,P,0,-1,U,2,21324,1750,23078,23584,23584,520,<up>,<up>,1,1
203-3-2,P,0,-1,L,2,24122,3000,27128,27635,27635,613,<left>,<left>,1,1
203-3-2,P,0,-1,U,1,28258,1500,29762,30270,30270,461,<up>,<up>,1,1
203-3-2,P,0,1,D,1,30755,2250,33010,33518,33518,461,<down>,<down>,1,1
203-3-2,P,0,1,L,2,36000,1500,37506,37713,37713,564,<left>,<left>,1,1
203-3-2,P,0,1,L,1,38290,1750,40046,40253,40253,468,<left>,<left>,1,1
203-3-2,P,0,-1,L,2,40733,2250,42989,43196,43196,910,<left>,<left>,1,1
203-3-2,P,0,1,L,1,44119,2500,46624,46830,46831,502,<left>,<left>,1,1
203-3-2,P,0,1,R,1,47344,2750,50098,50305,50305,495,<right>,<right>,1,1
203-3-2,P,0,1,L,1,50814,2750,53569,53776,53776,500,<left>,<left>,1,1
203-3-2,P,0,1,R,1,54287,2500,56793,57000,57000,558,<right>,<right>,1,1
203-3-2,P,0,1,D,1,57572,2750,60328,60533,60534,459,<down>,<down>,1,1
203-3-2,T,1,-1,U,1,62851,3250,66105,66311,66312,519,<up>,<up>,1,1
203-3-2,T,2,1,D,1,66844,3500,70348,70553,70554,499,<down>,<down>,1,1
203-3-2,T,3,1,L,1,71067,2250,73323,73530,73530,460,<left>,<left>,1,1
203-3-2,T,4,-1,U,2,74003,3500,77508,77715,77716,494,<up>,<up>,1,1
203-3-2,T,5,1,U,2,78221,2250,80477,80684,80684,715,<up>,<up>,1,1
203-3-2,T,6,-1,U,2,81410,1750,83165,83370,83371,652,<up>,<up>,1,1
203-3-2,T,7,1,U,2,84035,2250,86290,86497,86497,605,<up>,<up>,1,1
203-3-2,T,8,-1,U,1,87115,2250,89371,89577,89577,641,<up>,<up>,1,1
203-3-2,T,9,-1,L,1,90231,3500,93737,93943,93943,626,<left>,<left>,1,1
203-3-2,T,10,-1,L,2,94579,3000,97584,97790,97790,620,<left>,<left>,1,1
203-3-2,T,11,1,R,1,98421,3250,101677,101882,101883,640,<right>,<right>,1,1
203-3-2,T,12,1,D,2,102536,2250,104791,104998,104999,648,<down>,<down>,1,1
203-3-2,T,13,-1,R,1,105662,1500,107167,107374,107375,540,<right>,<right>,1,1
203-3-2,T,14,-1,L,1,107928,1500,109434,109641,109641,454,<left>,<right>,0,1
203-3-2,T,15,-1,L,1,110107,3000,113112,113318,113318,531,<left>,<left>,1,1
203-3-2,T,16,-1,L,1,113859,3000,116865,117070,117071,508,<left>,<left>,1,1
203-3-2,T,17,-1,U,1,117588,1750,119343,119549,119550,545,<up>,<up>,1,1
203-3-2,T,18,-1,R,2,120108,2500,122613,122818,122819,647,<right>,<right>,1,1
203-3-2,T,19,1,D,2,123478,2750,126233,126440,126440,811,<down>,<down>,1,1
203-3-2,T,20,-1,D,1,127262,3000,130268,130474,130474,612,<down>,<down>,1,1
203-3-2,T,21,-1,L,2,131099,2000,133104,133311,133312,646,<left>,<left>,1,1
203-3-2,T,22,-1,R,2,133969,2000,135973,136180,136181,584,<right>,<right>,1,1
203-3-2,T,23,-1,L,1,136778,1750,138534,138741,138741,503,<left>,<left>,1,1
203-3-2,T,24,-1,D,1,139258,2500,141763,141969,141969,572,<down>,<down>,1,1
203-3-2,T,25,-1,L,1,142554,2000,144559,144764,144765,509,<left>,<left>,1,1
203-3-2,T,26,-1,U,2,145286,1750,147041,147248,147248,612,<up>,<down>,0,1
203-3-2,T,27,-1,L,1,147871,2750,150625,150830,150830,643,<left>,<left>,1,1
203-3-2,T,28,-1,R,2,151484,1750,153240,153447,153447,714,<right>,<right>,1,1
203-3-2,T,29,-1,L,1,154174,2250,156429,156634,156635,581,<left>,<left>,1,1
203-3-2,T,30,-1,U,1,157226,2750,159981,160186,160187,768,<up>,<up>,1,1
203-3-2,T,31,1,R,2,160968,2250,163223,163428,163429,773,<right>,<right>,1,1
203-3-2,T,32,1,R,2,164215,2750,166971,167178,167178,564,<right>,<right>,1,1
203-3-2,T,33,-1,D,2,167756,3500,171260,171466,171467,706,<down>,<down>,1,1
203-3-2,T,34,-1,U,2,172186,2250,174440,174647,174648,780,<up>,<up>,1,1
203-3-2,T,35,-1,D,2,175437,3250,178692,178899,178900,651,<down>,<down>,1,1
203-3-2,T,36,-1,D,2,179565,1500,181070,181277,181277,579,<down>,<down>,1,1
203-3-2,T,37,1,L,1,181866,3250,185122,185328,185328,632,<left>,<left>,1,1
203-3-2,T,38,-1,R,2,185972,3000,188976,189184,189185,545,<right>,<right>,1,1
203-3-2,T,39,1,U,2,189743,1750,191499,191706,191706,578,<up>,<up>,1,1
203-3-2,T,40,1,L,2,192297,3000,195302,195507,195508,573,<left>,<left>,1,1
203-3-2,T,41,1,U,2,196094,3500,199599,199805,199805,517,<up>,<up>,1,1
203-3-2,T,42,-1,U,1,200336,3250,203591,203798,203798,507,<up>,<up>,1,1
203-3-2,T,43,1,U,2,204319,2000,206324,206531,206531,536,<up>,<up>,1,1
203-3-2,T,44,1,U,2,207080,3000,210084,210289,210290,575,<up>,<up>,1,1
203-3-2,T,45,-1,R,2,210878,1500,212384,212591,212591,719,<right>,<right>,1,1
203-3-2,T,46,-1,R,2,213323,1750,215078,215286,215286,546,<right>,<right>,1,1
