subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
115-2-2,P,0,1,R,1,4405,2250,6662,7168,7168,628,<right>,<right>,1,1
115-2-2,P,0,1,D,2,7811,2750,10566,11072,11072,825,<down>,<down>,1,1
115-2-2,P,0,-1,D,1,11913,3500,15418,15924,15925,527,<down>,<down>,1,1
115-2-2,P,0,1,U,2,16479,2000,18484,18990,18990,780,<up>,<up>,1,1
115-2-2,P,0,-1,L,2,19787,2750,22543,23050,23051,504,<left>,<left>,1,1
115-2-2,P,0,-1,L,1,23582,1750,25337,25844,25844,430,<left>,<left>,1,1
115-2-2,P,0,-1,R,1,26299,2250,28554,29062,29062,504,<right>,<right>,1,1
115-2-2,P,0,-1,R,2,29593,3000,32599,33105,33106,533,<right>,<right>,1,1
115-2-2,P,0,1,D,2,40886,2000,42892,43098,43099,651,<down>,<up>,0,1
115-2-2,P,0,1,D,1,43764,1750,45519,45725,45725,578,<down>,<down>,1,1
115-2-2,P,0,-1,D,2,46314,1500,47819,48026,48026,671,<down>,<down>,1,1
115-2-2,P,0,-1,L,2,48712,2750,51466,51673,51674,633,<left>,<left>,1,1
115-2-2,P,0,1,L,1,52324,3250,55579,55785,55785,619,<left>,<left>,1,1
115-2-2,P,0,-1,R,2,56417,3000,59422,59630,59630,602,<right>,<right>,1,1
115-2-2,P,0,-1,R,2,60246,3250,63502,63708,63709,567,<right>,<right>,1,1
115-2-2,P,0,1,D,1,64289,1750,66044,66251,66251,621,<down>,<down>,1,1
115-2-2,T,1,-1,R,2,69382,2750,72138,72344,72345,588,<right>,<right>,1,1
115-2-2,T,2,-1,L,1,72946,3000,75952,76158,76159,558,<left>,<left>,1,1
115-2-2,T,3,1,D,1,76730,2250,78986,79194,79195,613,<down>,<down>,1,1
115-2-2,T,4,1,R,2,79821,2500,82326,82533,82534,647,<right>,<right>,1,1
115-2-2,T,5,1,L,2,83200,1500,84707,84913,84913,805,<left>,<left>,1,1
115-2-2,T,6,-1,D,1,85732,2500,88237,88445,88445,596,<down>,<down>,1,1
115-2-2,T,7,1,L,1,89057,2750,91813,92019,92019,686,<left>,<left>,1,1
115-2-2,T,8,1,D,1,92719,1750,94474,94681,94681,625,<down>,<down>,1,1
115-2-2,T,9,-1,R,1,95320,3500,98825,99031,99031,569,<right>,<right>,1,1
115-2-2,T,10,-1,D,1,99614,2500,102120,102326,102327,622,<down>,<down>,1,1
115-2-2,T,11,1,L,1,102962,3500,106467,106674,106674,633,<left>,<left>,1,1
115-2-2,T,12,1,U,2,107326,1750,109082,109289,109289,740,<up>,<up>,1,1
115-2-2,T,13,1,L,2,110049,3000,113054,113262,113263,574,<left>,<left>,1,1
115-2-2,T,14,1,L,1,113863,3500,117369,117575,117576,542,<left>,<left>,1,1
115-2-2,T,15,1,U,1,118143,3000,121148,121357,121357,549,<up>,<up>,1,1
115-2-2,T,16,1,U,2,121921,1750,123677,123883,123883,634,<up>,<up>,1,1
115-2-2,T,17,1,U,2,124532,1750,126288,126494,126495,598,<up>,<up>,1,1
115-2-2,T,18,1,L,2,127111,3250,130366,130573,130573,669,<left>,<left>,1,1
115-2-2,T,19,1,L,2,131257,2250,133512,133718,133719,496,<left>,<left>,1,1
115-2-2,T,20,1,D,1,134228,2250,136483,136690,136691,629,<down>,<down>,1,1
115-2-2,T,21,1,D,2,137338,2750,140093,140299,140300,640,<down>,<down>,1,1
115-2-2,T,22,1,L,1,140954,1500,142460,142666,142667,499,<left>,<left>,1,1
115-2-2,T,23,1,R,2,143185,2000,145190,145397,145398,640,<right>,<right>,1,1
115-2-2,T,24,-1,L,2,146058,1500,147562,147770,147771,577,<left>,<left>,1,1
115-2-2,T,25,-1,U,2,148363,1750,150117,150324,150324,620,<up>,<up>,1,1
115-2-2,T,26,-1,D,1,150959,3000,153964,154170,154171,775,<down>,<down>,1,1
115-2-2,T,27,-1,R,1,154967,2500,157473,157679,157680,505,<right>,<right>,1,1
115-2-2,T,28,1,U,2,158209,2750,160964,161171,161171,762,<up>,<up>,1,1
115-2-2,T,29,-1,R,2,161946,2000,163951,164157,164157,563,<right>,<right>,1,1
115-2-2,T,30,1,R,2,164733,3000,167739,167946,167946,677,<right>,<right>,1,1
115-2-2,T,31,1,D,1,168637,2750,171393,171599,171600,677,<down>,<down>,1,1
115-2-2,T,32,-1,R,2,172297,3500,175802,176008,176008,656,<right>,<right>,1,1
115-2-2,T,33,-1,U,2,176677,2250,178933,179139,179140,737,<up>,<up>,1,1
115-2-2,T,34,1,U,2,179891,3500,183396,183602,183603,671,<up>,<up>,1,1
115-2-2,T,35,1,U,2,184288,1750,186044,186251,186251,657,<up>,<up>,1,1
115-2-2,T,36,1,D,2,186928,1750,188684,188891,188892,616,<down>,<down>,1,1
115-2-2,T,37,1,U,1,189522,1750,191278,191485,191486,579,<up>,<up>,1,1
115-2-2,T,38,-1,U,1,192079,2500,194584,194791,194791,496,<up>,<up>,1,1
115-2-2,T,39,-1,D,1,195306,2750,198063,198270,198270,663,<down>,<down>,1,1
115-2-2,T,40,-1,U,2,198947,2500,201452,201659,201660,675,<up>,<up>,1,1
115-2-2,T,41,-1,L,2,202350,2500,204856,205064,205064,708,<left>,<left>,1,1
115-2-2,T,42,-1,L,2,205782,3250,209039,209245,209246,697,<left>,<left>,1,1
115-2-2,T,43,1,L,2,209957,1500,211463,211669,211670,636,<left>,<left>,1,1
115-2-2,T,44,-1,D,1,212319,1750,214075,214282,214282,789,<down>,<down>,1,1
115-2-2,T,45,-1,U,2,215091,3250,218346,218552,218553,659,<up>,<up>,1,1
115-2-2,T,46,1,D,1,219226,3500,222733,222939,222939,445,<down>,<right>,0,0
115-2-2,T,47,1,D,2,223394,2000,225399,225605,225606,655,<down>,<down>,1,1
115-2-2,T,48,-1,L,1,226273,1750,228029,228235,228236,462,<left>,<left>,1,1
115-2-2,T,49,1,U,2,228711,2500,231217,231423,231423,675,<up>,<up>,1,1
115-2-2,T,50,1,L,1,232112,3250,235367,235573,235574,549,<left>,<left>,1,1
