subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
207-3-3,P,0,1,R,2,2926,2500,5432,5937,5938,5325,<right>,<right>,1,1
207-3-3,P,0,1,L,2,11274,1750,13029,13535,13535,952,<left>,<left>,1,1
207-3-3,P,0,-1,D,2,14501,2000,16507,17013,17013,666,<down>,<down>,1,1
207-3-3,P,0,-1,R,1,17692,2250,19948,20455,20456,822,<right>,<right>,1,1
207-3-3,P,0,-1,U,1,21291,3250,24547,25052,25053,630,<up>,<up>,1,1
207-3-3,P,0,1,R,1,25696,2750,28451,28958,28958,530,<right>,<right>,1,1
207-3-3,P,0,1,L,2,29508,1500,31012,31519,31520,621,<left>,<left>,1,1
207-3-3,P,0,1,R,2,32159,2000,34163,34670,34671,693,<right>,<right>,1,1
207-3-3,P,0,-1,D,2,36922,1750,38676,38881,38882,722,<down>,<down>,1,1
207-3-3,P,0,1,L,2,39617,3250,42872,43078,43079,622,<left>,<left>,1,1
207-3-3,P,0,1,U,2,43713,3250,46968,47175,47176,622,<up>,<up>,1,1
207-3-3,P,0,-1,R,1,47810,2000,49816,50022,50022,705,<right>,<right>,1,1
207-3-3,P,0,-1,R,2,50738,3000,53744,53951,53952,644,<right>,<right>,1,1
207-3-3,P,0,-1,D,1,54605,2750,57360,57566,57567,544,<down>,<down>,1,1
207-3-3,P,0,-1,R,2,58125,1500,59630,59836,59837,633,<right>,<right>,1,1
207-3-3,P,0,-1,D,2,60482,2750,63238,63444,63444,668,<down>,<down>,1,1
207-3-3,T,1,1,R,2,65969,1500,67475,67681,67681,658,<right>,<right>,1,1
207-3-3,T,2,-1,D,1,68352,2000,70357,70563,70564,551,<down>,<down>,1,1
207-3-3,T,3,1,U,2,71129,1500,72635,72840,72841,598,<up>,<up>,1,1
207-3-3,T,4,1,U,2,73453,3250,76708,76914,76915,630,<up>,<up>,1,1
207-3-3,T,5,1,L,2,77556,3500,81061,81266,81267,656,<left>,<left>,1,1
207-3-3,T,6,-1,R,1,81936,2750,84691,84897,84897,614,<right>,<right>,1,1
207-3-3,T,7,-1,R,1,85522,2000,87529,87735,87735,612,<right>,<right>,1,1
207-3-3,T,8,1,R,1,88359,2250,90614,90820,90820,590,<right>,<right>,1,1
207-3-3,T,9,-1,R,2,91421,2750,94176,94382,94383,673,<right>,<right>,1,1
207-3-3,T,10,1,R,1,95067,2500,97571,97777,97778,743,<right>,<right>,1,1
207-3-3,T,11,1,D,1,98533,3000,101538,101743,101744,657,<down>,<down>,1,1
207-3-3,T,12,-1,U,2,102416,3500,105920,106126,106127,657,<up>,<up>,1,1
207-3-3,T,13,1,U,2,106795,1500,108300,108507,108507,691,<up>,<up>,1,1
207-3-3,T,14,1,U,1,109209,3500,112715,112921,112922,653,<up>,<up>,1,1
