subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
100-4-3,4,1,PRACTICE,-25,1,1,1,1,7554,1,474,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-24,1,3,1,0,9292,1,498,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-23,1,4,0,0,11120,2,427,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-22,1,2,0,1,12404,2,503,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-21,1,2,0,1,14174,2,480,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-20,1,4,0,0,15906,2,453,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-19,1,3,1,0,17635,1,362,1,NA,0,0,0
100-4-3,4,1,PRACTICE,-18,1,1,1,1,19240,1,411,1,NA,0,0,0
100-4-3,4,1,TEST,1,1,3,1,0,20750,1,406,1,NA,0,0,0
100-4-3,4,1,TEST,2,1,1,1,1,22038,1,408,1,NA,0,0,0
100-4-3,4,1,TEST,3,1,4,0,0,23336,2,410,1,NA,0,0,0
100-4-3,4,1,TEST,4,1,2,0,1,24647,2,444,1,NA,0,0,0
100-4-3,4,1,TEST,5,1,3,1,0,26300,1,392,1,NA,0,0,0
100-4-3,4,1,TEST,6,1,1,1,1,27649,1,368,1,NA,0,0,0
100-4-3,4,1,TEST,7,1,2,0,1,28855,2,407,1,NA,0,0,0
100-4-3,4,1,TEST,8,1,4,0,0,30488,2,427,1,NA,0,0,0
100-4-3,4,1,TEST,9,1,3,1,0,31973,1,358,1,NA,0,0,0
100-4-3,4,1,TEST,10,1,1,1,1,33399,1,404,1,NA,0,0,0
100-4-3,4,1,TEST,11,1,2,0,1,35101,2,408,1,NA,0,0,0
100-4-3,4,1,TEST,12,1,4,0,0,36713,2,408,1,NA,0,0,0
100-4-3,4,1,TEST,13,1,2,0,1,38445,2,388,1,NA,0,0,0
100-4-3,4,1,TEST,14,1,3,1,0,39747,1,382,1,NA,0,0,0
100-4-3,4,1,TEST,15,1,1,1,1,41301,1,314,1,NA,0,0,0
100-4-3,4,1,TEST,16,1,4,0,0,42466,2,365,1,NA,0,0,0
100-4-3,4,1,TEST,17,1,1,1,1,43823,1,308,1,NA,0,0,0
100-4-3,4,1,TEST,18,1,4,0,0,45266,2,350,1,NA,0,0,0
100-4-3,4,1,TEST,19,1,3,1,0,46572,1,339,1,NA,0,0,0
100-4-3,4,1,TEST,20,1,2,0,1,48128,2,377,1,NA,0,0,0
100-4-3,4,1,TEST,21,1,1,1,1,49696,1,383,1,NA,0,0,0
100-4-3,4,1,TEST,22,1,3,1,0,50995,1,522,1,NA,0,0,0
100-4-3,4,1,TEST,23,1,4,0,0,52733,2,384,1,NA,0,0,0
100-4-3,4,1,TEST,24,1,2,0,1,54012,2,422,1,NA,0,0,0
100-4-3,4,1,TEST,25,1,1,1,1,55296,1,350,1,NA,0,0,0
100-4-3,4,2,PRACTICE,-25,2,2,0,1,61096,NA,0,0,9,476,1,0
100-4-3,4,2,PRACTICE,-24,2,4,0,0,62420,NA,0,0,0,397,1,0
100-4-3,4,2,PRACTICE,-23,2,3,1,0,64056,NA,0,0,0,372,1,0
100-4-3,4,2,PRACTICE,-22,2,1,1,1,65307,NA,0,0,9,402,1,0
100-4-3,4,2,PRACTICE,-21,2,4,0,0,66805,NA,0,0,0,334,1,0
100-4-3,4,2,PRACTICE,-20,2,1,1,1,68261,NA,0,0,9,466,1,0
