subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
205-2-4,P,0,1,U,1,3854,3000,6861,7367,7368,902,<up>,<up>,1,1
205-2-4,P,0,-1,D,1,8287,2250,10544,11050,11050,467,<down>,<down>,1,1
205-2-4,P,0,-1,D,2,11547,1500,13056,13563,13563,441,<down>,<down>,1,1
205-2-4,P,0,-1,U,1,14033,2000,16039,16545,16546,539,<up>,<up>,1,1
205-2-4,P,0,1,D,1,17107,3500,20613,21120,21121,566,<down>,<down>,1,1
205-2-4,P,0,1,L,2,21712,1500,23217,23725,23725,635,<left>,<left>,1,1
205-2-4,P,0,1,L,1,24378,2750,27134,27642,27642,461,<left>,<left>,1,1
205-2-4,P,0,1,R,2,28133,2750,30889,31395,31396,597,<right>,<right>,1,1
205-2-4,P,0,1,R,1,34800,1750,36557,36763,36764,499,<right>,<right>,1,1
205-2-4,P,0,-1,U,2,37278,3000,40283,40489,40490,667,<up>,<up>,1,1
205-2-4,P,0,1,U,2,41174,1750,42931,43137,43138,701,<up>,<up>,1,1
205-2-4,P,0,1,L,1,43854,3000,46860,47066,47067,527,<left>,<left>,1,1
205-2-4,P,0,1,L,1,47607,2500,50113,50319,50319,493,<left>,<left>,1,1
205-2-4,P,0,1,U,2,50830,3000,53836,54043,54043,520,<up>,<up>,1,1
205-2-4,P,0,1,L,2,54594,2250,56850,57056,57057,518,<left>,<left>,1,1
205-2-4,P,0,-1,D,2,57593,3500,61099,61306,61306,552,<down>,<down>,1,1
205-2-4,T,1,1,D,2,63982,3500,67488,67694,67695,558,<down>,<down>,1,1
205-2-4,T,2,1,U,1,68274,2250,70531,70739,70739,554,<up>,<up>,1,1
205-2-4,T,3,1,R,1,71317,2000,73324,73530,73531,610,<right>,<right>,1,1
205-2-4,T,4,-1,R,1,74158,3000,77163,77369,77370,871,<right>,<right>,1,1
205-2-4,T,5,-1,U,1,78254,2500,80760,80966,80967,577,<up>,<up>,1,1
205-2-4,T,6,-1,R,2,81560,3250,84816,85025,85026,651,<right>,<right>,1,1
205-2-4,T,7,-1,R,2,85691,2000,87697,87906,87906,534,<right>,<right>,1,1
205-2-4,T,8,-1,L,1,88467,3500,91973,92179,92180,506,<left>,<left>,1,1
205-2-4,T,9,1,L,2,92702,2250,94958,95166,95166,643,<left>,<left>,1,1
205-2-4,T,10,1,L,1,95824,2750,98580,98787,98788,589,<left>,<left>,1,1
205-2-4,T,11,-1,U,1,99391,2750,102148,102354,102355,472,<up>,<up>,1,1
205-2-4,T,12,-1,U,1,102844,2000,104851,105057,105058,608,<up>,<up>,1,1
