subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
112-1-1,P,0,1,U,2,96092,2750,98846,99351,99351,1409,<up>,<up>,1,1
112-1-1,P,0,-1,D,2,100784,1500,102288,102792,102792,996,<down>,<down>,1,1
112-1-1,P,0,1,D,2,103813,2750,106568,107073,107074,646,<down>,<down>,1,1
112-1-1,P,0,1,D,2,107734,2000,109740,110245,110245,609,<down>,<down>,1,1
112-1-1,P,0,1,L,1,110875,2000,112879,113384,113384,650,<left>,<left>,1,1
112-1-1,P,0,1,R,1,114053,2500,116556,117061,117061,475,<right>,<right>,1,1
112-1-1,P,0,-1,U,2,117549,1750,119303,119806,119807,645,<up>,<up>,1,1
112-1-1,P,0,-1,L,2,120466,1500,121969,122474,122475,527,<left>,<left>,1,1
112-1-1,P,0,-1,L,1,135736,3000,138740,138943,138943,426,<left>,<left>,1,1
112-1-1,P,0,1,U,2,139388,2000,141392,141597,141598,485,<up>,<up>,1,1
112-1-1,P,0,1,U,2,142104,3000,145109,145314,145314,453,<up>,<up>,1,1
112-1-1,P,0,1,R,2,145783,1750,147536,147741,147741,553,<right>,<right>,1,1
112-1-1,P,0,1,D,2,148304,1500,149806,150010,150010,581,<down>,<down>,1,1
112-1-1,P,0,-1,L,2,150602,2250,152855,153058,153058,1020,<left>,<right>,0,1
112-1-1,P,0,1,D,2,154092,3000,157096,157300,157300,568,<down>,<down>,1,1
112-1-1,P,0,-1,R,2,157878,2250,160133,160340,160341,1370,<right>,<right>,1,1
112-1-1,T,1,-1,D,2,168874,1750,170628,170832,170833,621,<down>,<down>,1,1
112-1-1,T,2,-1,R,2,171468,3000,174471,174676,174677,466,<right>,<right>,1,1
112-1-1,T,3,-1,D,1,175160,3000,178164,178369,178369,576,<down>,<down>,1,1
112-1-1,T,4,1,U,1,178960,3250,182215,182420,182421,409,<up>,<up>,1,1
112-1-1,T,5,-1,U,1,182842,2500,185346,185550,185551,518,<up>,<up>,1,1
112-1-1,T,6,1,L,2,186080,2000,188084,188287,188287,620,<left>,<left>,1,1
112-1-1,T,7,1,L,2,188920,3250,192174,192378,192378,577,<left>,<left>,1,1
112-1-1,T,8,1,L,2,192970,2500,195475,195679,195679,503,<left>,<left>,1,1
112-1-1,T,9,1,U,2,196195,2000,198198,198403,198403,470,<up>,<up>,1,1
112-1-1,T,10,1,R,2,198883,3250,202137,202342,202343,523,<right>,<right>,1,1
112-1-1,T,11,-1,U,2,202882,2500,205385,205589,205590,565,<up>,<up>,1,1
112-1-1,T,12,-1,D,2,206171,3250,209426,209629,209630,622,<down>,<down>,1,1
