subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
203-4-2,4,1,PRACTICE,-25,1,4,0,0,10594,2,496,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-24,1,1,1,1,12169,1,401,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-23,1,3,1,0,13739,1,436,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-22,1,2,0,1,15230,2,335,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-21,1,4,0,0,16876,2,314,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-20,1,3,1,0,18087,1,324,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-19,1,1,1,1,19498,1,333,1,NA,0,0,0
203-4-2,4,1,PRACTICE,-18,1,2,0,1,20732,2,401,1,NA,0,0,0
203-4-2,4,1,TEST,1,1,2,0,1,21980,2,450,1,NA,0,0,0
203-4-2,4,1,TEST,2,1,1,1,1,23404,1,287,1,NA,0,0,0
203-4-2,4,1,TEST,3,1,4,0,0,24796,2,297,1,NA,0,0,0
203-4-2,4,1,TEST,4,1,3,1,0,26362,1,272,1,NA,0,0,0
203-4-2,4,1,TEST,5,1,2,0,1,27566,2,344,1,NA,0,0,0
203-4-2,4,1,TEST,6,1,4,0,0,29054,2,332,1,NA,0,0,0
203-4-2,4,1,TEST,7,1,1,1,1,30236,1,303,1,NA,0,0,0
203-4-2,4,1,TEST,8,1,3,1,0,31676,2,306,0,NA,0,0,0
203-4-2,4,1,TEST,9,1,2,0,1,33444,2,418,1,NA,0,0,0
203-4-2,4,1,TEST,10,1,1,1,1,34827,1,265,1,NA,0,0,0
203-4-2,4,1,TEST,11,1,3,1,0,36303,1,513,1,NA,0,0,0
203-4-2,4,1,TEST,12,1,4,0,0,37727,2,420,1,NA,0,0,0
203-4-2,4,1,TEST,13,1,1,1,1,39262,1,355,1,NA,0,0,0
203-4-2,4,1,TEST,14,1,2,0,1,40610,1,490,0,NA,0,0,0
203-4-2,4,1,TEST,15,1,3,1,0,42612,1,386,1,NA,0,0,0
203-4-2,4,1,TEST,16,1,4,0,0,43877,2,382,1,NA,0,0,0
203-4-2,4,1,TEST,17,1,2,0,1,45279,2,459,1,NA,0,0,0
203-4-2,4,1,TEST,18,1,3,1,0,46805,1,556,1,NA,0,0,0
203-4-2,4,1,TEST,19,1,1,1,1,48620,1,448,1,NA,0,0,0
203-4-2,4,1,TEST,20,1,4,0,0,50295,2,396,1,NA,0,0,0
203-4-2,4,1,TEST,21,1,2,0,1,51997,2,404,1,NA,0,0,0
203-4-2,4,1,TEST,22,1,4,0,0,53436,2,422,1,NA,0,0,0
203-4-2,4,1,TEST,23,1,3,1,0,54855,1,480,1,NA,0,0,0
203-4-2,4,1,TEST,24,1,1,1,1,56576,1,678,1,NA,0,0,0
203-4-2,4,1,TEST,25,1,2,0,1,58278,2,558,1,NA,0,0,0
203-4-2,4,2,PRACTICE,-25,2,3,1,0,63907,NA,0,0,0,415,1,0
203-4-2,4,2,PRACTICE,-24,2,4,0,0,65346,NA,0,0,0,330,1,0
203-4-2,4,2,PRACTICE,-23,2,2,0,1,66519,NA,0,0,9,350,1,0
203-4-2,4,2,PRACTICE,-22,2,1,1,1,68066,NA,0,0,9,393,1,0
203-4-2,4,2,PRACTICE,-21,2,3,1,0,69472,NA,0,0,0,330,1,0
203-4-2,4,2,PRACTICE,-20,2,1,1,1,71030,NA,0,0,9,329,1,0
203-4-2,4,2,PRACTICE,-19,2,4,0,0,72273,NA,0,0,0,357,1,0
203-4-2,4,2,PRACTICE,-18,2,2,0,1,73815,NA,0,0,9,310,1,0
203-4-2,4,2,TEST,1,2,4,0,0,75284,NA,0,0,0,358,1,0
203-4-2,4,2,TEST,2,2,2,0,1,76889,NA,0,0,9,369,1,0
203-4-2,4,2,TEST,3,2,3,1,0,78327,NA,0,0,0,453,1,0
203-4-2,4,2,TEST,4,2,1,1,1,79979,NA,0,0,9,296,1,0
203-4-2,4,2,TEST,5,2,3,1,0,81550,NA,0,0,0,292,1,0
203-4-2,4,2,TEST,6,2,1,1,1,83117,NA,0,0,9,303,1,0
203-4-2,4,2,TEST,7,2,4,0,0,84368,NA,0,0,0,346,1,0
203-4-2,4,2,TEST,8,2,2,0,1,85724,NA,0,0,9,320,1,0
203-4-2,4,2,TEST,9,2,3,1,0,87201,NA,0,0,0,309,1,0
203-4-2,4,2,TEST,10,2,1,1,1,88730,NA,0,0,9,318,1,0
203-4-2,4,2,TEST,11,2,2,0,1,90137,NA,0,0,9,499,1,0
203-4-2,4,2,TEST,12,2,4,0,0,91934,NA,0,0,0,354,1,0
203-4-2,4,2,TEST,13,2,3,1,0,93393,NA,0,0,0,394,1,0
203-4-2,4,2,TEST,14,2,1,1,1,94823,NA,0,0,9,384,1,0
203-4-2,4,2,TEST,15,2,4,0,0,96126,NA,0,0,0,367,1,0
203-4-2,4,2,TEST,16,2,2,0,1,97782,NA,0,0,9,350,1,0
203-4-2,4,2,TEST,17,2,4,0,0,99350,NA,0,0,0,289,1,0
203-4-2,4,2,TEST,18,2,2,0,1,100958,NA,0,0,9,304,1,0
203-4-2,4,2,TEST,19,2,3,1,0,102411,NA,0,0,0,290,1,0
203-4-2,4,2,TEST,20,2,1,1,1,103797,NA,0,0,9,357,1,0
203-4-2,4,2,TEST,21,2,4,0,0,105355,NA,0,0,0,274,1,0
203-4-2,4,2,TEST,22,2,2,0,1,106649,NA,0,0,9,344,1,0
203-4-2,4,2,TEST,23,2,3,1,0,107985,NA,0,0,0,334,1,0
203-4-2,4,2,TEST,24,2,1,1,1,109405,NA,0,0,9,290,1,0
203-4-2,4,2,TEST,25,2,2,0,1,110836,NA,0,0,9,403,1,0
203-4-2,4,3,PRACTICE,-25,3,2,0,1,116245,2,486,1,9,474,1,0
203-4-2,4,3,PRACTICE,-24,3,1,1,1,117623,1,466,1,9,476,1,0
203-4-2,4,3,PRACTICE,-23,3,3,1,0,118974,1,448,1,0,453,1,0
203-4-2,4,3,PRACTICE,-22,3,4,0,0,120657,2,444,1,0,448,1,0
203-4-2,4,3,PRACTICE,-21,3,1,1,1,122192,1,395,1,9,407,1,0
203-4-2,4,3,PRACTICE,-20,3,4,0,0,123672,2,413,1,0,365,1,0
203-4-2,4,3,PRACTICE,-19,3,2,0,1,125299,2,586,1,9,570,1,0
203-4-2,4,3,PRACTICE,-18,3,3,1,0,126782,1,312,1,0,316,1,0
203-4-2,4,3,TEST,1,3,2,0,1,128164,2,323,1,9,312,1,0
203-4-2,4,3,TEST,2,3,4,0,0,129470,2,479,1,0,533,1,0
203-4-2,4,3,TEST,3,3,1,1,1,130950,1,379,1,9,383,1,0
203-4-2,4,3,TEST,4,3,3,1,0,132532,1,468,1,0,464,1,0
203-4-2,4,3,TEST,5,3,1,1,1,134053,1,556,1,9,552,1,0
203-4-2,4,3,TEST,6,3,3,1,0,135567,2,455,0,0,435,1,0
203-4-2,4,3,TEST,7,3,2,0,1,137745,2,449,1,9,445,1,0
203-4-2,4,3,TEST,8,3,4,0,0,139209,2,439,1,0,452,1,0
203-4-2,4,3,TEST,9,3,2,0,1,140657,2,449,1,9,461,1,0
203-4-2,4,3,TEST,10,3,1,1,1,142028,1,513,1,9,507,1,0
203-4-2,4,3,TEST,11,3,3,1,0,143618,1,450,1,0,462,1,0
203-4-2,4,3,TEST,12,3,4,0,0,145182,2,356,1,9,382,0,0
203-4-2,4,3,TEST,13,3,3,1,0,146947,1,457,1,0,461,1,0
203-4-2,4,3,TEST,14,3,1,1,1,148400,1,436,1,0,442,0,0
203-4-2,4,3,TEST,15,3,4,0,0,150484,2,454,1,0,450,1,0
203-4-2,4,3,TEST,16,3,2,0,1,152125,2,478,1,9,474,1,0
203-4-2,4,3,TEST,17,3,1,1,1,153506,1,350,1,9,552,1,0
203-4-2,4,3,TEST,18,3,4,0,0,155271,2,536,1,0,528,1,0
203-4-2,4,3,TEST,19,3,3,1,0,156949,1,408,1,0,436,1,0
203-4-2,4,3,TEST,20,3,2,0,1,158715,2,374,1,9,368,1,0
203-4-2,4,3,TEST,21,3,4,0,0,160038,2,501,1,0,546,1,0
203-4-2,4,3,TEST,22,3,1,1,1,161553,1,448,1,9,444,1,0
203-4-2,4,3,TEST,23,3,3,1,0,163186,1,438,1,0,442,1,0
203-4-2,4,3,TEST,24,3,2,0,1,164949,2,430,1,9,410,1,0
203-4-2,4,3,TEST,25,3,1,1,1,166397,1,478,1,9,440,1,0
