subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
112-3-3,4,1,PRACTICE,-25,1,4,0,0,5926,2,442,1,NA,0,0,0
112-3-3,4,1,PRACTICE,-24,1,2,0,1,7452,2,323,1,NA,0,0,0
112-3-3,4,1,PRACTICE,-23,1,1,1,1,8632,1,377,1,NA,0,0,0
112-3-3,4,1,PRACTICE,-22,1,3,1,0,9917,1,318,1,NA,0,0,0
112-3-3,4,1,PRACTICE,-21,1,3,1,0,11298,1,279,1,NA,0,0,0
112-3-3,4,1,PRACTICE,-20,1,4,0,0,12700,2,307,1,NA,0,0,0
112-3-3,4,1,PRACTICE,-19,1,2,0,1,14223,1,258,0,NA,0,0,0
112-3-3,4,1,PRACTICE,-18,1,1,1,1,16304,1,356,1,NA,0,0,0
112-3-3,4,1,TEST,1,1,3,1,0,17629,1,316,1,NA,0,0,0
112-3-3,4,1,TEST,2,1,2,0,1,18937,2,310,1,NA,0,0,0
112-3-3,4,1,TEST,3,1,1,1,1,20427,1,347,1,NA,0,0,0
112-3-3,4,1,TEST,4,1,4,0,0,21911,2,336,1,NA,0,0,0
112-3-3,4,1,TEST,5,1,1,1,1,23190,1,353,1,NA,0,0,0
112-3-3,4,1,TEST,6,1,2,0,1,24577,2,321,1,NA,0,0,0
112-3-3,4,1,TEST,7,1,3,1,0,26002,1,329,1,NA,0,0,0
112-3-3,4,1,TEST,8,1,4,0,0,27316,2,341,1,NA,0,0,0
112-3-3,4,1,TEST,9,1,3,1,0,28572,1,298,1,NA,0,0,0
112-3-3,4,1,TEST,10,1,1,1,1,30013,1,374,1,NA,0,0,0
112-3-3,4,1,TEST,11,1,2,0,1,31338,2,422,1,NA,0,0,0
112-3-3,4,1,TEST,12,1,4,0,0,32948,2,356,1,NA,0,0,0
112-3-3,4,1,TEST,13,1,3,1,0,34154,1,320,1,NA,0,0,0
112-3-3,4,1,TEST,14,1,4,0,0,35401,2,345,1,NA,0,0,0
112-3-3,4,1,TEST,15,1,2,0,1,36893,2,313,1,NA,0,0,0
112-3-3,4,1,TEST,16,1,1,1,1,38170,1,346,1,NA,0,0,0
112-3-3,4,1,TEST,17,1,4,0,0,39399,2,345,1,NA,0,0,0
112-3-3,4,1,TEST,18,1,2,0,1,40596,2,326,1,NA,0,0,0
112-3-3,4,1,TEST,19,1,1,1,1,41890,1,320,1,NA,0,0,0
112-3-3,4,1,TEST,20,1,3,1,0,43463,1,342,1,NA,0,0,0
112-3-3,4,1,TEST,21,1,2,0,1,45006,2,300,1,NA,0,0,0
112-3-3,4,1,TEST,22,1,4,0,0,46454,2,338,1,NA,0,0,0
112-3-3,4,1,TEST,23,1,3,1,0,47900,1,337,1,NA,0,0,0
112-3-3,4,1,TEST,24,1,1,1,1,49283,1,320,1,NA,0,0,0
112-3-3,4,1,TEST,25,1,2,0,1,50898,2,326,1,NA,0,0,0
112-3-3,4,2,PRACTICE,-25,2,1,1,1,55561,NA,0,0,9,357,1,0
112-3-3,4,2,PRACTICE,-24,2,4,0,0,56810,NA,0,0,0,319,1,0
112-3-3,4,2,PRACTICE,-23,2,3,1,0,58158,NA,0,0,0,378,1,0
112-3-3,4,2,PRACTICE,-22,2,2,0,1,59609,NA,0,0,9,404,1,0
112-3-3,4,2,PRACTICE,-21,2,2,0,1,60885,NA,0,0,9,332,1,0
112-3-3,4,2,PRACTICE,-20,2,3,1,0,62234,NA,0,0,0,280,1,0
112-3-3,4,2,PRACTICE,-19,2,4,0,0,63734,NA,0,0,0,295,1,0
112-3-3,4,2,PRACTICE,-18,2,1,1,1,65172,NA,0,0,0,295,0,0
112-3-3,4,2,TEST,1,2,3,1,0,67156,NA,0,0,0,382,1,0
112-3-3,4,2,TEST,2,2,4,0,0,68693,NA,0,0,0,353,1,0
112-3-3,4,2,TEST,3,2,1,1,1,70083,NA,0,0,9,339,1,0
112-3-3,4,2,TEST,4,2,2,0,1,71505,NA,0,0,9,316,1,0
112-3-3,4,2,TEST,5,2,1,1,1,72852,NA,0,0,9,325,1,0
112-3-3,4,2,TEST,6,2,4,0,0,74319,NA,0,0,0,327,1,0
112-3-3,4,2,TEST,7,2,2,0,1,75690,NA,0,0,9,363,1,0
112-3-3,4,2,TEST,8,2,3,1,0,77253,NA,0,0,9,311,0,0
112-3-3,4,2,TEST,9,2,2,0,1,79363,NA,0,0,9,359,1,0
112-3-3,4,2,TEST,10,2,3,1,0,80811,NA,0,0,0,381,1,0
112-3-3,4,2,TEST,11,2,4,0,0,82395,NA,0,0,0,339,1,0
112-3-3,4,2,TEST,12,2,1,1,1,83651,NA,0,0,9,354,1,0
112-3-3,4,2,TEST,13,2,4,0,0,84873,NA,0,0,0,362,1,0
112-3-3,4,2,TEST,14,2,3,1,0,86344,NA,0,0,0,341,1,0
112-3-3,4,2,TEST,15,2,1,1,1,87926,NA,0,0,9,288,1,0
112-3-3,4,2,TEST,16,2,2,0,1,89363,NA,0,0,9,305,1,0
112-3-3,4,2,TEST,17,2,1,1,1,90793,NA,0,0,9,308,1,0
112-3-3,4,2,TEST,18,2,3,1,0,92082,NA,0,0,0,344,1,0
112-3-3,4,2,TEST,19,2,2,0,1,93662,NA,0,0,9,320,1,0
112-3-3,4,2,TEST,20,2,4,0,0,95202,NA,0,0,0,312,1,0
112-3-3,4,2,TEST,21,2,3,1,0,96667,NA,0,0,0,358,1,0
112-3-3,4,2,TEST,22,2,1,1,1,97981,NA,0,0,9,331,1,0
112-3-3,4,2,TEST,23,2,4,0,0,99524,NA,0,0,0,290,1,0
112-3-3,4,2,TEST,24,2,2,0,1,100720,NA,0,0,9,326,1,0
112-3-3,4,2,TEST,25,2,3,1,0,102360,NA,0,0,0,271,1,0
112-3-3,4,3,PRACTICE,-25,3,2,0,1,109093,2,462,1,9,466,1,0
112-3-3,4,3,PRACTICE,-24,3,3,1,0,110527,1,353,1,0,357,1,0
112-3-3,4,3,PRACTICE,-23,3,1,1,1,112092,1,367,1,9,362,1,0
112-3-3,4,3,PRACTICE,-22,3,4,0,0,113433,2,368,1,0,361,1,0
112-3-3,4,3,PRACTICE,-21,3,3,1,0,114726,1,406,1,0,409,1,0
112-3-3,4,3,PRACTICE,-20,3,2,0,1,116425,2,420,1,9,412,1,0
112-3-3,4,3,PRACTICE,-19,3,1,1,1,118162,1,408,1,9,405,1,0
112-3-3,4,3,PRACTICE,-18,3,4,0,0,119583,2,392,1,0,400,1,0
112-3-3,4,3,TEST,1,3,4,0,0,120979,2,558,1,0,554,1,0
