subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
108-4-1,4,1,PRACTICE,-25,1,1,1,1,9247,1,781,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-24,1,3,1,0,10951,1,450,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-23,1,4,0,0,12703,2,505,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-22,1,2,0,1,14088,2,598,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-21,1,4,0,0,15553,2,452,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-20,1,1,1,1,16884,1,437,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-19,1,2,0,1,18574,2,541,1,NA,0,0,0
108-4-1,4,1,PRACTICE,-18,1,3,1,0,20284,1,448,1,NA,0,0,0
108-4-1,4,1,TEST,1,1,3,1,0,21984,1,511,1,NA,0,0,0
108-4-1,4,1,TEST,2,1,4,0,0,23400,2,474,1,NA,0,0,0
108-4-1,4,1,TEST,3,1,1,1,1,24768,1,483,1,NA,0,0,0
108-4-1,4,1,TEST,4,1,2,0,1,26153,2,521,1,NA,0,0,0
108-4-1,4,1,TEST,5,1,1,1,1,27826,1,395,1,NA,0,0,0
108-4-1,4,1,TEST,6,1,4,0,0,29361,2,444,1,NA,0,0,0
108-4-1,4,1,TEST,7,1,3,1,0,30856,1,370,1,NA,0,0,0
108-4-1,4,1,TEST,8,1,2,0,1,32265,2,389,1,NA,0,0,0
108-4-1,4,1,TEST,9,1,4,0,0,33845,2,504,1,NA,0,0,0
108-4-1,4,1,TEST,10,1,1,1,1,35370,1,471,1,NA,0,0,0
108-4-1,4,1,TEST,11,1,3,1,0,36812,1,474,1,NA,0,0,0
108-4-1,4,1,TEST,12,1,2,0,1,38381,2,393,1,NA,0,0,0
108-4-1,4,1,TEST,13,1,1,1,1,39957,1,415,1,NA,0,0,0
108-4-1,4,1,TEST,14,1,2,0,1,41605,2,477,1,NA,0,0,0
108-4-1,4,1,TEST,15,1,3,1,0,43384,1,505,1,NA,0,0,0
108-4-1,4,1,TEST,16,1,4,0,0,45029,2,432,1,NA,0,0,0
108-4-1,4,1,TEST,17,1,3,1,0,46659,1,419,1,NA,0,0,0
108-4-1,4,1,TEST,18,1,2,0,1,48055,2,437,1,NA,0,0,0
108-4-1,4,1,TEST,19,1,4,0,0,49518,2,446,1,NA,0,0,0
108-4-1,4,1,TEST,20,1,1,1,1,51168,1,344,1,NA,0,0,0
108-4-1,4,1,TEST,21,1,3,1,0,52442,1,409,1,NA,0,0,0
108-4-1,4,1,TEST,22,1,2,0,1,53915,2,576,1,NA,0,0,0
108-4-1,4,1,TEST,23,1,4,0,0,55698,2,515,1,NA,0,0,0
108-4-1,4,1,TEST,24,1,1,1,1,57127,1,445,1,NA,0,0,0
108-4-1,4,1,TEST,25,1,2,0,1,58895,2,436,1,NA,0,0,0
108-4-1,4,2,PRACTICE,-25,2,2,0,1,64378,NA,0,0,9,502,1,0
108-4-1,4,2,PRACTICE,-24,2,4,0,0,65793,NA,0,0,0,380,1,0
108-4-1,4,2,PRACTICE,-23,2,3,1,0,67352,NA,0,0,0,394,1,0
108-4-1,4,2,PRACTICE,-22,2,1,1,1,68637,NA,0,0,9,410,1,0
108-4-1,4,2,PRACTICE,-21,2,3,1,0,70326,NA,0,0,0,392,1,0
108-4-1,4,2,PRACTICE,-20,2,4,0,0,71846,NA,0,0,0,316,1,0
108-4-1,4,2,PRACTICE,-19,2,1,1,1,73229,NA,0,0,9,380,1,0
108-4-1,4,2,PRACTICE,-18,2,2,0,1,74572,NA,0,0,9,448,1,0
108-4-1,4,2,TEST,1,2,2,0,1,75877,NA,0,0,9,410,1,0
108-4-1,4,2,TEST,2,2,4,0,0,77294,NA,0,0,0,430,1,0
108-4-1,4,2,TEST,3,2,1,1,1,78831,NA,0,0,9,450,1,0
108-4-1,4,2,TEST,4,2,3,1,0,80587,NA,0,0,0,379,1,0
108-4-1,4,2,TEST,5,2,2,0,1,81990,NA,0,0,9,460,1,0
108-4-1,4,2,TEST,6,2,1,1,1,83632,NA,0,0,9,373,1,0
108-4-1,4,2,TEST,7,2,3,1,0,85253,NA,0,0,0,434,1,0
108-4-1,4,2,TEST,8,2,4,0,0,86953,NA,0,0,0,534,1,0
108-4-1,4,2,TEST,9,2,1,1,1,88444,NA,0,0,9,569,1,0
108-4-1,4,2,TEST,10,2,3,1,0,90219,NA,0,0,0,542,1,0
108-4-1,4,2,TEST,11,2,2,0,1,91648,NA,0,0,9,486,1,0
108-4-1,4,2,TEST,12,2,4,0,0,93333,NA,0,0,0,434,1,0
108-4-1,4,2,TEST,13,2,2,0,1,94820,NA,0,0,9,460,1,0
108-4-1,4,2,TEST,14,2,1,1,1,96546,NA,0,0,9,448,1,0
108-4-1,4,2,TEST,15,2,4,0,0,98013,NA,0,0,0,396,1,0
108-4-1,4,2,TEST,16,2,3,1,0,99650,NA,0,0,0,475,1,0
108-4-1,4,2,TEST,17,2,4,0,0,101015,NA,0,0,0,368,1,0
108-4-1,4,2,TEST,18,2,2,0,1,102314,NA,0,0,9,480,1,0
