subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
202-1-1,P,0,1,D,2,125204,2000,127210,127715,127716,1804,<down>,<down>,1,1
202-1-1,P,0,-1,R,2,129544,3250,132800,133306,133307,713,<right>,<right>,1,1
202-1-1,P,0,-1,D,2,134048,3250,137303,137810,137810,742,<down>,<down>,1,1
202-1-1,P,0,-1,D,2,138578,2750,141334,141839,141840,646,<down>,<down>,1,1
202-1-1,P,0,1,U,1,142509,3250,145764,146270,146271,680,<up>,<up>,1,1
202-1-1,P,0,-1,U,1,146974,2000,148979,149484,149485,692,<up>,<up>,1,1
202-1-1,P,0,-1,R,2,150200,3000,153204,153710,153710,482,<right>,<left>,0,1
202-1-1,P,0,-1,R,2,154215,3500,157719,158224,158225,432,<right>,<right>,1,1
202-1-1,P,0,-1,U,2,172007,3000,175011,175218,175219,523,<up>,<down>,0,1
202-1-1,P,0,-1,R,2,175768,2500,178274,178481,178482,616,<right>,<right>,1,1
202-1-1,P,0,1,U,1,179120,2250,181375,181580,181581,548,<up>,<up>,1,1
202-1-1,P,0,1,R,2,182155,3500,185660,185866,185867,844,<right>,<right>,1,1
202-1-1,P,0,1,D,1,186736,2250,188990,189195,189196,643,<down>,<down>,1,1
202-1-1,P,0,1,U,1,189865,2000,191869,192074,192075,549,<up>,<up>,1,1
202-1-1,P,0,-1,L,2,192648,2750,195403,195610,195610,429,<left>,<right>,0,1
202-1-1,P,0,-1,L,1,196063,2250,198317,198523,198523,1019,<left>,<left>,1,1
202-1-1,T,1,1,U,2,205289,3250,208544,208750,208750,2056,<up>,<up>,1,1
202-1-1,T,2,1,R,1,210829,2750,213583,213790,213791,709,<right>,<right>,1,1
202-1-1,T,3,1,L,2,214523,2500,217029,217236,217236,796,<left>,<right>,0,1
202-1-1,T,4,1,L,2,218055,1500,219560,219765,219766,723,<left>,<right>,0,1
202-1-1,T,5,-1,D,1,220514,3000,223520,223727,223727,84,<down>,<right>,0,0
202-1-1,T,6,1,R,1,223833,2500,226338,226543,226544,567,<right>,<right>,1,1
202-1-1,T,7,-1,D,2,227133,2000,229139,229346,229346,730,<down>,<down>,1,1
202-1-1,T,8,-1,R,2,230103,3250,233358,233564,233564,723,<right>,<left>,0,1
202-1-1,T,9,-1,U,2,234313,1500,235818,236024,236025,945,<up>,<up>,1,1
202-1-1,T,10,-1,L,2,236995,2000,238999,239204,239205,947,<left>,<left>,1,1
202-1-1,T,11,-1,U,2,240177,3250,243433,243640,243640,1269,<up>,<down>,0,1
202-1-1,T,12,1,U,2,244936,1750,246691,246896,246897,869,<up>,<up>,1,1
202-1-1,T,13,1,D,2,247789,3000,250795,251002,251003,929,<down>,<down>,1,1
202-1-1,T,14,-1,U,1,251958,3250,255212,255417,255418,696,<up>,<up>,1,1
202-1-1,T,15,1,L,1,256140,1500,257645,257852,257852,656,<left>,<left>,1,1
202-1-1,T,16,-1,U,2,258531,1750,260286,260493,260494,622,<up>,<up>,1,1
202-1-1,T,17,-1,L,1,261138,2750,263892,264098,264098,635,<left>,<left>,1,1
202-1-1,T,18,-1,U,1,264755,1750,266510,266716,266716,532,<up>,<up>,1,1
202-1-1,T,19,-1,L,2,267274,1500,268779,268986,268987,651,<left>,<left>,1,1
202-1-1,T,20,-1,R,2,269660,2000,271665,271872,271872,542,<right>,<right>,1,1
202-1-1,T,21,-1,D,1,272439,2500,274945,275150,275151,609,<down>,<down>,1,1
202-1-1,T,22,1,L,1,275786,3000,278791,278996,278997,699,<left>,<left>,1,1
202-1-1,T,23,1,D,1,279718,3250,282973,283178,283179,629,<down>,<down>,1,1
202-1-1,T,24,1,R,1,283831,2250,286086,286292,286292,506,<right>,<right>,1,1
202-1-1,T,25,-1,U,2,286823,3000,289828,290035,290035,972,<up>,<down>,0,1
202-1-1,T,26,-1,D,2,291034,3000,294039,294245,294246,642,<down>,<down>,1,1
