subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
100-3-3,4,1,PRACTICE,-25,1,4,0,0,9236,2,463,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-24,1,1,1,1,10545,1,630,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-23,1,3,1,0,12417,1,456,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-22,1,2,0,1,13925,2,642,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-21,1,3,1,0,15804,1,518,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-20,1,2,0,1,17553,2,583,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-19,1,1,1,1,19270,1,372,1,NA,0,0,0
100-3-3,4,1,PRACTICE,-18,1,4,0,0,20570,2,391,1,NA,0,0,0
100-3-3,4,1,TEST,1,1,3,1,0,22261,1,345,1,NA,0,0,0
100-3-3,4,1,TEST,2,1,2,0,1,23591,2,508,1,NA,0,0,0
100-3-3,4,1,TEST,3,1,1,1,1,25250,1,380,1,NA,0,0,0
100-3-3,4,1,TEST,4,1,4,0,0,26532,2,457,1,NA,0,0,0
100-3-3,4,1,TEST,5,1,1,1,1,27918,1,409,1,NA,0,0,0
100-3-3,4,1,TEST,6,1,2,0,1,29444,2,422,1,NA,0,0,0
100-3-3,4,1,TEST,7,1,3,1,0,30989,1,412,1,NA,0,0,0
100-3-3,4,1,TEST,8,1,4,0,0,32370,2,431,1,NA,0,0,0
100-3-3,4,1,TEST,9,1,2,0,1,33693,2,466,1,NA,0,0,0
100-3-3,4,1,TEST,10,1,1,1,1,35017,1,415,1,NA,0,0,0
100-3-3,4,1,TEST,11,1,3,1,0,36567,1,426,1,NA,0,0,0
100-3-3,4,1,TEST,12,1,4,0,0,37972,2,443,1,NA,0,0,0
100-3-3,4,1,TEST,13,1,1,1,1,39517,1,432,1,NA,0,0,0
100-3-3,4,1,TEST,14,1,3,1,0,40793,1,564,1,NA,0,0,0
100-3-3,4,1,TEST,15,1,2,0,1,42659,2,459,1,NA,0,0,0
100-3-3,4,1,TEST,16,1,4,0,0,44225,2,423,1,NA,0,0,0
100-3-3,4,1,TEST,17,1,3,1,0,45907,1,375,1,NA,0,0,0
100-3-3,4,1,TEST,18,1,1,1,1,47347,1,411,1,NA,0,0,0
100-3-3,4,1,TEST,19,1,2,0,1,48952,2,390,1,NA,0,0,0
100-3-3,4,1,TEST,20,1,4,0,0,50191,2,413,1,NA,0,0,0
100-3-3,4,1,TEST,21,1,2,0,1,51521,2,385,1,NA,0,0,0
100-3-3,4,1,TEST,22,1,1,1,1,52849,1,374,1,NA,0,0,0
100-3-3,4,1,TEST,23,1,3,1,0,54261,2,370,0,NA,0,0,0
100-3-3,4,1,TEST,24,1,4,0,0,56460,2,429,1,NA,0,0,0
100-3-3,4,1,TEST,25,1,1,1,1,58039,1,400,1,NA,0,0,0
100-3-3,4,2,PRACTICE,-25,2,4,0,0,63482,NA,0,0,0,440,1,0
100-3-3,4,2,PRACTICE,-24,2,3,1,0,65073,NA,0,0,9,388,0,0
100-3-3,4,2,PRACTICE,-23,2,1,1,1,66898,NA,0,0,9,471,1,0
100-3-3,4,2,PRACTICE,-22,2,2,0,1,68472,NA,0,0,9,464,1,0
100-3-3,4,2,PRACTICE,-21,2,2,0,1,70223,NA,0,0,9,456,1,0
100-3-3,4,2,PRACTICE,-20,2,4,0,0,71917,NA,0,0,0,370,1,0
100-3-3,4,2,PRACTICE,-19,2,3,1,0,73241,NA,0,0,0,446,1,0
100-3-3,4,2,PRACTICE,-18,2,1,1,1,74756,NA,0,0,9,406,1,0
100-3-3,4,2,TEST,1,2,4,0,0,76410,NA,0,0,0,404,1,0
100-3-3,4,2,TEST,2,2,3,1,0,77780,NA,0,0,0,418,1,0
100-3-3,4,2,TEST,3,2,2,0,1,79526,NA,0,0,9,424,1,0
100-3-3,4,2,TEST,4,2,1,1,1,81137,NA,0,0,9,367,1,0
100-3-3,4,2,TEST,5,2,4,0,0,82577,NA,0,0,0,405,1,0
100-3-3,4,2,TEST,6,2,2,0,1,84299,NA,0,0,9,382,1,0
100-3-3,4,2,TEST,7,2,3,1,0,85925,NA,0,0,0,380,1,0
100-3-3,4,2,TEST,8,2,1,1,1,87475,NA,0,0,9,409,1,0
100-3-3,4,2,TEST,9,2,3,1,0,88939,NA,0,0,0,399,1,0
100-3-3,4,2,TEST,10,2,2,0,1,90650,NA,0,0,9,408,1,0
100-3-3,4,2,TEST,11,2,1,1,1,92286,NA,0,0,9,459,1,0
100-3-3,4,2,TEST,12,2,4,0,0,93683,NA,0,0,0,408,1,0
100-3-3,4,2,TEST,13,2,2,0,1,95185,NA,0,0,9,391,1,0
100-3-3,4,2,TEST,14,2,3,1,0,96631,NA,0,0,0,416,1,0
100-3-3,4,2,TEST,15,2,1,1,1,98320,NA,0,0,9,375,1,0
100-3-3,4,2,TEST,16,2,4,0,0,99611,NA,0,0,0,388,1,0
100-3-3,4,2,TEST,17,2,1,1,1,101045,NA,0,0,9,374,1,0
100-3-3,4,2,TEST,18,2,4,0,0,102723,NA,0,0,0,333,1,0
100-3-3,4,2,TEST,19,2,2,0,1,103968,NA,0,0,9,432,1,0
100-3-3,4,2,TEST,20,2,3,1,0,105662,NA,0,0,0,380,1,0
100-3-3,4,2,TEST,21,2,4,0,0,106966,NA,0,0,0,376,1,0
100-3-3,4,2,TEST,22,2,2,0,1,108204,NA,0,0,9,400,1,0
100-3-3,4,2,TEST,23,2,1,1,1,109533,NA,0,0,9,408,1,0
100-3-3,4,2,TEST,24,2,3,1,0,110790,NA,0,0,0,348,1,0
100-3-3,4,2,TEST,25,2,2,0,1,112326,NA,0,0,9,433,1,0
100-3-3,4,3,PRACTICE,-25,3,2,0,1,118045,2,488,1,9,493,1,0
100-3-3,4,3,PRACTICE,-24,3,4,0,0,119545,2,447,1,0,455,1,0
100-3-3,4,3,PRACTICE,-23,3,1,1,1,121062,1,522,1,9,534,1,0
100-3-3,4,3,PRACTICE,-22,3,3,1,0,122572,1,788,1,0,794,1,0
100-3-3,4,3,PRACTICE,-21,3,2,0,1,124628,2,524,1,9,536,1,0
100-3-3,4,3,PRACTICE,-20,3,3,1,0,126407,1,504,1,0,512,1,0
100-3-3,4,3,PRACTICE,-19,3,1,1,1,128137,1,423,1,9,427,1,0
100-3-3,4,3,PRACTICE,-18,3,4,0,0,129605,2,445,1,0,456,1,0
100-3-3,4,3,TEST,1,3,1,1,1,131150,1,403,1,9,406,1,0
100-3-3,4,3,TEST,2,3,2,0,1,132537,2,492,1,9,496,1,0
100-3-3,4,3,TEST,3,3,4,0,0,134308,2,431,1,0,435,1,0
100-3-3,4,3,TEST,4,3,3,1,0,135674,1,480,1,0,474,1,0
100-3-3,4,3,TEST,5,3,4,0,0,137360,2,446,1,0,434,1,0
100-3-3,4,3,TEST,6,3,1,1,1,139064,1,470,1,9,464,1,0
100-3-3,4,3,TEST,7,3,3,1,0,140468,1,674,1,0,677,1,0
100-3-3,4,3,TEST,8,3,2,0,1,142402,2,613,1,9,604,1,0
100-3-3,4,3,TEST,9,3,1,1,1,143974,1,461,1,9,455,1,0
100-3-3,4,3,TEST,10,3,3,1,0,145363,1,616,1,0,606,1,0
100-3-3,4,3,TEST,11,3,4,0,0,147317,2,465,1,0,481,1,0
100-3-3,4,3,TEST,12,3,2,0,1,149103,2,555,1,9,559,1,0
100-3-3,4,3,TEST,13,3,1,1,1,150762,1,484,1,9,487,1,0
100-3-3,4,3,TEST,14,3,4,0,0,152341,2,400,1,0,426,1,0
100-3-3,4,3,TEST,15,3,2,0,1,154036,2,497,1,9,501,1,0
100-3-3,4,3,TEST,16,3,3,1,0,155759,1,439,1,0,447,1,0
100-3-3,4,3,TEST,17,3,4,0,0,157058,2,471,1,0,491,1,0
100-3-3,4,3,TEST,18,3,1,1,1,158888,1,444,1,9,440,1,0
100-3-3,4,3,TEST,19,3,3,1,0,160291,2,557,0,0,561,1,0
100-3-3,4,3,TEST,20,3,2,0,1,162347,2,540,1,9,536,1,0
100-3-3,4,3,TEST,21,3,4,0,0,163922,2,476,1,0,472,1,0
100-3-3,4,3,TEST,22,3,2,0,1,165520,2,534,1,9,530,1,0
100-3-3,4,3,TEST,23,3,1,1,1,167172,1,731,1,9,711,1,0
100-3-3,4,3,TEST,24,3,3,1,0,169009,1,711,1,0,715,1,0
100-3-3,4,3,TEST,25,3,1,1,1,170910,1,543,1,9,550,1,0
