subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
204-1-2,P,0,-1,R,1,3351,2250,5606,6113,6113,542,<right>,<right>,1,1
204-1-2,P,0,1,R,2,6674,3250,9927,10432,10433,431,<right>,<right>,1,1
204-1-2,P,0,1,R,1,10887,3250,14143,14649,14649,394,<right>,<right>,1,1
204-1-2,P,0,1,D,1,15065,2750,17819,18326,18326,648,<down>,<down>,1,1
204-1-2,P,0,1,D,2,18989,2500,21494,21999,22000,695,<down>,<down>,1,1
204-1-2,P,0,-1,U,2,22709,1750,24463,24968,24968,448,<up>,<up>,1,1
204-1-2,P,0,-1,L,2,25438,2000,27442,27947,27947,400,<left>,<right>,0,1
204-1-2,P,0,-1,U,1,28370,3500,31875,32380,32381,441,<up>,<up>,1,1
204-1-2,P,0,1,U,1,38438,2000,40444,40651,40651,420,<up>,<up>,1,1
204-1-2,P,0,-1,U,1,41084,2000,43089,43296,43296,333,<up>,<up>,1,1
204-1-2,P,0,1,U,2,43647,1500,45152,45357,45357,636,<up>,<up>,1,1
204-1-2,P,0,1,U,2,46009,1500,47514,47721,47721,642,<up>,<up>,1,1
204-1-2,P,0,1,R,1,48376,2250,50631,50838,50839,429,<right>,<right>,1,1
204-1-2,P,0,1,U,1,51278,3000,54282,54490,54490,474,<up>,<up>,1,1
204-1-2,P,0,-1,R,2,54983,3500,58488,58695,58696,630,<right>,<right>,1,1
204-1-2,P,0,1,U,1,59336,1500,60841,61048,61048,427,<up>,<up>,1,1
204-1-2,T,1,1,D,2,64496,1750,66251,66458,66458,434,<down>,<up>,0,1
204-1-2,T,2,1,L,1,66908,2500,69413,69620,69620,523,<left>,<left>,1,1
204-1-2,T,3,1,L,1,70158,2250,72414,72619,72619,502,<left>,<left>,1,1
204-1-2,T,4,1,L,1,73135,3250,76391,76597,76597,406,<left>,<left>,1,1
204-1-2,T,5,1,D,2,77021,3250,80276,80483,80483,944,<down>,<down>,1,1
204-1-2,T,6,-1,D,1,81442,2250,83696,83903,83903,606,<down>,<down>,1,1
204-1-2,T,7,-1,R,2,84525,2750,87279,87484,87485,630,<right>,<right>,1,1
204-1-2,T,8,-1,L,2,88134,3250,91389,91596,91596,558,<left>,<left>,1,1
204-1-2,T,9,-1,R,2,92173,2500,94677,94885,94885,594,<right>,<right>,1,1
204-1-2,T,10,1,U,1,95496,3250,98751,98956,98957,463,<up>,<up>,1,1
204-1-2,T,11,-1,L,2,99434,2500,101940,102147,102147,471,<left>,<left>,1,1
