subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
202-3-3,4,1,PRACTICE,-25,1,2,0,1,8452,2,558,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-24,1,4,0,0,9923,2,482,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-23,1,3,1,0,11604,1,402,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-22,1,1,1,1,13262,1,388,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-21,1,4,0,0,14908,2,451,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-20,1,1,1,1,16620,1,336,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-19,1,2,0,1,17880,2,332,1,NA,0,0,0
202-3-3,4,1,PRACTICE,-18,1,3,1,0,19200,1,400,1,NA,0,0,0
202-3-3,4,1,TEST,1,1,4,0,0,20695,2,310,1,NA,0,0,0
202-3-3,4,1,TEST,2,1,2,0,1,22335,2,425,1,NA,0,0,0
202-3-3,4,1,TEST,3,1,3,1,0,23698,1,415,1,NA,0,0,0
202-3-3,4,1,TEST,4,1,1,1,1,25174,1,371,1,NA,0,0,0
202-3-3,4,1,TEST,5,1,2,0,1,26509,2,478,1,NA,0,0,0
202-3-3,4,1,TEST,6,1,1,1,1,28201,1,416,1,NA,0,0,0
202-3-3,4,1,TEST,7,1,4,0,0,29597,2,373,1,NA,0,0,0
202-3-3,4,1,TEST,8,1,3,1,0,31173,1,339,1,NA,0,0,0
202-3-3,4,1,TEST,9,1,1,1,1,32538,2,309,0,NA,0,0,0
202-3-3,4,1,TEST,10,1,2,0,1,34509,2,467,1,NA,0,0,0
202-3-3,4,1,TEST,11,1,4,0,0,35953,2,518,1,NA,0,0,0
202-3-3,4,1,TEST,12,1,3,1,0,37530,1,408,1,NA,0,0,0
202-3-3,4,1,TEST,13,1,2,0,1,38805,2,395,1,NA,0,0,0
202-3-3,4,1,TEST,14,1,4,0,0,40277,2,463,1,NA,0,0,0
202-3-3,4,1,TEST,15,1,1,1,1,41625,1,447,1,NA,0,0,0
202-3-3,4,1,TEST,16,1,3,1,0,42990,1,483,1,NA,0,0,0
202-3-3,4,1,TEST,17,1,1,1,1,44362,1,437,1,NA,0,0,0
202-3-3,4,1,TEST,18,1,3,1,0,46029,1,372,1,NA,0,0,0
202-3-3,4,1,TEST,19,1,4,0,0,47643,2,411,1,NA,0,0,0
202-3-3,4,1,TEST,20,1,2,0,1,48940,2,474,1,NA,0,0,0
202-3-3,4,1,TEST,21,1,1,1,1,50730,1,433,1,NA,0,0,0
202-3-3,4,1,TEST,22,1,3,1,0,52201,1,489,1,NA,0,0,0
202-3-3,4,1,TEST,23,1,4,0,0,53538,2,553,1,NA,0,0,0
202-3-3,4,1,TEST,24,1,2,0,1,55290,2,465,1,NA,0,0,0
202-3-3,4,1,TEST,25,1,1,1,1,56631,1,367,1,NA,0,0,0
202-3-3,4,2,PRACTICE,-25,2,2,0,1,62018,NA,0,0,9,487,1,0
202-3-3,4,2,PRACTICE,-24,2,3,1,0,63476,NA,0,0,0,312,1,0
202-3-3,4,2,PRACTICE,-23,2,4,0,0,64871,NA,0,0,0,373,1,0
202-3-3,4,2,PRACTICE,-22,2,1,1,1,66253,NA,0,0,9,310,1,0
202-3-3,4,2,PRACTICE,-21,2,2,0,1,67612,NA,0,0,9,358,1,0
202-3-3,4,2,PRACTICE,-20,2,4,0,0,68832,NA,0,0,0,360,1,0
202-3-3,4,2,PRACTICE,-19,2,3,1,0,70396,NA,0,0,0,366,1,0
202-3-3,4,2,PRACTICE,-18,2,1,1,1,71687,NA,0,0,9,408,1,0
202-3-3,4,2,TEST,1,2,3,1,0,73091,NA,0,0,0,410,1,0
202-3-3,4,2,TEST,2,2,4,0,0,74417,NA,0,0,0,438,1,0
202-3-3,4,2,TEST,3,2,2,0,1,75878,NA,0,0,9,364,1,0
202-3-3,4,2,TEST,4,2,1,1,1,77323,NA,0,0,9,386,1,0
202-3-3,4,2,TEST,5,2,4,0,0,78731,NA,0,0,0,425,1,0
202-3-3,4,2,TEST,6,2,3,1,0,79982,NA,0,0,0,492,1,0
202-3-3,4,2,TEST,7,2,2,0,1,81396,NA,0,0,9,401,1,0
202-3-3,4,2,TEST,8,2,1,1,1,82993,NA,0,0,9,416,1,0
202-3-3,4,2,TEST,9,2,2,0,1,84630,NA,0,0,9,462,1,0
202-3-3,4,2,TEST,10,2,4,0,0,86413,NA,0,0,0,475,1,0
202-3-3,4,2,TEST,11,2,3,1,0,87844,NA,0,0,0,568,1,0
202-3-3,4,2,TEST,12,2,1,1,1,89540,NA,0,0,9,437,1,0
202-3-3,4,2,TEST,13,2,3,1,0,91027,NA,0,0,0,454,1,0
