subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
200-3-3,P,0,1,R,2,3915,2500,6422,6929,6930,479,<right>,<right>,1,1
200-3-3,P,0,-1,L,1,7439,1750,9196,9702,9702,353,<left>,<left>,1,1
200-3-3,P,0,-1,D,1,10083,3500,13588,14094,14095,464,<down>,<down>,1,1
200-3-3,P,0,-1,U,2,14584,3250,17839,18343,18344,662,<up>,<up>,1,1
200-3-3,P,0,-1,D,1,19024,2500,21529,22037,22037,469,<down>,<down>,1,1
200-3-3,P,0,1,D,1,22533,1750,24289,24796,24796,422,<down>,<down>,1,1
200-3-3,P,0,1,R,2,25246,2750,28002,28508,28509,587,<right>,<right>,1,1
200-3-3,P,0,1,R,2,29124,2000,31131,31638,31638,462,<right>,<right>,1,1
200-3-3,P,0,1,D,1,33749,3250,37005,37212,37212,523,<down>,<down>,1,1
200-3-3,P,0,-1,U,1,37749,3500,41254,41460,41461,665,<up>,<up>,1,1
200-3-3,P,0,-1,D,2,42137,1750,43893,44099,44100,741,<down>,<down>,1,1
200-3-3,P,0,1,D,2,44852,2750,47607,47813,47814,521,<down>,<down>,1,1
200-3-3,P,0,-1,U,2,48345,2750,51100,51307,51307,652,<up>,<up>,1,1
200-3-3,P,0,-1,U,2,51972,3000,54978,55185,55185,681,<up>,<up>,1,1
200-3-3,P,0,-1,U,2,55880,2750,58636,58842,58842,473,<up>,<up>,1,1
200-3-3,P,0,-1,R,2,59331,3500,62837,63044,63044,620,<right>,<right>,1,1
200-3-3,T,1,1,U,2,65562,2250,67817,68023,68024,458,<up>,<up>,1,1
200-3-3,T,2,1,U,1,68501,3000,71507,71716,71716,451,<up>,<up>,1,1
200-3-3,T,3,-1,L,2,72180,2750,74936,75142,75143,568,<left>,<left>,1,1
200-3-3,T,4,-1,U,1,75725,1750,77481,77689,77690,458,<up>,<up>,1,1
200-3-3,T,5,-1,L,2,78160,3000,81166,81372,81373,477,<left>,<up>,0,0
200-3-3,T,6,1,L,2,81869,1750,83625,83831,83832,548,<left>,<left>,1,1
200-3-3,T,7,-1,D,1,84397,2750,87154,87362,87362,621,<down>,<down>,1,1
200-3-3,T,8,-1,R,2,87995,2000,90000,90206,90207,510,<right>,<left>,0,1
200-3-3,T,9,-1,U,2,90733,3500,94239,94446,94446,548,<up>,<up>,1,1
200-3-3,T,10,1,U,2,95007,2250,97263,97472,97472,505,<up>,<up>,1,1
200-3-3,T,11,-1,U,2,97987,3000,100993,101199,101200,457,<up>,<up>,1,1
200-3-3,T,12,1,D,2,101671,2750,104428,104635,104635,686,<down>,<down>,1,1
200-3-3,T,13,-1,L,1,105333,1750,107089,107296,107296,516,<left>,<left>,1,1
200-3-3,T,14,-1,R,1,107832,3000,110837,111043,111044,469,<right>,<right>,1,1
200-3-3,T,15,1,U,2,111524,3000,114529,114735,114736,548,<up>,<up>,1,1
200-3-3,T,16,-1,L,1,115300,2750,118056,118262,118263,553,<left>,<left>,1,1
200-3-3,T,17,-1,R,2,118834,3000,121840,122046,122047,640,<right>,<right>,1,1
200-3-3,T,18,-1,R,2,122698,3250,125955,126161,126162,520,<right>,<right>,1,1
200-3-3,T,19,1,L,2,126698,3250,129953,130159,130160,535,<left>,<left>,1,1
200-3-3,T,20,-1,L,2,130709,3250,133965,134171,134172,485,<left>,<right>,0,1
200-3-3,T,21,1,D,2,134675,2250,136931,137137,137138,622,<down>,<down>,1,1
200-3-3,T,22,1,R,2,137775,2250,140031,140238,140239,593,<right>,<right>,1,1
200-3-3,T,23,1,R,2,140841,2250,143096,143302,143303,518,<right>,<right>,1,1
200-3-3,T,24,1,D,2,143833,2000,145839,146045,146046,547,<down>,<down>,1,1
200-3-3,T,25,1,U,2,146602,2000,148607,148814,148814,538,<up>,<up>,1,1
200-3-3,T,26,-1,R,1,149371,1500,150877,151083,151084,561,<right>,<right>,1,1
200-3-3,T,27,1,L,1,151656,3500,155161,155368,155368,445,<left>,<right>,0,1
200-3-3,T,28,1,D,2,155823,1500,157328,157536,157537,847,<down>,<up>,0,1
200-3-3,T,29,1,D,2,158396,2250,160652,160860,160860,556,<down>,<down>,1,1
200-3-3,T,30,-1,L,2,161428,1750,163184,163390,163391,656,<left>,<left>,1,1
200-3-3,T,31,1,L,1,164060,1750,165816,166024,166024,501,<left>,<left>,1,1
200-3-3,T,32,1,U,2,166547,3250,169803,170009,170010,613,<up>,<up>,1,1
200-3-3,T,33,-1,U,1,170640,3500,174147,174355,174355,538,<up>,<up>,1,1
200-3-3,T,34,1,L,2,174903,3500,178410,178617,178617,544,<left>,<left>,1,1
200-3-3,T,35,-1,L,2,179172,2750,181928,182134,182135,556,<left>,<left>,1,1
200-3-3,T,36,-1,D,1,182703,2500,185209,185415,185416,570,<down>,<down>,1,1
200-3-3,T,37,1,D,2,186003,3500,189510,189716,189716,649,<down>,<down>,1,1
200-3-3,T,38,1,U,2,190378,2000,192383,192589,192590,531,<up>,<up>,1,1
200-3-3,T,39,-1,U,2,193132,3000,196137,196345,196346,587,<up>,<up>,1,1
200-3-3,T,40,1,R,1,196943,2500,199449,199655,199656,509,<right>,<right>,1,1
200-3-3,T,41,1,D,2,200178,1750,201933,202139,202140,646,<down>,<down>,1,1
200-3-3,T,42,1,R,2,202800,1750,204556,204762,204763,593,<right>,<right>,1,1
200-3-3,T,43,1,U,1,205370,2750,208126,208333,208333,489,<up>,<up>,1,1
200-3-3,T,44,-1,U,1,208840,3250,212096,212305,212305,598,<up>,<up>,1,1
200-3-3,T,45,-1,L,1,212918,3500,216423,216630,216630,573,<left>,<left>,1,1
200-3-3,T,46,-1,R,2,217216,1750,218971,219179,219180,596,<right>,<right>,1,1
200-3-3,T,47,-1,U,1,219794,3250,223050,223258,223258,567,<up>,<up>,1,1
200-3-3,T,48,1,U,1,223838,2500,226344,226552,226552,531,<up>,<up>,1,1
200-3-3,T,49,1,U,2,227100,3500,230605,230812,230812,589,<up>,<up>,1,1
200-3-3,T,50,-1,D,1,231418,2250,233673,233880,233881,581,<down>,<down>,1,1
