subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
103-3-1,4,1,PRACTICE,-25,1,4,0,0,11059,2,696,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-24,1,3,1,0,12930,1,381,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-23,1,2,0,1,14182,2,853,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-22,1,1,1,1,16112,1,430,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-21,1,3,1,0,17521,1,789,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-20,1,1,1,1,19561,1,494,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-19,1,2,0,1,21213,2,397,1,NA,0,0,0
103-3-1,4,1,PRACTICE,-18,1,4,0,0,22757,2,382,1,NA,0,0,0
103-3-1,4,1,TEST,1,1,3,1,0,24268,1,508,1,NA,0,0,0
103-3-1,4,1,TEST,2,1,4,0,0,26105,2,470,1,NA,0,0,0
103-3-1,4,1,TEST,3,1,2,0,1,27518,2,559,1,NA,0,0,0
103-3-1,4,1,TEST,4,1,1,1,1,29397,1,367,1,NA,0,0,0
103-3-1,4,1,TEST,5,1,4,0,0,30963,2,366,1,NA,0,0,0
103-3-1,4,1,TEST,6,1,2,0,1,32584,2,502,1,NA,0,0,0
103-3-1,4,1,TEST,7,1,3,1,0,34170,1,478,1,NA,0,0,0
103-3-1,4,1,TEST,8,1,1,1,1,35793,1,499,1,NA,0,0,0
103-3-1,4,1,TEST,9,1,2,0,1,37328,2,414,1,NA,0,0,0
103-3-1,4,1,TEST,10,1,3,1,0,38947,1,391,1,NA,0,0,0
103-3-1,4,1,TEST,11,1,4,0,0,40452,2,356,1,NA,0,0,0
103-3-1,4,1,TEST,12,1,1,1,1,41805,1,342,1,NA,0,0,0
103-3-1,4,1,TEST,13,1,4,0,0,43408,2,402,1,NA,0,0,0
103-3-1,4,1,TEST,14,1,3,1,0,44696,1,516,1,NA,0,0,0
103-3-1,4,1,TEST,15,1,1,1,1,46255,1,462,1,NA,0,0,0
103-3-1,4,1,TEST,16,1,2,0,1,47574,2,461,1,NA,0,0,0
