subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
115-2-1,4,1,PRACTICE,-25,1,2,0,1,8790,2,509,1,NA,0,0,0
115-2-1,4,1,PRACTICE,-24,1,4,0,0,10633,2,405,1,NA,0,0,0
115-2-1,4,1,PRACTICE,-23,1,1,1,1,12090,1,420,1,NA,0,0,0
115-2-1,4,1,PRACTICE,-22,1,3,1,0,13771,1,408,1,NA,0,0,0
115-2-1,4,1,PRACTICE,-21,1,1,1,1,15213,2,329,0,NA,0,0,0
115-2-1,4,1,PRACTICE,-20,1,2,0,1,17283,2,612,1,NA,0,0,0
115-2-1,4,1,PRACTICE,-19,1,3,1,0,19031,1,524,1,NA,0,0,0
115-2-1,4,1,PRACTICE,-18,1,4,0,0,20478,1,376,0,NA,0,0,0
115-2-1,4,1,TEST,1,1,4,0,0,22192,2,659,1,NA,0,0,0
115-2-1,4,1,TEST,2,1,3,1,0,23789,1,418,1,NA,0,0,0
115-2-1,4,1,TEST,3,1,1,1,1,25079,1,403,1,NA,0,0,0
115-2-1,4,1,TEST,4,1,2,0,1,26440,2,525,1,NA,0,0,0
115-2-1,4,1,TEST,5,1,1,1,1,27995,2,267,0,NA,0,0,0
115-2-1,4,1,TEST,6,1,2,0,1,29634,2,442,1,NA,0,0,0
115-2-1,4,1,TEST,7,1,4,0,0,31335,2,440,1,NA,0,0,0
115-2-1,4,1,TEST,8,1,3,1,0,32660,1,384,1,NA,0,0,0
115-2-1,4,1,TEST,9,1,2,0,1,34332,2,417,1,NA,0,0,0
115-2-1,4,1,TEST,10,1,4,0,0,35887,2,377,1,NA,0,0,0
115-2-1,4,1,TEST,11,1,3,1,0,37259,2,296,0,NA,0,0,0
115-2-1,4,1,TEST,12,1,1,1,1,39220,1,349,1,NA,0,0,0
115-2-1,4,1,TEST,13,1,3,1,0,40877,1,377,1,NA,0,0,0
115-2-1,4,1,TEST,14,1,4,0,0,42339,2,473,1,NA,0,0,0
115-2-1,4,1,TEST,15,1,1,1,1,43766,1,342,1,NA,0,0,0
115-2-1,4,1,TEST,16,1,2,0,1,45172,2,265,1,NA,0,0,0
115-2-1,4,1,TEST,17,1,1,1,1,46293,1,318,1,NA,0,0,0
115-2-1,4,1,TEST,18,1,3,1,0,47563,1,436,1,NA,0,0,0
115-2-1,4,1,TEST,19,1,4,0,0,48955,2,363,1,NA,0,0,0
115-2-1,4,1,TEST,20,1,2,0,1,50488,1,268,0,NA,0,0,0
115-2-1,4,1,TEST,21,1,3,1,0,52517,1,472,1,NA,0,0,0
115-2-1,4,1,TEST,22,1,4,0,0,54279,2,506,1,NA,0,0,0
115-2-1,4,1,TEST,23,1,1,1,1,55917,1,447,1,NA,0,0,0
115-2-1,4,1,TEST,24,1,2,0,1,57507,2,314,1,NA,0,0,0
115-2-1,4,1,TEST,25,1,3,1,0,59028,1,336,1,NA,0,0,0
115-2-1,4,2,PRACTICE,-25,2,3,1,0,65101,NA,0,0,0,428,1,0
115-2-1,4,2,PRACTICE,-24,2,4,0,0,66828,NA,0,0,0,275,1,0
115-2-1,4,2,PRACTICE,-23,2,1,1,1,68167,NA,0,0,0,273,0,0
115-2-1,4,2,PRACTICE,-22,2,2,0,1,70209,NA,0,0,9,382,1,0
115-2-1,4,2,PRACTICE,-21,2,3,1,0,71612,NA,0,0,0,362,1,0
115-2-1,4,2,PRACTICE,-20,2,4,0,0,73295,NA,0,0,0,286,1,0
115-2-1,4,2,PRACTICE,-19,2,2,0,1,74577,NA,0,0,9,424,1,0
115-2-1,4,2,PRACTICE,-18,2,1,1,1,76261,NA,0,0,9,412,1,0
115-2-1,4,2,TEST,1,2,2,0,1,77534,NA,0,0,9,384,1,0
115-2-1,4,2,TEST,2,2,3,1,0,78766,NA,0,0,0,538,1,0
115-2-1,4,2,TEST,3,2,4,0,0,80545,NA,0,0,0,295,1,0
115-2-1,4,2,TEST,4,2,1,1,1,81906,NA,0,0,0,338,0,0
115-2-1,4,2,TEST,5,2,3,1,0,83934,NA,0,0,0,356,1,0
115-2-1,4,2,TEST,6,2,2,0,1,85334,NA,0,0,9,421,1,0
115-2-1,4,2,TEST,7,2,4,0,0,86708,NA,0,0,0,528,1,0
115-2-1,4,2,TEST,8,2,1,1,1,88397,NA,0,0,9,372,1,0
115-2-1,4,2,TEST,9,2,3,1,0,89826,NA,0,0,0,544,1,0
115-2-1,4,2,TEST,10,2,1,1,1,91390,NA,0,0,9,443,1,0
115-2-1,4,2,TEST,11,2,4,0,0,93032,NA,0,0,0,324,1,0
115-2-1,4,2,TEST,12,2,2,0,1,94548,NA,0,0,9,555,1,0
115-2-1,4,2,TEST,13,2,4,0,0,96266,NA,0,0,0,331,1,0
115-2-1,4,2,TEST,14,2,1,1,1,97630,NA,0,0,9,476,1,0
115-2-1,4,2,TEST,15,2,3,1,0,98965,NA,0,0,0,390,1,0
115-2-1,4,2,TEST,16,2,2,0,1,100289,NA,0,0,9,414,1,0
