subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
114-2-2,P,0,1,U,1,2769,2000,4774,5279,5280,453,<up>,<up>,1,1
114-2-2,P,0,-1,L,1,5744,2000,7749,8256,8256,1330,<left>,<left>,1,1
114-2-2,P,0,1,L,2,9599,3500,13104,13609,13610,692,<left>,<left>,1,1
114-2-2,P,0,-1,L,2,14313,2500,16818,17323,17324,732,<left>,<left>,1,1
114-2-2,P,0,-1,D,2,18067,2250,20322,20827,20827,661,<down>,<down>,1,1
114-2-2,P,0,1,D,1,21500,1750,23255,23762,23763,558,<down>,<down>,1,1
114-2-2,P,0,1,R,2,24335,3500,27840,28346,28346,551,<right>,<right>,1,1
114-2-2,P,0,-1,R,2,28916,2500,31421,31928,31928,598,<right>,<right>,1,1
114-2-2,P,0,-1,R,2,34174,3500,37680,37888,37888,1272,<right>,<right>,1,1
114-2-2,P,0,-1,L,2,39171,2000,41176,41382,41382,1015,<left>,<left>,1,1
114-2-2,P,0,-1,D,1,42407,3500,45912,46118,46118,582,<down>,<down>,1,1
114-2-2,P,0,-1,R,2,46709,2000,48714,48920,48921,660,<right>,<right>,1,1
114-2-2,P,0,1,L,1,49595,2500,52100,52307,52307,610,<left>,<left>,1,1
114-2-2,P,0,-1,U,2,52928,2750,55683,55889,55889,606,<up>,<up>,1,1
114-2-2,P,0,1,D,2,56508,1750,58263,58469,58470,647,<down>,<down>,1,1
114-2-2,P,0,-1,L,2,59127,3000,62132,62338,62339,583,<left>,<left>,1,1
114-2-2,T,1,1,L,2,64448,3250,67703,67909,67909,992,<left>,<left>,1,1
114-2-2,T,2,-1,R,2,68913,2250,71168,71374,71375,606,<right>,<right>,1,1
114-2-2,T,3,1,R,2,71993,2250,74247,74453,74453,584,<right>,<right>,1,1
114-2-2,T,4,-1,L,2,75048,2250,77302,77508,77508,636,<left>,<left>,1,1
114-2-2,T,5,-1,R,2,78154,1500,79659,79865,79866,667,<right>,<right>,1,1
114-2-2,T,6,-1,U,1,80544,2000,82549,82755,82755,589,<up>,<up>,1,1
114-2-2,T,7,-1,D,1,83358,1750,85114,85320,85321,526,<down>,<down>,1,1
114-2-2,T,8,-1,L,2,85860,1500,87366,87572,87572,691,<left>,<left>,1,1
114-2-2,T,9,-1,U,1,88275,1500,89781,89987,89987,472,<up>,<up>,1,1
114-2-2,T,10,-1,R,2,90470,1500,91974,92180,92181,576,<right>,<right>,1,1
114-2-2,T,11,-1,D,2,92767,2000,94771,94977,94978,623,<down>,<down>,1,1
114-2-2,T,12,1,U,2,95615,3250,98870,99076,99077,588,<up>,<up>,1,1
114-2-2,T,13,-1,L,1,99676,2500,102181,102387,102388,598,<left>,<left>,1,1
114-2-2,T,14,-1,U,2,102995,3250,106251,106457,106458,574,<up>,<up>,1,1
114-2-2,T,15,-1,R,2,107041,1750,108797,109003,109003,558,<right>,<right>,1,1
114-2-2,T,16,1,D,1,109571,1750,111327,111533,111533,706,<down>,<down>,1,1
114-2-2,T,17,-1,U,2,112249,1750,114004,114211,114212,548,<up>,<up>,1,1
114-2-2,T,18,1,L,2,114773,1750,116527,116734,116735,1026,<left>,<left>,1,1
114-2-2,T,19,1,D,2,117772,3500,121277,121483,121483,634,<down>,<down>,1,1
