subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
104-3-3,P,0,-1,R,2,2788,2500,5295,5802,5802,469,<right>,<right>,1,1
104-3-3,P,0,-1,D,2,6300,2000,8303,8810,8811,622,<down>,<down>,1,1
104-3-3,P,0,1,U,1,9452,2000,11456,11962,11963,428,<up>,<up>,1,1
104-3-3,P,0,1,U,1,12414,3500,15919,16426,16426,437,<up>,<up>,1,1
104-3-3,P,0,-1,U,2,16885,3250,20141,20647,20647,473,<up>,<up>,1,1
104-3-3,P,0,1,U,2,21143,2000,23150,23657,23657,629,<up>,<up>,1,1
104-3-3,P,0,-1,L,2,24302,1500,25808,26314,26314,442,<left>,<left>,1,1
104-3-3,P,0,-1,D,2,26779,2500,29286,29794,29794,517,<down>,<down>,1,1
104-3-3,P,0,1,U,1,31467,1750,33219,33425,33426,452,<up>,<up>,1,1
104-3-3,P,0,-1,R,1,33888,1750,35644,35847,35848,418,<right>,<right>,1,1
104-3-3,P,0,-1,D,1,36283,1750,38039,38245,38245,563,<down>,<down>,1,1
104-3-3,P,0,-1,D,1,38818,3250,42074,42280,42280,502,<down>,<down>,1,1
104-3-3,P,0,1,L,1,42797,2000,44802,45006,45006,440,<left>,<left>,1,1
104-3-3,P,0,1,U,2,45459,2500,47963,48169,48169,564,<up>,<up>,1,1
104-3-3,P,0,1,D,1,48750,1500,50255,50458,50458,479,<down>,<down>,1,1
104-3-3,P,0,1,R,2,50952,2250,53207,53411,53411,475,<right>,<right>,1,1
104-3-3,T,1,1,D,2,55248,3500,58754,58960,58960,570,<down>,<down>,1,1
104-3-3,T,2,-1,U,1,59543,3000,62546,62754,62754,434,<up>,<up>,1,1
104-3-3,T,3,1,U,2,63199,1750,64955,65161,65162,509,<up>,<right>,0,0
104-3-3,T,4,1,L,2,65684,3000,68689,68895,68895,622,<left>,<left>,1,1
104-3-3,T,5,1,L,2,69532,2250,71785,71991,71991,554,<left>,<left>,1,1
104-3-3,T,6,-1,R,1,72558,3250,75812,76021,76021,486,<right>,<right>,1,1
104-3-3,T,7,-1,L,1,76520,1500,78026,78233,78233,537,<left>,<left>,1,1
104-3-3,T,8,-1,U,1,78781,3000,81786,81994,81994,416,<up>,<up>,1,1
104-3-3,T,9,-1,D,1,82422,3000,85428,85634,85635,547,<down>,<down>,1,1
104-3-3,T,10,-1,R,1,86198,3250,89453,89659,89659,470,<right>,<right>,1,1
104-3-3,T,11,-1,D,2,90143,3000,93148,93353,93353,637,<down>,<down>,1,1
104-3-3,T,12,-1,D,2,94004,1750,95760,95966,95966,626,<down>,<down>,1,1
104-3-3,T,13,1,D,1,96602,2250,98856,99060,99060,475,<down>,<down>,1,1
104-3-3,T,14,-1,U,2,99559,1500,101063,101267,101267,586,<up>,<up>,1,1
104-3-3,T,15,-1,D,1,101864,1750,103618,103825,103825,512,<down>,<down>,1,1
