subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
109-3-4,P,0,-1,R,2,4656,1750,6412,6919,6919,526,<right>,<left>,0,1
109-3-4,P,0,-1,L,1,7473,3250,10729,11235,11235,463,<left>,<left>,1,1
109-3-4,P,0,1,R,2,11720,2250,13975,14482,14482,535,<right>,<right>,1,1
109-3-4,P,0,-1,L,1,15033,2500,17538,18044,18044,415,<left>,<left>,1,1
109-3-4,P,0,1,D,1,18478,2750,21233,21739,21739,581,<down>,<down>,1,1
109-3-4,P,0,1,L,2,22342,2250,24598,25105,25106,612,<left>,<left>,1,1
109-3-4,P,0,1,U,1,25737,2500,28242,28748,28749,467,<up>,<up>,1,1
109-3-4,P,0,-1,U,1,29242,1500,30747,31254,31254,517,<up>,<up>,1,1
109-3-4,P,0,-1,U,2,34169,1750,35924,36130,36131,683,<up>,<up>,1,1
109-3-4,P,0,-1,D,2,36827,3000,39832,40038,40038,670,<down>,<down>,1,1
109-3-4,P,0,-1,L,2,40723,3500,44229,44436,44436,511,<left>,<left>,1,1
109-3-4,P,0,-1,U,2,44964,2500,47471,47677,47678,538,<up>,<up>,1,1
109-3-4,P,0,1,R,2,48231,2500,50736,50942,50943,626,<right>,<right>,1,1
109-3-4,P,0,-1,U,2,51579,1750,53335,53541,53541,527,<up>,<up>,1,1
109-3-4,P,0,1,U,2,54087,2250,56342,56549,56549,456,<up>,<up>,1,1
109-3-4,P,0,-1,R,2,57016,3500,60522,60728,60729,480,<right>,<left>,0,1
109-3-4,T,1,1,L,2,63722,3250,66978,67184,67185,594,<left>,<left>,1,1
109-3-4,T,2,-1,U,1,67794,3250,71050,71257,71257,494,<up>,<up>,1,1
109-3-4,T,3,1,R,2,71764,2750,74520,74729,74729,570,<right>,<right>,1,1
109-3-4,T,4,1,R,1,75311,1750,77067,77274,77274,475,<right>,<right>,1,1
109-3-4,T,5,1,L,1,77767,2750,80522,80731,80731,595,<left>,<left>,1,1
109-3-4,T,6,-1,D,1,81341,2250,83596,83802,83803,678,<down>,<down>,1,1
109-3-4,T,7,-1,R,1,84500,3500,88006,88213,88213,439,<right>,<right>,1,1
109-3-4,T,8,1,D,1,88672,3250,91927,92133,92133,540,<down>,<down>,1,1
109-3-4,T,9,-1,D,1,92690,1500,94196,94402,94402,486,<down>,<down>,1,1
109-3-4,T,10,-1,D,1,94912,1500,96418,96624,96624,435,<down>,<down>,1,1
109-3-4,T,11,1,D,2,97073,1750,98828,99035,99035,506,<down>,<down>,1,1
109-3-4,T,12,-1,L,1,99555,2250,101810,102017,102017,446,<left>,<left>,1,1
109-3-4,T,13,-1,D,2,102486,2750,105241,105448,105448,532,<down>,<down>,1,1
109-3-4,T,14,-1,L,2,105995,2500,108500,108707,108707,578,<left>,<left>,1,1
109-3-4,T,15,1,U,2,109304,1500,110810,111017,111017,612,<up>,<up>,1,1
109-3-4,T,16,-1,D,2,111642,3250,114898,115104,115105,563,<down>,<down>,1,1
109-3-4,T,17,-1,U,2,115682,3500,119188,119394,119395,657,<up>,<up>,1,1
109-3-4,T,18,-1,R,1,120066,3250,123321,123527,123528,509,<right>,<right>,1,1
109-3-4,T,19,1,D,1,124055,2000,126063,126271,126271,528,<down>,<down>,1,1
109-3-4,T,20,1,R,1,126817,2750,129572,129780,129781,424,<right>,<right>,1,1
109-3-4,T,21,-1,U,1,130227,2500,132732,132939,132940,558,<up>,<up>,1,1
109-3-4,T,22,1,R,1,133510,3500,137015,137222,137223,481,<right>,<right>,1,1
109-3-4,T,23,-1,U,2,137720,3250,140976,141183,141183,585,<up>,<up>,1,1
109-3-4,T,24,1,R,1,141785,2750,144541,144749,144749,417,<right>,<right>,1,1
109-3-4,T,25,-1,R,2,145182,1750,146938,147144,147145,486,<right>,<left>,0,1
109-3-4,T,26,-1,D,1,147653,3500,151159,151366,151366,562,<down>,<down>,1,1
109-3-4,T,27,-1,L,2,151940,1500,153445,153651,153652,624,<left>,<left>,1,1
109-3-4,T,28,-1,D,2,154290,3000,157296,157502,157502,564,<down>,<down>,1,1
109-3-4,T,29,-1,R,2,158081,3500,161587,161794,161795,654,<right>,<right>,1,1
109-3-4,T,30,-1,U,1,162462,3500,165968,166176,166176,544,<up>,<up>,1,1
109-3-4,T,31,-1,U,1,166736,2000,168742,168948,168949,540,<up>,<up>,1,1
109-3-4,T,32,1,D,1,169516,1500,171021,171228,171228,558,<down>,<down>,1,1
109-3-4,T,33,-1,D,2,171801,2250,174057,174265,174265,609,<down>,<down>,1,1
109-3-4,T,34,-1,R,1,174884,3000,177891,178098,178099,533,<right>,<right>,1,1
109-3-4,T,35,1,L,1,178647,1500,180152,180358,180359,570,<left>,<left>,1,1
109-3-4,T,36,1,D,2,180945,2750,183701,183908,183908,566,<down>,<down>,1,1
109-3-4,T,37,-1,U,1,184494,3000,187499,187705,187706,504,<up>,<up>,1,1
109-3-4,T,38,-1,L,2,188228,2500,190734,190941,190941,705,<left>,<left>,1,1
109-3-4,T,39,-1,L,2,191663,3250,194918,195124,195125,646,<left>,<left>,1,1
109-3-4,T,40,1,U,2,195791,2500,198296,198503,198503,610,<up>,<up>,1,1
109-3-4,T,41,-1,D,2,199131,2500,201636,201842,201843,670,<down>,<down>,1,1
109-3-4,T,42,1,R,1,202531,2500,205036,205245,205245,490,<right>,<right>,1,1
109-3-4,T,43,-1,R,1,205752,2750,208508,208714,208714,530,<right>,<right>,1,1
109-3-4,T,44,1,L,2,209272,1750,211028,211237,211237,672,<left>,<left>,1,1
109-3-4,T,45,-1,L,1,211920,2750,214675,214881,214881,533,<left>,<left>,1,1
109-3-4,T,46,1,U,1,215432,3250,218687,218894,218894,586,<up>,<up>,1,1
109-3-4,T,47,1,D,2,219494,2250,221750,221954,221955,659,<down>,<down>,1,1
109-3-4,T,48,-1,L,2,222632,3000,225638,225844,225845,569,<left>,<left>,1,1
109-3-4,T,49,-1,D,2,226435,3500,229942,230150,230150,554,<down>,<down>,1,1
109-3-4,T,50,-1,R,2,230718,2500,233224,233431,233431,650,<right>,<right>,1,1
