subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
208-1-3,P,0,-1,L,1,4013,2750,6770,7278,7278,601,<left>,<left>,1,1
208-1-3,P,0,1,L,2,7901,2000,9908,10415,10415,551,<left>,<left>,1,1
208-1-3,P,0,1,U,1,10993,3000,13998,14504,14504,385,<up>,<up>,1,1
208-1-3,P,0,-1,U,1,14915,3250,18171,18677,18678,492,<up>,<up>,1,1
208-1-3,P,0,1,D,1,19202,2000,21207,21716,21717,522,<down>,<down>,1,1
208-1-3,P,0,-1,R,2,22269,2000,24275,24783,24784,447,<right>,<right>,1,1
208-1-3,P,0,-1,U,1,25263,3000,28270,28777,28778,568,<up>,<up>,1,1
208-1-3,P,0,-1,U,2,29375,2250,31630,32138,32139,428,<up>,<up>,1,1
208-1-3,P,0,-1,U,1,35800,3500,39306,39512,39513,396,<up>,<up>,1,1
208-1-3,P,0,-1,U,2,39931,3250,43186,43395,43395,537,<up>,<up>,1,1
208-1-3,P,0,-1,D,2,43946,3500,47452,47660,47660,407,<down>,<up>,0,1
208-1-3,P,0,1,R,2,48088,3000,51093,51301,51301,483,<right>,<left>,0,1
208-1-3,P,0,1,L,2,51798,2250,54055,54261,54262,518,<left>,<left>,1,1
208-1-3,P,0,-1,D,2,54794,2750,57550,57757,57758,466,<down>,<up>,0,1
208-1-3,P,0,1,L,2,58243,1500,59749,59956,59956,476,<left>,<left>,1,1
208-1-3,P,0,1,R,1,60451,2250,62706,62912,62912,532,<right>,<right>,1,1
208-1-3,T,1,1,L,2,65923,3500,69430,69636,69637,527,<left>,<left>,1,1
208-1-3,T,2,-1,R,2,70180,2000,72187,72393,72394,544,<right>,<right>,1,1
208-1-3,T,3,-1,R,2,72957,2750,75713,75920,75921,573,<right>,<right>,1,1
208-1-3,T,4,1,L,1,76508,2000,78513,78720,78720,571,<left>,<left>,1,1
208-1-3,T,5,-1,D,2,79312,2500,81818,82025,82025,412,<down>,<up>,0,1
208-1-3,T,6,-1,U,1,82455,1500,83961,84169,84169,451,<up>,<up>,1,1
208-1-3,T,7,-1,D,2,84643,2750,87400,87608,87608,573,<down>,<down>,1,1
208-1-3,T,8,-1,R,2,88197,3500,91704,91912,91912,520,<right>,<right>,1,1
208-1-3,T,9,-1,D,1,92450,2750,95206,95414,95414,472,<down>,<down>,1,1
208-1-3,T,10,-1,D,1,95914,1750,97669,97875,97876,443,<down>,<down>,1,1
208-1-3,T,11,-1,R,1,98337,2000,100343,100549,100550,403,<right>,<right>,1,1
208-1-3,T,12,-1,U,2,100977,1500,102483,102689,102690,420,<up>,<down>,0,1
208-1-3,T,13,1,D,2,103124,2000,105130,105336,105337,446,<down>,<right>,0,0
208-1-3,T,14,-1,D,1,105804,2750,108561,108767,108768,455,<down>,<down>,1,1
208-1-3,T,15,-1,U,1,109246,3500,112752,112958,112959,518,<up>,<up>,1,1
208-1-3,T,16,-1,U,2,113494,2000,115500,115707,115707,388,<up>,<up>,1,1
208-1-3,T,17,-1,D,2,116113,1750,117866,118072,118073,589,<down>,<down>,1,1
208-1-3,T,18,-1,D,2,118679,2250,120935,121141,121142,714,<down>,<down>,1,1
208-1-3,T,19,1,R,2,121869,2250,124125,124332,124332,566,<right>,<right>,1,1
208-1-3,T,20,-1,D,2,124922,3000,127927,128135,128136,666,<down>,<up>,0,1
208-1-3,T,21,-1,L,2,128827,2750,131582,131788,131789,605,<left>,<left>,1,1
208-1-3,T,22,-1,R,2,132408,2250,134665,134871,134871,527,<right>,<right>,1,1
208-1-3,T,23,1,R,2,135415,3500,138920,139127,139127,487,<right>,<right>,1,1
208-1-3,T,24,1,R,2,139630,1500,141136,141342,141343,567,<right>,<right>,1,1
208-1-3,T,25,-1,R,2,141923,3500,145430,145636,145637,471,<right>,<right>,1,1
208-1-3,T,26,-1,R,1,146141,1750,147896,148104,148105,489,<right>,<right>,1,1
208-1-3,T,27,-1,L,2,148613,3500,152119,152326,152326,536,<left>,<left>,1,1
208-1-3,T,28,1,D,2,152877,2000,154883,155089,155090,667,<down>,<down>,1,1
208-1-3,T,29,1,U,2,155771,2750,158526,158733,158733,618,<up>,<up>,1,1
208-1-3,T,30,-1,L,2,159371,1750,161127,161334,161334,576,<left>,<left>,1,1
208-1-3,T,31,1,R,2,161922,3000,164928,165135,165135,619,<right>,<right>,1,1
208-1-3,T,32,-1,D,1,165768,1500,167273,167482,167482,609,<down>,<down>,1,1
208-1-3,T,33,1,U,1,168105,1500,169610,169819,169819,416,<up>,<up>,1,1
208-1-3,T,34,1,R,2,170253,3500,173760,173966,173967,563,<right>,<right>,1,1
208-1-3,T,35,-1,R,2,174547,2750,177303,177509,177510,575,<right>,<right>,1,1
208-1-3,T,36,1,U,1,178102,1750,179858,180064,180065,589,<up>,<up>,1,1
208-1-3,T,37,-1,L,2,180673,2000,182678,182884,182885,653,<left>,<left>,1,1
208-1-3,T,38,-1,L,2,183551,3250,186807,187013,187014,590,<left>,<left>,1,1
208-1-3,T,39,1,L,2,187617,3500,191123,191329,191330,614,<left>,<left>,1,1
208-1-3,T,40,-1,L,1,191959,1500,193464,193671,193672,528,<left>,<left>,1,1
208-1-3,T,41,-1,L,1,194215,3500,197721,197927,197928,540,<left>,<left>,1,1
208-1-3,T,42,-1,L,1,198481,1750,200237,200445,200446,645,<left>,<left>,1,1
208-1-3,T,43,1,L,2,201110,1500,202617,202825,202825,524,<left>,<right>,0,1
208-1-3,T,44,1,R,1,203361,2250,205616,205822,205823,567,<right>,<right>,1,1
208-1-3,T,45,-1,D,1,206403,2500,208908,209117,209117,574,<down>,<down>,1,1
208-1-3,T,46,1,D,1,209709,2250,211965,212172,212172,576,<down>,<down>,1,1
208-1-3,T,47,1,R,2,212766,3000,215772,215980,215980,628,<right>,<right>,1,1
208-1-3,T,48,1,U,2,216628,3000,219635,219841,219842,619,<up>,<up>,1,1
208-1-3,T,49,1,R,2,220474,2250,222730,222938,222939,509,<right>,<right>,1,1
208-1-3,T,50,-1,D,2,223468,3250,226726,226932,226933,734,<down>,<down>,1,1
