subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
103-2-1,4,1,PRACTICE,-25,1,4,0,0,19282,2,1694,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-24,1,3,1,0,22131,1,528,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-23,1,1,1,1,23913,1,588,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-22,1,2,0,1,25498,2,574,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-21,1,2,0,1,27397,2,577,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-20,1,4,0,0,28815,2,561,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-19,1,3,1,0,30500,1,459,1,NA,0,0,0
103-2-1,4,1,PRACTICE,-18,1,1,1,1,32094,1,452,1,NA,0,0,0
103-2-1,4,1,TEST,1,1,2,0,1,33671,2,386,1,NA,0,0,0
103-2-1,4,1,TEST,2,1,4,0,0,35061,2,390,1,NA,0,0,0
103-2-1,4,1,TEST,3,1,1,1,1,36327,1,498,1,NA,0,0,0
103-2-1,4,1,TEST,4,1,3,1,0,37662,1,536,1,NA,0,0,0
103-2-1,4,1,TEST,5,1,1,1,1,39356,1,506,1,NA,0,0,0
103-2-1,4,1,TEST,6,1,3,1,0,40789,1,410,1,NA,0,0,0
103-2-1,4,1,TEST,7,1,4,0,0,42370,2,465,1,NA,0,0,0
103-2-1,4,1,TEST,8,1,2,0,1,44117,2,464,1,NA,0,0,0
103-2-1,4,1,TEST,9,1,4,0,0,45761,2,402,1,NA,0,0,0
103-2-1,4,1,TEST,10,1,3,1,0,47439,1,585,1,NA,0,0,0
103-2-1,4,1,TEST,11,1,1,1,1,49036,1,478,1,NA,0,0,0
103-2-1,4,1,TEST,12,1,2,0,1,50816,2,515,1,NA,0,0,0
103-2-1,4,1,TEST,13,1,3,1,0,52258,1,504,1,NA,0,0,0
103-2-1,4,1,TEST,14,1,1,1,1,54086,1,484,1,NA,0,0,0
103-2-1,4,1,TEST,15,1,4,0,0,55857,2,492,1,NA,0,0,0
103-2-1,4,1,TEST,16,1,2,0,1,57641,2,470,1,NA,0,0,0
103-2-1,4,1,TEST,17,1,3,1,0,59371,1,422,1,NA,0,0,0
103-2-1,4,1,TEST,18,1,4,0,0,60946,2,460,1,NA,0,0,0
103-2-1,4,1,TEST,19,1,1,1,1,62456,1,389,1,NA,0,0,0
103-2-1,4,1,TEST,20,1,2,0,1,63816,2,373,1,NA,0,0,0
103-2-1,4,1,TEST,21,1,3,1,0,65340,1,363,1,NA,0,0,0
103-2-1,4,1,TEST,22,1,2,0,1,66917,2,508,1,NA,0,0,0
103-2-1,4,1,TEST,23,1,4,0,0,68545,2,530,1,NA,0,0,0
103-2-1,4,1,TEST,24,1,1,1,1,70184,1,472,1,NA,0,0,0
103-2-1,4,1,TEST,25,1,4,0,0,71976,2,363,1,NA,0,0,0
103-2-1,4,2,PRACTICE,-25,2,4,0,0,85323,NA,0,0,0,1490,1,0
103-2-1,4,2,PRACTICE,-24,2,2,0,1,87775,NA,0,0,9,448,1,0
103-2-1,4,2,PRACTICE,-23,2,3,1,0,89161,NA,0,0,0,447,1,0
103-2-1,4,2,PRACTICE,-22,2,1,1,1,90445,NA,0,0,9,449,1,0
103-2-1,4,2,PRACTICE,-21,2,3,1,0,91863,NA,0,0,0,488,1,0
103-2-1,4,2,PRACTICE,-20,2,4,0,0,93675,NA,0,0,0,482,1,0
103-2-1,4,2,PRACTICE,-19,2,1,1,1,95206,NA,0,0,9,458,1,0
103-2-1,4,2,PRACTICE,-18,2,2,0,1,96819,NA,0,0,9,479,1,0
103-2-1,4,2,TEST,1,2,2,0,1,98598,NA,0,0,9,486,1,0
103-2-1,4,2,TEST,2,2,1,1,1,100020,NA,0,0,9,554,1,0
103-2-1,4,2,TEST,3,2,4,0,0,101824,NA,0,0,0,486,1,0
103-2-1,4,2,TEST,4,2,3,1,0,103390,NA,0,0,0,539,1,0
103-2-1,4,2,TEST,5,2,1,1,1,105066,NA,0,0,9,717,1,0
103-2-1,4,2,TEST,6,2,4,0,0,106686,NA,0,0,0,405,1,0
103-2-1,4,2,TEST,7,2,2,0,1,107923,NA,0,0,9,414,1,0
103-2-1,4,2,TEST,8,2,3,1,0,109404,NA,0,0,0,387,1,0
103-2-1,4,2,TEST,9,2,2,0,1,110772,NA,0,0,9,426,1,0
103-2-1,4,2,TEST,10,2,4,0,0,112241,NA,0,0,0,412,1,0
103-2-1,4,2,TEST,11,2,1,1,1,113874,NA,0,0,9,536,1,0
103-2-1,4,2,TEST,12,2,3,1,0,115332,NA,0,0,0,396,1,0
103-2-1,4,2,TEST,13,2,2,0,1,116589,NA,0,0,9,412,1,0
103-2-1,4,2,TEST,14,2,4,0,0,118108,NA,0,0,0,402,1,0
103-2-1,4,2,TEST,15,2,1,1,1,119413,NA,0,0,9,438,1,0
103-2-1,4,2,TEST,16,2,3,1,0,120735,NA,0,0,0,608,1,0
103-2-1,4,2,TEST,17,2,4,0,0,122553,NA,0,0,0,453,1,0
103-2-1,4,2,TEST,18,2,1,1,1,124053,NA,0,0,9,472,1,0
103-2-1,4,2,TEST,19,2,3,1,0,125546,NA,0,0,0,337,1,0
103-2-1,4,2,TEST,20,2,2,0,1,127007,NA,0,0,9,464,1,0
103-2-1,4,2,TEST,21,2,1,1,1,128462,NA,0,0,9,418,1,0
103-2-1,4,2,TEST,22,2,3,1,0,129750,NA,0,0,0,416,1,0
103-2-1,4,2,TEST,23,2,2,0,1,131210,NA,0,0,9,425,1,0
103-2-1,4,2,TEST,24,2,4,0,0,132698,NA,0,0,0,290,1,0
103-2-1,4,2,TEST,25,2,3,1,0,134183,NA,0,0,0,420,1,0
103-2-1,4,3,PRACTICE,-25,3,3,1,0,144987,1,747,1,0,739,1,0
103-2-1,4,3,PRACTICE,-24,3,1,1,1,146602,1,1030,1,9,1034,1,0
103-2-1,4,3,PRACTICE,-23,3,2,0,1,148969,2,805,1,9,809,1,0
103-2-1,4,3,PRACTICE,-22,3,4,0,0,150620,2,1216,1,0,1193,1,0
103-2-1,4,3,PRACTICE,-21,3,2,0,1,153048,2,804,1,9,792,1,0
103-2-1,4,3,PRACTICE,-20,3,4,0,0,155164,2,829,1,0,816,1,0
103-2-1,4,3,PRACTICE,-19,3,3,1,0,157018,1,809,1,0,805,1,0
103-2-1,4,3,PRACTICE,-18,3,1,1,1,159004,1,1043,1,9,1055,1,0
103-2-1,4,3,TEST,1,3,3,1,0,161163,1,747,1,0,724,1,0
103-2-1,4,3,TEST,2,3,2,0,1,163033,2,689,1,9,693,1,0
103-2-1,4,3,TEST,3,3,1,1,1,164781,1,892,1,9,925,1,0
103-2-1,4,3,TEST,4,3,4,0,0,166647,2,754,1,0,734,1,0
103-2-1,4,3,TEST,5,3,1,1,1,168446,1,729,1,9,737,1,0
103-2-1,4,3,TEST,6,3,4,0,0,170397,2,721,1,0,707,1,0
103-2-1,4,3,TEST,7,3,3,1,0,172448,1,1108,1,0,1104,1,0
103-2-1,4,3,TEST,8,3,2,0,1,174766,2,942,1,9,946,1,0
103-2-1,4,3,TEST,9,3,1,1,1,176917,1,1006,1,9,1024,1,0
103-2-1,4,3,TEST,10,3,4,0,0,178973,2,684,1,0,688,1,0
103-2-1,4,3,TEST,11,3,3,1,0,180931,1,698,1,0,702,1,0
103-2-1,4,3,TEST,12,3,2,0,1,182839,2,858,1,9,852,1,0
103-2-1,4,3,TEST,13,3,4,0,0,184920,2,690,1,0,707,1,0
103-2-1,4,3,TEST,14,3,3,1,0,186683,1,1118,1,0,1140,1,0
103-2-1,4,3,TEST,15,3,1,1,1,188930,1,974,1,9,980,1,0
103-2-1,4,3,TEST,16,3,2,0,1,190897,2,614,1,9,611,1,0
103-2-1,4,3,TEST,17,3,4,0,0,192439,2,803,1,0,785,1,0
103-2-1,4,3,TEST,18,3,3,1,0,194327,1,751,1,0,783,1,0
103-2-1,4,3,TEST,19,3,2,0,1,195951,2,788,1,9,784,1,0
103-2-1,4,3,TEST,20,3,1,1,1,197893,1,762,1,9,798,1,0
103-2-1,4,3,TEST,21,3,2,0,1,199678,2,688,1,9,702,1,0
103-2-1,4,3,TEST,22,3,1,1,1,201265,1,731,1,9,753,1,0
103-2-1,4,3,TEST,23,3,3,1,0,203096,1,660,1,0,668,1,0
103-2-1,4,3,TEST,24,3,4,0,0,205101,2,946,1,0,943,1,0
103-2-1,4,3,TEST,25,3,3,1,0,207364,1,1615,1,0,1627,1,0
