subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
108-1-1,P,0,1,L,2,65004,2000,67010,67518,67518,5762,<left>,<left>,1,1
108-1-1,P,0,-1,U,1,73292,2750,76048,76555,76556,1844,<up>,<up>,1,1
108-1-1,P,0,-1,L,1,78414,3250,81669,82177,82177,2381,<left>,<left>,1,1
108-1-1,P,0,1,R,1,84571,3500,88076,88582,88582,1851,<right>,<right>,1,1
108-1-1,P,0,1,L,2,90446,2250,92701,93207,93208,1904,<left>,<right>,0,1
108-1-1,P,0,1,L,2,95125,1500,96631,97139,97139,1440,<left>,<left>,1,1
108-1-1,P,0,1,U,1,98592,2500,101096,101605,101605,943,<up>,<up>,1,1
108-1-1,P,0,1,U,2,102563,3000,105568,106074,106074,1076,<up>,<up>,1,1
108-1-1,P,0,1,U,2,147842,3000,150848,151054,151055,952,<up>,<up>,1,1
108-1-1,P,0,1,R,2,152021,2250,154277,154483,154483,880,<right>,<right>,1,1
108-1-1,P,0,1,U,2,155376,3250,158633,158839,158840,735,<up>,<up>,1,1
108-1-1,P,0,1,D,1,159589,1500,161095,161301,161301,788,<down>,<down>,1,1
108-1-1,P,0,1,R,1,162103,1750,163859,164065,164066,602,<right>,<right>,1,1
108-1-1,P,0,1,D,2,164681,1500,166186,166392,166392,871,<down>,<down>,1,1
108-1-1,P,0,-1,L,2,167276,2500,169782,169988,169989,853,<left>,<left>,1,1
108-1-1,P,0,1,U,1,170855,2500,173361,173567,173567,896,<up>,<up>,1,1
108-1-1,T,1,1,U,2,181080,2250,183336,183542,183543,692,<up>,<up>,1,1
108-1-1,T,2,-1,U,1,184246,2000,186251,186460,186460,722,<up>,<up>,1,1
108-1-1,T,3,1,R,2,187192,2250,189447,189654,189654,708,<right>,<right>,1,1
108-1-1,T,4,1,R,1,190373,2250,192628,192834,192835,606,<right>,<right>,1,1
108-1-1,T,5,1,L,2,193462,3250,196718,196924,196925,655,<left>,<right>,0,1
108-1-1,T,6,-1,D,2,197595,2250,199850,200056,200057,1005,<down>,<down>,1,1
108-1-1,T,7,-1,U,2,201074,2000,203080,203286,203286,738,<up>,<up>,1,1
108-1-1,T,8,-1,L,1,204037,3500,207542,207751,207751,666,<left>,<left>,1,1
