subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
108-2-4,P,0,1,R,1,1812,2000,3818,4324,4325,561,<right>,<right>,1,1
108-2-4,P,0,-1,D,2,4904,2500,7410,7916,7916,772,<down>,<down>,1,1
108-2-4,P,0,1,D,1,8701,2000,10706,11212,11212,590,<down>,<down>,1,1
108-2-4,P,0,1,L,1,11826,3500,15331,15837,15837,624,<left>,<left>,1,1
108-2-4,P,0,1,D,2,16479,3250,19734,20240,20240,631,<down>,<down>,1,1
108-2-4,P,0,1,U,1,20888,2000,22894,23401,23401,708,<up>,<up>,1,1
108-2-4,P,0,1,U,1,24131,3250,27387,27893,27894,720,<up>,<up>,1,1
108-2-4,P,0,-1,R,1,28631,2000,30636,31142,31142,651,<right>,<right>,1,1
108-2-4,P,0,-1,R,1,33472,3000,36478,36685,36685,694,<right>,<right>,1,1
108-2-4,P,0,-1,D,1,37388,1500,38892,39100,39100,503,<down>,<down>,1,1
108-2-4,P,0,-1,L,1,39616,1500,41121,41327,41328,633,<left>,<left>,1,1
108-2-4,P,0,-1,D,1,41973,2500,44478,44684,44685,583,<down>,<down>,1,1
108-2-4,P,0,-1,L,2,45279,1750,47034,47240,47240,643,<left>,<left>,1,1
108-2-4,P,0,-1,L,2,47895,2250,50151,50357,50358,654,<left>,<left>,1,1
108-2-4,P,0,-1,D,1,51023,2250,53278,53484,53484,516,<down>,<down>,1,1
108-2-4,P,0,1,L,1,54012,3000,57019,57227,57227,617,<left>,<left>,1,1
108-2-4,T,1,-1,D,1,59695,2250,61951,62159,62160,514,<down>,<down>,1,1
108-2-4,T,2,-1,R,2,62691,3000,65696,65902,65903,683,<right>,<right>,1,1
108-2-4,T,3,-1,U,1,66598,2750,69354,69560,69560,708,<up>,<up>,1,1
108-2-4,T,4,-1,U,2,70281,1500,71787,71993,71994,804,<up>,<up>,1,1
108-2-4,T,5,1,U,1,72811,1500,74316,74522,74522,723,<up>,<up>,1,1
108-2-4,T,6,1,U,1,75258,1500,76763,76969,76970,585,<up>,<up>,1,1
108-2-4,T,7,-1,D,1,77570,3000,80575,80781,80781,738,<down>,<down>,1,1
108-2-4,T,8,1,D,2,81537,3000,84543,84751,84751,759,<down>,<down>,1,1
108-2-4,T,9,-1,R,2,85523,1750,87279,87487,87487,643,<right>,<right>,1,1
108-2-4,T,10,-1,U,2,88142,2500,90647,90853,90854,645,<up>,<up>,1,1
108-2-4,T,11,-1,D,1,91509,2750,94266,94473,94474,679,<down>,<down>,1,1
108-2-4,T,12,1,L,2,95165,3000,98171,98377,98378,712,<left>,<left>,1,1
108-2-4,T,13,-1,L,1,99109,1750,100866,101072,101072,438,<left>,<left>,1,1
108-2-4,T,14,-1,L,1,101525,3500,105031,105237,105237,624,<left>,<left>,1,1
108-2-4,T,15,1,D,2,105873,2000,107880,108086,108087,786,<down>,<down>,1,1
108-2-4,T,16,1,U,1,108885,1750,110641,110848,110848,615,<up>,<up>,1,1
108-2-4,T,17,-1,L,2,111475,3000,114481,114687,114688,679,<left>,<left>,1,1
108-2-4,T,18,1,U,2,115383,3500,118888,119095,119096,614,<up>,<up>,1,1
108-2-4,T,19,-1,D,2,119724,3500,123230,123438,123438,783,<down>,<down>,1,1
108-2-4,T,20,-1,R,2,124233,3000,127238,127444,127445,703,<right>,<right>,1,1
108-2-4,T,21,-1,D,1,128161,1500,129666,129872,129873,649,<down>,<down>,1,1
108-2-4,T,22,1,U,2,130540,2750,133295,133501,133502,724,<up>,<up>,1,1
108-2-4,T,23,-1,D,2,134237,3250,137492,137698,137699,729,<down>,<down>,1,1
108-2-4,T,24,-1,R,2,138439,2750,141194,141400,141401,666,<right>,<right>,1,1
108-2-4,T,25,1,U,2,142079,1750,143834,144041,144041,707,<up>,<up>,1,1
108-2-4,T,26,1,R,1,144760,2500,147267,147475,147475,784,<right>,<right>,1,1
108-2-4,T,27,1,U,2,148272,2250,150527,150733,150733,576,<up>,<up>,1,1
108-2-4,T,28,-1,L,2,151325,2000,153332,153538,153539,640,<left>,<left>,1,1
108-2-4,T,29,1,L,1,154194,3250,157450,157656,157656,790,<left>,<left>,1,1
108-2-4,T,30,-1,L,1,158459,2250,160715,160921,160921,655,<left>,<left>,1,1
108-2-4,T,31,1,R,1,161587,2250,163843,164050,164050,560,<right>,<right>,1,1
108-2-4,T,32,1,R,1,164627,1750,166383,166589,166589,535,<right>,<right>,1,1
108-2-4,T,33,-1,L,1,167136,2250,169393,169599,169600,476,<left>,<left>,1,1
108-2-4,T,34,1,R,2,170086,2500,172591,172797,172798,649,<right>,<right>,1,1
108-2-4,T,35,-1,R,1,173458,3000,176464,176670,176671,436,<right>,<left>,0,1
108-2-4,T,36,1,R,1,177121,1750,178876,179082,179082,561,<right>,<right>,1,1
108-2-4,T,37,-1,U,1,179656,2000,181662,181868,181868,627,<up>,<up>,1,1
108-2-4,T,38,-1,R,1,182507,2250,184762,184968,184968,554,<right>,<right>,1,1
108-2-4,T,39,-1,R,2,185534,2750,188289,188495,188495,752,<right>,<right>,1,1
108-2-4,T,40,-1,D,2,189260,2750,192015,192221,192221,795,<down>,<down>,1,1
108-2-4,T,41,1,U,2,193029,1750,194784,194990,194990,631,<up>,<up>,1,1
108-2-4,T,42,-1,L,2,195635,3000,198640,198847,198847,605,<left>,<left>,1,1
108-2-4,T,43,-1,R,2,199469,3000,202475,202681,202682,689,<right>,<right>,1,1
108-2-4,T,44,-1,U,2,203381,3000,206386,206592,206593,578,<up>,<up>,1,1
108-2-4,T,45,-1,D,2,207184,2500,209690,209896,209896,674,<down>,<down>,1,1
108-2-4,T,46,-1,R,1,210583,3250,213839,214045,214045,513,<right>,<right>,1,1
108-2-4,T,47,-1,D,2,214568,1750,216324,216530,216531,668,<down>,<down>,1,1
108-2-4,T,48,-1,D,1,217220,2750,219977,220183,220184,623,<down>,<down>,1,1
108-2-4,T,49,1,R,2,220818,2750,223574,223780,223780,1133,<right>,<left>,0,1
108-2-4,T,50,-1,U,1,224926,2000,226931,227138,227139,763,<up>,<up>,1,1
