subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
202-4-4,4,1,PRACTICE,-25,1,1,1,1,8169,1,381,1,NA,0,0,0
202-4-4,4,1,PRACTICE,-24,1,3,1,0,9641,2,307,0,NA,0,0,0
202-4-4,4,1,PRACTICE,-23,1,2,0,1,11474,2,424,1,NA,0,0,0
202-4-4,4,1,PRACTICE,-22,1,4,0,0,12816,2,416,1,NA,0,0,0
202-4-4,4,1,PRACTICE,-21,1,2,0,1,14466,2,426,1,NA,0,0,0
202-4-4,4,1,PRACTICE,-20,1,3,1,0,16218,1,364,1,NA,0,0,0
202-4-4,4,1,PRACTICE,-19,1,4,0,0,17705,2,371,1,NA,0,0,0
202-4-4,4,1,PRACTICE,-18,1,1,1,1,19165,1,400,1,NA,0,0,0
202-4-4,4,1,TEST,1,1,1,1,1,20711,1,448,1,NA,0,0,0
202-4-4,4,1,TEST,2,1,4,0,0,22413,2,394,1,NA,0,0,0
202-4-4,4,1,TEST,3,1,2,0,1,23832,2,544,1,NA,0,0,0
202-4-4,4,1,TEST,4,1,3,1,0,25326,1,408,1,NA,0,0,0
202-4-4,4,1,TEST,5,1,2,0,1,26861,2,326,1,NA,0,0,0
202-4-4,4,1,TEST,6,1,1,1,1,28105,1,408,1,NA,0,0,0
202-4-4,4,1,TEST,7,1,4,0,0,29374,2,343,1,NA,0,0,0
202-4-4,4,1,TEST,8,1,3,1,0,30712,1,367,1,NA,0,0,0
202-4-4,4,1,TEST,9,1,1,1,1,32315,1,355,1,NA,0,0,0
202-4-4,4,1,TEST,10,1,3,1,0,33867,1,367,1,NA,0,0,0
202-4-4,4,1,TEST,11,1,4,0,0,35367,2,452,1,NA,0,0,0
202-4-4,4,1,TEST,12,1,2,0,1,36910,2,434,1,NA,0,0,0
202-4-4,4,1,TEST,13,1,1,1,1,38305,1,392,1,NA,0,0,0
202-4-4,4,1,TEST,14,1,2,0,1,39897,2,334,1,NA,0,0,0
202-4-4,4,1,TEST,15,1,3,1,0,41241,1,374,1,NA,0,0,0
202-4-4,4,1,TEST,16,1,4,0,0,42593,2,346,1,NA,0,0,0
202-4-4,4,1,TEST,17,1,2,0,1,44093,2,407,1,NA,0,0,0
202-4-4,4,1,TEST,18,1,1,1,1,45802,1,354,1,NA,0,0,0
202-4-4,4,1,TEST,19,1,3,1,0,47018,1,531,1,NA,0,0,0
202-4-4,4,1,TEST,20,1,4,0,0,48435,2,423,1,NA,0,0,0
202-4-4,4,1,TEST,21,1,3,1,0,49734,1,328,1,NA,0,0,0
202-4-4,4,1,TEST,22,1,4,0,0,50985,2,309,1,NA,0,0,0
202-4-4,4,1,TEST,23,1,1,1,1,52171,1,320,1,NA,0,0,0
202-4-4,4,1,TEST,24,1,2,0,1,53504,2,329,1,NA,0,0,0
202-4-4,4,1,TEST,25,1,3,1,0,54744,1,302,1,NA,0,0,0
202-4-4,4,2,PRACTICE,-25,2,2,0,1,59641,NA,0,0,9,389,1,0
202-4-4,4,2,PRACTICE,-24,2,4,0,0,61255,NA,0,0,0,332,1,0
202-4-4,4,2,PRACTICE,-23,2,3,1,0,62775,NA,0,0,0,491,1,0
202-4-4,4,2,PRACTICE,-22,2,1,1,1,64546,NA,0,0,9,327,1,0
202-4-4,4,2,PRACTICE,-21,2,2,0,1,65730,NA,0,0,9,440,1,0
202-4-4,4,2,PRACTICE,-20,2,4,0,0,67098,NA,0,0,0,278,1,0
202-4-4,4,2,PRACTICE,-19,2,1,1,1,68401,NA,0,0,9,333,1,0
202-4-4,4,2,PRACTICE,-18,2,3,1,0,69687,NA,0,0,0,390,1,0
202-4-4,4,2,TEST,1,2,3,1,0,70937,NA,0,0,0,523,1,0
202-4-4,4,2,TEST,2,2,2,0,1,72721,NA,0,0,9,286,1,0
