subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
106-2-2,P,0,-1,D,2,7247,2000,9252,9761,9761,816,<down>,<down>,1,1
106-2-2,P,0,1,U,2,10595,2000,12600,13107,13107,959,<up>,<up>,1,1
106-2-2,P,0,1,D,2,14086,2000,16091,16597,16598,722,<down>,<down>,1,1
106-2-2,P,0,-1,U,1,17344,2250,19601,20108,20108,817,<up>,<up>,1,1
106-2-2,P,0,-1,D,1,20948,1500,22453,22960,22960,743,<down>,<down>,1,1
106-2-2,P,0,1,R,1,23733,3500,27239,27745,27745,678,<right>,<right>,1,1
106-2-2,P,0,1,L,1,28447,2000,30453,30960,30960,707,<left>,<left>,1,1
106-2-2,P,0,1,D,1,31690,2500,34195,34703,34703,662,<down>,<down>,1,1
106-2-2,P,0,1,D,1,37024,3000,40029,40235,40236,673,<down>,<down>,1,1
106-2-2,P,0,1,D,1,40931,3000,43937,44143,44143,545,<down>,<down>,1,1
106-2-2,P,0,-1,L,2,44712,2500,47218,47425,47426,881,<left>,<left>,1,1
106-2-2,P,0,-1,D,1,48322,3500,51828,52035,52035,597,<down>,<down>,1,1
106-2-2,P,0,1,D,1,52650,3500,56155,56361,56362,593,<down>,<down>,1,1
106-2-2,P,0,1,L,2,56974,2000,58979,59185,59186,706,<left>,<left>,1,1
106-2-2,P,0,-1,R,2,59908,1750,61664,61870,61870,629,<right>,<right>,1,1
106-2-2,P,0,-1,D,1,62517,2500,65023,65230,65230,572,<down>,<down>,1,1
106-2-2,T,1,-1,D,1,68112,3500,71618,71824,71824,590,<down>,<down>,1,1
106-2-2,T,2,1,D,1,72428,3000,75434,75640,75640,556,<down>,<down>,1,1
106-2-2,T,3,1,D,2,76218,2250,78473,78679,78680,635,<down>,<down>,1,1
106-2-2,T,4,-1,R,2,79332,3250,82588,82796,82796,814,<right>,<right>,1,1
106-2-2,T,5,1,D,2,83627,3000,86633,86839,86840,604,<down>,<down>,1,1
106-2-2,T,6,1,D,2,87465,2250,89721,89927,89928,540,<down>,<down>,1,1
