subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
106-1-3,P,0,1,U,2,4424,2750,7180,7687,7687,915,<up>,<up>,1,1
106-1-3,P,0,1,U,2,8624,2750,11380,11889,11889,822,<up>,<up>,1,1
106-1-3,P,0,1,D,2,12723,1500,14228,14734,14735,975,<down>,<down>,1,1
106-1-3,P,0,-1,U,1,15723,1500,17226,17735,17736,789,<up>,<up>,1,1
106-1-3,P,0,1,R,2,18539,2750,21296,21802,21802,703,<right>,<right>,1,1
106-1-3,P,0,1,L,2,22524,1500,24029,24534,24534,651,<left>,<left>,1,1
106-1-3,P,0,-1,D,1,25206,3000,28210,28718,28718,744,<down>,<down>,1,1
106-1-3,P,0,1,U,1,29483,2250,31738,32244,32245,636,<up>,<up>,1,1
106-1-3,P,0,1,U,1,35580,2500,38086,38293,38294,589,<up>,<up>,1,1
106-1-3,P,0,1,U,1,38906,3250,42161,42367,42368,451,<up>,<up>,1,1
106-1-3,P,0,1,D,1,42837,2000,44843,45052,45052,701,<down>,<down>,1,1
106-1-3,P,0,1,U,1,45770,2000,47776,47982,47983,534,<up>,<up>,1,1
106-1-3,P,0,-1,D,2,48533,2000,50538,50746,50746,935,<down>,<up>,0,1
106-1-3,P,0,-1,D,1,51694,2000,53700,53906,53907,722,<down>,<down>,1,1
106-1-3,P,0,1,R,2,54641,2750,57395,57602,57603,783,<right>,<right>,1,1
106-1-3,P,0,-1,D,2,58403,2750,61159,61366,61366,689,<down>,<down>,1,1
106-1-3,T,1,-1,U,1,64117,3500,67622,67828,67829,664,<up>,<up>,1,1
106-1-3,T,2,-1,U,1,68505,2750,71260,71468,71468,668,<up>,<up>,1,1
106-1-3,T,3,-1,L,2,72152,2500,74658,74865,74865,676,<left>,<left>,1,1
106-1-3,T,4,1,U,1,75552,1750,77307,77513,77513,607,<up>,<up>,1,1
106-1-3,T,5,-1,U,1,78136,2250,80392,80599,80599,553,<up>,<up>,1,1
106-1-3,T,6,1,L,2,81168,2250,83423,83630,83630,929,<left>,<left>,1,1
106-1-3,T,7,1,U,2,84571,2500,87076,87282,87283,562,<up>,<up>,1,1
106-1-3,T,8,-1,U,1,87857,1500,89362,89569,89569,694,<up>,<up>,1,1
106-1-3,T,9,-1,R,1,90274,2500,92779,92985,92985,584,<right>,<right>,1,1
106-1-3,T,10,1,D,1,93581,3500,97087,97294,97294,694,<down>,<down>,1,1
106-1-3,T,11,-1,U,2,97999,1500,99504,99710,99710,730,<up>,<up>,1,1
106-1-3,T,12,1,R,1,100454,2000,102459,102666,102666,715,<right>,<right>,1,1
106-1-3,T,13,-1,D,1,103390,2750,106145,106354,106354,764,<down>,<down>,1,1
106-1-3,T,14,1,L,1,107132,1500,108638,108845,108846,668,<left>,<left>,1,1
106-1-3,T,15,1,R,1,109525,1500,111030,111236,111237,599,<right>,<right>,1,1
106-1-3,T,16,-1,L,2,111859,2250,114114,114320,114320,614,<left>,<left>,1,1
106-1-3,T,17,-1,D,2,114945,3500,118450,118656,118656,831,<down>,<down>,1,1
106-1-3,T,18,1,U,2,119501,2750,122257,122463,122464,749,<up>,<up>,1,1
106-1-3,T,19,1,D,1,123225,3500,126731,126937,126937,729,<down>,<down>,1,1
106-1-3,T,20,-1,R,2,127677,1750,129434,129640,129641,733,<right>,<right>,1,1
106-1-3,T,21,-1,L,1,130387,2500,132893,133099,133099,623,<left>,<left>,1,1
106-1-3,T,22,-1,R,2,133735,2250,135991,136198,136198,739,<right>,<right>,1,1
106-1-3,T,23,1,D,2,136951,3000,139957,140165,140165,872,<down>,<down>,1,1
106-1-3,T,24,-1,U,1,141047,2750,143804,144012,144012,618,<up>,<up>,1,1
106-1-3,T,25,1,R,2,144656,2250,146912,147118,147118,643,<right>,<right>,1,1
106-1-3,T,26,-1,R,2,147778,3000,150781,150988,150989,914,<right>,<right>,1,1
106-1-3,T,27,-1,R,1,151917,2000,153923,154131,154131,573,<right>,<right>,1,1
106-1-3,T,28,-1,L,1,154727,1750,156483,156690,156691,545,<left>,<left>,1,1
106-1-3,T,29,1,L,2,157253,1750,159009,159216,159217,856,<left>,<left>,1,1
106-1-3,T,30,-1,D,2,160084,2500,162589,162798,162798,912,<down>,<down>,1,1
106-1-3,T,31,-1,D,1,163719,3250,166974,167180,167180,819,<down>,<down>,1,1
106-1-3,T,32,-1,R,2,168015,3250,171270,171476,171477,812,<right>,<right>,1,1
106-1-3,T,33,1,L,1,172302,1500,173807,174013,174014,651,<left>,<left>,1,1
106-1-3,T,34,1,L,2,174675,2500,177181,177387,177388,882,<left>,<left>,1,1
106-1-3,T,35,-1,D,2,178285,2500,180791,180997,180998,902,<down>,<down>,1,1
106-1-3,T,36,-1,D,2,181918,2500,184424,184630,184630,895,<down>,<down>,1,1
106-1-3,T,37,-1,U,2,185536,2750,188291,188498,188498,761,<up>,<up>,1,1
106-1-3,T,38,1,R,2,189271,3500,192777,192983,192983,739,<right>,<right>,1,1
106-1-3,T,39,-1,D,2,193739,2500,196244,196450,196451,911,<down>,<down>,1,1
106-1-3,T,40,1,U,1,197375,2500,199881,200087,200088,693,<up>,<up>,1,1
106-1-3,T,41,-1,R,1,200791,3000,203797,204004,204004,584,<right>,<right>,1,1
106-1-3,T,42,-1,L,2,204602,3500,208108,208314,208314,745,<left>,<left>,1,1
106-1-3,T,43,1,L,1,209077,1750,210833,211040,211040,864,<left>,<left>,1,1
106-1-3,T,44,1,R,2,211925,3250,215180,215387,215387,848,<right>,<right>,1,1
106-1-3,T,45,-1,D,1,216252,2750,219006,219213,219213,868,<down>,<down>,1,1
106-1-3,T,46,-1,D,1,220091,2750,222847,223055,223055,729,<down>,<down>,1,1
106-1-3,T,47,1,L,1,223801,2000,225807,226013,226014,864,<left>,<left>,1,1
106-1-3,T,48,-1,L,2,226889,2500,229393,229602,229602,1674,<left>,<right>,0,1
106-1-3,T,49,-1,U,2,231287,1500,232793,232999,233000,702,<up>,<up>,1,1
