subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
115-2-4,P,0,-1,R,1,11075,1750,12832,13338,13339,568,<right>,<right>,1,1
115-2-4,P,0,1,U,2,13935,2750,16689,17197,17198,577,<up>,<up>,1,1
115-2-4,P,0,1,D,1,17796,2250,20052,20559,20560,697,<down>,<down>,1,1
115-2-4,P,0,-1,U,1,21280,2750,24035,24543,24544,571,<up>,<up>,1,1
115-2-4,P,0,1,L,1,25137,1500,26643,27149,27150,683,<left>,<left>,1,1
115-2-4,P,0,1,D,1,27850,3000,30856,31363,31363,740,<down>,<down>,1,1
115-2-4,P,0,1,L,2,32116,3000,35121,35629,35629,647,<left>,<left>,1,1
115-2-4,P,0,1,D,1,36293,2250,38548,39055,39055,754,<down>,<down>,1,1
115-2-4,P,0,-1,D,1,42074,1750,43830,44038,44038,569,<down>,<down>,1,1
115-2-4,P,0,-1,D,1,44624,3250,47880,48086,48086,606,<down>,<down>,1,1
115-2-4,P,0,-1,L,2,48706,3250,51963,52170,52170,570,<left>,<left>,1,1
115-2-4,P,0,-1,L,1,52755,2250,55011,55217,55218,493,<left>,<left>,1,1
115-2-4,P,0,-1,L,1,55731,3000,58736,58942,58943,483,<left>,<left>,1,1
115-2-4,P,0,1,R,2,59449,2500,61954,62160,62161,805,<right>,<right>,1,1
115-2-4,P,0,-1,R,1,62977,3500,66482,66688,66689,799,<right>,<right>,1,1
115-2-4,P,0,-1,D,1,67506,2750,70262,70468,70469,531,<down>,<down>,1,1
115-2-4,T,1,1,D,1,76484,3000,79489,79695,79695,625,<down>,<down>,1,1
115-2-4,T,2,-1,U,2,80329,1500,81833,82042,82042,725,<up>,<up>,1,1
115-2-4,T,3,1,D,2,82777,3500,86282,86488,86489,735,<down>,<down>,1,1
115-2-4,T,4,1,R,2,87238,3500,90744,90950,90951,607,<right>,<right>,1,1
115-2-4,T,5,-1,R,2,91573,1750,93329,93538,93538,661,<right>,<left>,0,1
115-2-4,T,6,1,L,1,94215,3500,97722,97930,97930,560,<left>,<left>,1,1
115-2-4,T,7,-1,U,2,98502,1750,100258,100465,100465,723,<up>,<up>,1,1
115-2-4,T,8,1,U,2,101200,3250,104455,104661,104662,660,<up>,<up>,1,1
115-2-4,T,9,1,L,2,105342,1750,107098,107304,107305,674,<left>,<left>,1,1
115-2-4,T,10,-1,U,2,107990,2250,110246,110452,110453,691,<up>,<up>,1,1
115-2-4,T,11,1,R,1,111156,1500,112661,112867,112867,1205,<right>,<left>,0,1
115-2-4,T,12,-1,R,2,114082,1750,115837,116045,116046,728,<right>,<right>,1,1
115-2-4,T,13,-1,D,1,116788,1500,118295,118503,118503,923,<down>,<down>,1,1
115-2-4,T,14,-1,R,2,119443,3500,122948,123156,123156,689,<right>,<right>,1,1
115-2-4,T,15,1,L,1,123857,2500,126363,126571,126571,536,<left>,<left>,1,1
115-2-4,T,16,-1,R,2,127121,2000,129126,129332,129333,790,<right>,<right>,1,1
115-2-4,T,17,1,U,1,130136,2250,132391,132597,132598,687,<up>,<up>,1,1
115-2-4,T,18,1,L,1,133297,2750,136051,136258,136258,541,<left>,<left>,1,1
115-2-4,T,19,1,U,2,136812,1500,138318,138526,138526,636,<up>,<up>,1,1
115-2-4,T,20,1,D,1,139174,2750,141930,142136,142136,690,<down>,<down>,1,1
115-2-4,T,21,-1,L,2,142840,3250,146097,146303,146304,947,<left>,<right>,0,1
115-2-4,T,22,-1,U,1,147262,2750,150018,150224,150225,680,<up>,<up>,1,1
115-2-4,T,23,-1,D,2,150915,3250,154171,154378,154378,817,<down>,<down>,1,1
115-2-4,T,24,1,R,1,155208,1750,156964,157171,157171,597,<right>,<right>,1,1
115-2-4,T,25,1,R,2,157784,2500,160289,160496,160497,593,<right>,<right>,1,1
115-2-4,T,26,1,U,2,161108,2250,163363,163571,163571,704,<up>,<up>,1,1
115-2-4,T,27,-1,L,2,164289,3250,167546,167753,167753,642,<left>,<left>,1,1
115-2-4,T,28,-1,L,2,168406,2500,170911,171117,171118,616,<left>,<left>,1,1
115-2-4,T,29,-1,L,1,171748,3500,175253,175462,175462,495,<left>,<left>,1,1
115-2-4,T,30,1,L,2,175978,3250,179233,179439,179440,666,<left>,<left>,1,1
115-2-4,T,31,-1,U,1,180115,2750,182871,183079,183079,498,<up>,<up>,1,1
115-2-4,T,32,-1,U,2,183605,2250,185860,186066,186067,572,<up>,<up>,1,1
115-2-4,T,33,-1,R,2,186650,2250,188906,189112,189113,574,<right>,<right>,1,1
115-2-4,T,34,1,L,1,189702,2000,191709,191915,191915,549,<left>,<left>,1,1
115-2-4,T,35,1,R,1,192475,3000,195480,195686,195687,607,<right>,<right>,1,1
115-2-4,T,36,1,L,1,196305,1500,197812,198020,198020,565,<left>,<left>,1,1
115-2-4,T,37,1,U,1,198601,2250,200856,201063,201063,649,<up>,<up>,1,1
115-2-4,T,38,1,U,1,201722,1500,203230,203439,203440,496,<up>,<up>,1,1
115-2-4,T,39,1,R,1,203963,2500,206469,206676,206676,524,<right>,<right>,1,1
115-2-4,T,40,-1,D,1,207218,3000,210224,210430,210430,542,<down>,<right>,0,0
115-2-4,T,41,1,D,1,210990,1750,212746,212952,212953,731,<down>,<down>,1,1
115-2-4,T,42,1,D,1,213700,1500,215206,215414,215414,476,<down>,<down>,1,1
115-2-4,T,43,-1,L,1,215906,1750,217662,217868,217869,640,<left>,<left>,1,1
115-2-4,T,44,-1,U,2,218527,3250,221782,221988,221989,674,<up>,<up>,1,1
115-2-4,T,45,1,U,1,222676,1500,224182,224389,224389,549,<up>,<up>,1,1
115-2-4,T,46,1,R,1,224948,2500,227454,227660,227661,569,<right>,<right>,1,1
115-2-4,T,47,-1,R,1,228242,2500,230747,230953,230954,471,<right>,<right>,1,1
115-2-4,T,48,-1,D,2,231441,2750,234197,234405,234405,686,<down>,<down>,1,1
115-2-4,T,49,-1,D,2,235101,2250,237357,237563,237564,554,<down>,<down>,1,1
115-2-4,T,50,1,L,2,238128,3500,241634,241840,241840,753,<left>,<left>,1,1
