subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
204-3-3,P,0,-1,D,1,5764,3500,9269,9777,9777,540,<down>,<down>,1,1
204-3-3,P,0,1,L,1,10335,3000,13341,13847,13848,581,<left>,<left>,1,1
204-3-3,P,0,-1,D,1,14455,2500,16961,17467,17468,485,<down>,<down>,1,1
204-3-3,P,0,1,L,1,17974,3500,21479,21987,21987,452,<left>,<left>,1,1
204-3-3,P,0,-1,D,2,22467,1500,23973,24479,24479,467,<down>,<down>,1,1
204-3-3,P,0,1,D,1,24972,2000,26977,27484,27484,505,<down>,<down>,1,1
204-3-3,P,0,1,D,1,28013,1750,29768,30274,30275,408,<down>,<down>,1,1
204-3-3,P,0,1,D,1,30708,1750,32464,32972,32972,479,<down>,<down>,1,1
204-3-3,P,0,-1,D,1,35751,2500,38256,38462,38463,474,<down>,<down>,1,1
204-3-3,P,0,-1,R,2,38955,3500,42460,42666,42666,633,<right>,<right>,1,1
204-3-3,P,0,1,L,1,43311,2500,45817,46024,46024,614,<left>,<left>,1,1
204-3-3,P,0,1,L,2,46647,3000,49652,49860,49861,632,<left>,<left>,1,1
204-3-3,P,0,-1,U,1,50503,2250,52759,52965,52965,622,<up>,<up>,1,1
204-3-3,P,0,1,D,1,53600,2000,55605,55811,55811,522,<down>,<down>,1,1
204-3-3,P,0,1,U,2,56347,1750,58103,58309,58310,661,<up>,<up>,1,1
204-3-3,P,0,1,D,1,58982,2500,61488,61694,61695,507,<down>,<down>,1,1
204-3-3,T,1,-1,R,2,64328,3000,67334,67541,67541,583,<right>,<right>,1,1
204-3-3,T,2,-1,R,1,68136,3500,71639,71845,71846,537,<right>,<right>,1,1
204-3-3,T,3,1,D,2,72396,2000,74401,74607,74608,596,<down>,<up>,0,1
204-3-3,T,4,1,R,1,75216,1750,76971,77177,77178,507,<right>,<right>,1,1
204-3-3,T,5,-1,U,2,77696,3250,80952,81158,81159,715,<up>,<up>,1,1
204-3-3,T,6,-1,U,1,81891,1750,83647,83853,83853,477,<up>,<up>,1,1
204-3-3,T,7,1,U,2,84349,2500,86855,87061,87061,641,<up>,<up>,1,1
204-3-3,T,8,-1,L,2,87714,1500,89219,89425,89425,772,<left>,<left>,1,1
204-3-3,T,9,-1,U,2,90213,1750,91969,92175,92175,666,<up>,<up>,1,1
204-3-3,T,10,-1,R,2,92854,2750,95610,95816,95816,597,<right>,<right>,1,1
