subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
114-2-1,4,1,PRACTICE,-25,1,4,0,0,9568,2,557,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-24,1,2,0,1,11015,2,497,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-23,1,3,1,0,12405,1,399,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-22,1,1,1,1,13749,1,426,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-21,1,3,1,0,15450,1,460,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-20,1,2,0,1,16823,2,407,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-19,1,1,1,1,18365,1,366,1,NA,0,0,0
114-2-1,4,1,PRACTICE,-18,1,4,0,0,20042,2,312,1,NA,0,0,0
114-2-1,4,1,TEST,1,1,4,0,0,21636,2,340,1,NA,0,0,0
114-2-1,4,1,TEST,2,1,2,0,1,23051,2,345,1,NA,0,0,0
114-2-1,4,1,TEST,3,1,3,1,0,24618,1,328,1,NA,0,0,0
114-2-1,4,1,TEST,4,1,1,1,1,26029,1,403,1,NA,0,0,0
114-2-1,4,1,TEST,5,1,2,0,1,27748,2,270,1,NA,0,0,0
114-2-1,4,1,TEST,6,1,4,0,0,29167,2,377,1,NA,0,0,0
114-2-1,4,1,TEST,7,1,1,1,1,30794,1,334,1,NA,0,0,0
114-2-1,4,1,TEST,8,1,3,1,0,32398,2,335,0,NA,0,0,0
114-2-1,4,1,TEST,9,1,1,1,1,34355,1,408,1,NA,0,0,0
114-2-1,4,1,TEST,10,1,3,1,0,36083,1,518,1,NA,0,0,0
114-2-1,4,1,TEST,11,1,2,0,1,37867,2,479,1,NA,0,0,0
114-2-1,4,1,TEST,12,1,4,0,0,39251,2,454,1,NA,0,0,0
114-2-1,4,1,TEST,13,1,3,1,0,40755,1,388,1,NA,0,0,0
114-2-1,4,1,TEST,14,1,2,0,1,42266,2,382,1,NA,0,0,0
114-2-1,4,1,TEST,15,1,1,1,1,43688,1,394,1,NA,0,0,0
114-2-1,4,1,TEST,16,1,4,0,0,45208,2,396,1,NA,0,0,0
114-2-1,4,1,TEST,17,1,1,1,1,46495,1,399,1,NA,0,0,0
114-2-1,4,1,TEST,18,1,2,0,1,47980,2,291,1,NA,0,0,0
114-2-1,4,1,TEST,19,1,3,1,0,49387,1,414,1,NA,0,0,0
114-2-1,4,1,TEST,20,1,4,0,0,51029,2,334,1,NA,0,0,0
114-2-1,4,1,TEST,21,1,2,0,1,52198,2,512,1,NA,0,0,0
114-2-1,4,1,TEST,22,1,1,1,1,53549,1,446,1,NA,0,0,0
114-2-1,4,1,TEST,23,1,4,0,0,55236,2,378,1,NA,0,0,0
114-2-1,4,1,TEST,24,1,3,1,0,56493,1,492,1,NA,0,0,0
114-2-1,4,1,TEST,25,1,1,1,1,57866,1,425,1,NA,0,0,0
114-2-1,4,2,PRACTICE,-25,2,1,1,1,63190,NA,0,0,9,604,1,0
114-2-1,4,2,PRACTICE,-24,2,3,1,0,65088,NA,0,0,0,396,1,0
114-2-1,4,2,PRACTICE,-23,2,4,0,0,66493,NA,0,0,0,450,1,0
114-2-1,4,2,PRACTICE,-22,2,2,0,1,68167,NA,0,0,9,376,1,0
114-2-1,4,2,PRACTICE,-21,2,1,1,1,69657,NA,0,0,9,362,1,0
114-2-1,4,2,PRACTICE,-20,2,4,0,0,71195,NA,0,0,0,376,1,0
114-2-1,4,2,PRACTICE,-19,2,2,0,1,72657,NA,0,0,9,350,1,0
114-2-1,4,2,PRACTICE,-18,2,3,1,0,74031,NA,0,0,0,410,1,0
114-2-1,4,2,TEST,1,2,1,1,1,75594,NA,0,0,9,346,1,0
114-2-1,4,2,TEST,2,2,2,0,1,77258,NA,0,0,9,354,1,0
114-2-1,4,2,TEST,3,2,4,0,0,78810,NA,0,0,0,445,1,0
114-2-1,4,2,TEST,4,2,3,1,0,80293,NA,0,0,0,460,1,0
114-2-1,4,2,TEST,5,2,4,0,0,81791,NA,0,0,0,452,1,0
114-2-1,4,2,TEST,6,2,2,0,1,83130,NA,0,0,9,397,1,0
114-2-1,4,2,TEST,7,2,1,1,1,84840,NA,0,0,9,308,1,0
114-2-1,4,2,TEST,8,2,3,1,0,85993,NA,0,0,0,429,1,0
114-2-1,4,2,TEST,9,2,2,0,1,87403,NA,0,0,9,426,1,0
114-2-1,4,2,TEST,10,2,1,1,1,89062,NA,0,0,9,325,1,0
114-2-1,4,2,TEST,11,2,4,0,0,90539,NA,0,0,0,449,1,0
114-2-1,4,2,TEST,12,2,3,1,0,92084,NA,0,0,0,410,1,0
114-2-1,4,2,TEST,13,2,4,0,0,93676,NA,0,0,0,292,1,0
114-2-1,4,2,TEST,14,2,3,1,0,94871,NA,0,0,0,432,1,0
114-2-1,4,2,TEST,15,2,1,1,1,96612,NA,0,0,9,254,1,0
114-2-1,4,2,TEST,16,2,2,0,1,97972,NA,0,0,9,378,1,0
114-2-1,4,2,TEST,17,2,4,0,0,99606,NA,0,0,0,363,1,0
114-2-1,4,2,TEST,18,2,2,0,1,101223,NA,0,0,9,402,1,0
114-2-1,4,2,TEST,19,2,3,1,0,102555,NA,0,0,0,511,1,0
114-2-1,4,2,TEST,20,2,1,1,1,104107,NA,0,0,9,457,1,0
114-2-1,4,2,TEST,21,2,3,1,0,105665,NA,0,0,0,515,1,0
114-2-1,4,2,TEST,22,2,4,0,0,107272,NA,0,0,0,369,1,0
114-2-1,4,2,TEST,23,2,1,1,1,108492,NA,0,0,9,433,1,0
114-2-1,4,2,TEST,24,2,2,0,1,109785,NA,0,0,9,482,1,0
114-2-1,4,2,TEST,25,2,1,1,1,111494,NA,0,0,9,300,1,0
114-2-1,4,3,PRACTICE,-25,3,2,0,1,116893,2,896,1,9,872,1,0
114-2-1,4,3,PRACTICE,-24,3,3,1,0,118709,1,430,1,0,458,1,0
114-2-1,4,3,PRACTICE,-23,3,4,0,0,120019,2,632,1,0,644,1,0
114-2-1,4,3,PRACTICE,-22,3,1,1,1,121796,1,364,1,9,360,1,0
114-2-1,4,3,PRACTICE,-21,3,2,0,1,123283,2,384,1,9,404,1,0
114-2-1,4,3,PRACTICE,-20,3,4,0,0,124876,2,583,1,0,539,1,0
114-2-1,4,3,PRACTICE,-19,3,1,1,1,126637,1,311,1,9,297,1,0
114-2-1,4,3,PRACTICE,-18,3,3,1,0,127953,1,475,1,0,501,1,0
114-2-1,4,3,TEST,1,3,1,1,1,129693,1,487,1,9,482,1,0
114-2-1,4,3,TEST,2,3,3,1,0,131041,1,742,1,0,746,1,0
114-2-1,4,3,TEST,3,3,2,0,1,132730,2,486,1,9,476,1,0
114-2-1,4,3,TEST,4,3,4,0,0,134101,2,497,1,0,509,1,0
114-2-1,4,3,TEST,5,3,3,1,0,135665,1,478,1,0,573,1,0
114-2-1,4,3,TEST,6,3,4,0,0,137418,2,533,1,0,519,1,0
114-2-1,4,3,TEST,7,3,1,1,1,139276,1,419,1,9,407,1,0
114-2-1,4,3,TEST,8,3,2,0,1,140935,2,426,1,9,422,1,0
114-2-1,4,3,TEST,9,3,3,1,0,142245,1,495,1,0,484,1,0
114-2-1,4,3,TEST,10,3,4,0,0,144000,2,504,1,0,500,1,0
114-2-1,4,3,TEST,11,3,2,0,1,145640,2,464,1,9,444,1,0
114-2-1,4,3,TEST,12,3,1,1,1,147094,1,455,1,9,459,1,0
114-2-1,4,3,TEST,13,3,2,0,1,148764,2,401,1,9,393,1,0
114-2-1,4,3,TEST,14,3,3,1,0,150319,1,564,1,0,582,1,0
114-2-1,4,3,TEST,15,3,1,1,1,151757,1,538,1,9,542,1,0
114-2-1,4,3,TEST,16,3,4,0,0,153206,2,434,1,0,421,1,0
114-2-1,4,3,TEST,17,3,2,0,1,154942,2,398,1,9,402,1,0
114-2-1,4,3,TEST,18,3,3,1,0,156502,1,396,1,0,393,1,0
114-2-1,4,3,TEST,19,3,1,1,1,158047,1,501,1,9,497,1,0
114-2-1,4,3,TEST,20,3,4,0,0,159746,2,347,1,0,343,1,0
114-2-1,4,3,TEST,21,3,1,1,1,161297,1,436,1,9,458,1,0
114-2-1,4,3,TEST,22,3,3,1,0,163078,1,516,1,0,520,1,0
114-2-1,4,3,TEST,23,3,2,0,1,164626,2,367,1,9,359,1,0
114-2-1,4,3,TEST,24,3,4,0,0,166020,2,410,1,0,406,1,0
114-2-1,4,3,TEST,25,3,2,0,1,167477,2,530,1,9,520,1,0
