subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
206-3-1,P,0,-1,L,2,3164,3500,6669,7175,7175,475,<left>,<left>,1,1
206-3-1,P,0,1,R,1,7673,2000,9679,10185,10185,408,<right>,<right>,1,1
206-3-1,P,0,1,L,2,10602,3250,13857,14363,14363,575,<left>,<left>,1,1
206-3-1,P,0,1,D,1,14955,1500,16459,16966,16967,422,<down>,<down>,1,1
206-3-1,P,0,1,R,2,17411,3250,20667,21174,21174,533,<right>,<right>,1,1
206-3-1,P,0,1,L,1,21735,3500,25241,25748,25748,454,<left>,<left>,1,1
206-3-1,P,0,-1,R,1,26223,3500,29728,30233,30234,411,<right>,<right>,1,1
206-3-1,P,0,-1,U,2,30665,2500,33170,33676,33676,465,<up>,<up>,1,1
206-3-1,P,0,1,D,2,43783,2250,46038,46243,46244,519,<down>,<down>,1,1
206-3-1,P,0,-1,L,2,46775,2750,49531,49737,49737,471,<left>,<left>,1,1
206-3-1,P,0,-1,R,1,50223,1750,51977,52182,52183,468,<right>,<right>,1,1
206-3-1,P,0,1,U,1,52668,2000,54672,54877,54877,437,<up>,<up>,1,1
206-3-1,P,0,-1,R,2,55333,2000,57337,57544,57544,550,<right>,<right>,1,1
206-3-1,P,0,-1,L,1,58110,3250,61365,61572,61572,489,<left>,<left>,1,1
206-3-1,P,0,1,L,2,62074,2250,64329,64534,64534,589,<left>,<left>,1,1
206-3-1,P,0,-1,U,2,65136,2750,67890,68096,68096,593,<up>,<up>,1,1
206-3-1,T,1,1,U,1,71748,1500,73253,73458,73459,450,<up>,<up>,1,1
206-3-1,T,2,1,L,2,73919,1500,75425,75632,75632,498,<left>,<left>,1,1
206-3-1,T,3,-1,R,1,76145,3500,79650,79855,79856,549,<right>,<right>,1,1
206-3-1,T,4,-1,U,2,80418,3250,83673,83878,83879,552,<up>,<up>,1,1
206-3-1,T,5,-1,R,2,84448,1500,85953,86160,86160,457,<right>,<right>,1,1
206-3-1,T,6,1,U,1,86632,3250,89886,90092,90092,458,<up>,<up>,1,1
206-3-1,T,7,-1,D,2,90567,3250,93822,94028,94028,565,<down>,<down>,1,1
206-3-1,T,8,1,D,1,94607,3000,97611,97818,97819,501,<down>,<down>,1,1
206-3-1,T,9,1,D,1,98332,1750,100087,100294,100294,472,<down>,<down>,1,1
206-3-1,T,10,1,U,1,100781,2500,103286,103492,103493,487,<up>,<up>,1,1
206-3-1,T,11,1,R,1,103991,2000,105996,106203,106203,443,<right>,<right>,1,1
206-3-1,T,12,-1,R,1,106663,2500,109169,109376,109376,485,<right>,<right>,1,1
206-3-1,T,13,-1,L,2,109876,2000,111880,112087,112088,560,<left>,<left>,1,1
206-3-1,T,14,1,U,2,112658,2750,115413,115620,115620,467,<up>,<up>,1,1
206-3-1,T,15,-1,L,2,116099,3000,119105,119312,119312,502,<left>,<left>,1,1
206-3-1,T,16,-1,L,2,119829,3250,123084,123290,123290,584,<left>,<left>,1,1
206-3-1,T,17,1,L,2,123889,1500,125394,125599,125600,661,<left>,<left>,1,1
206-3-1,T,18,-1,R,1,126273,3250,129527,129732,129733,512,<right>,<right>,1,1
206-3-1,T,19,1,U,2,130257,3250,133512,133717,133718,565,<up>,<up>,1,1
