subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
110-1-2,P,0,-1,D,2,8270,3500,11776,12284,12284,778,<down>,<down>,1,1
110-1-2,P,0,1,D,2,13083,2750,15841,16349,16349,770,<down>,<down>,1,1
110-1-2,P,0,-1,D,2,17133,2250,19389,19898,19898,576,<down>,<down>,1,1
110-1-2,P,0,1,U,2,20498,2500,23003,23508,23509,628,<up>,<up>,1,1
110-1-2,P,0,1,U,1,24161,3500,27667,28173,28174,492,<up>,<up>,1,1
110-1-2,P,0,-1,U,2,28689,3000,31695,32201,32202,553,<up>,<up>,1,1
110-1-2,P,0,1,R,1,32779,1750,34535,35042,35042,534,<right>,<right>,1,1
110-1-2,P,0,1,L,1,35599,1500,37105,37612,37612,721,<left>,<left>,1,1
110-1-2,P,0,1,D,2,42490,3500,45995,46202,46202,580,<down>,<down>,1,1
110-1-2,P,0,-1,D,2,46798,2000,48803,49010,49010,685,<down>,<down>,1,1
110-1-2,P,0,1,D,2,49709,3250,52964,53170,53171,728,<down>,<down>,1,1
110-1-2,P,0,-1,R,2,53919,1750,55674,55880,55881,704,<right>,<right>,1,1
110-1-2,P,0,-1,D,2,56602,1500,58108,58315,58316,641,<down>,<down>,1,1
110-1-2,P,0,1,R,2,58970,2500,61475,61684,61684,622,<right>,<right>,1,1
110-1-2,P,0,-1,R,2,62330,3000,65335,65541,65541,733,<right>,<right>,1,1
110-1-2,P,0,1,R,2,66292,2750,69048,69255,69256,724,<right>,<right>,1,1
110-1-2,T,1,-1,L,2,72915,1500,74420,74626,74627,713,<left>,<left>,1,1
110-1-2,T,2,-1,L,2,75357,2250,77612,77818,77818,554,<left>,<left>,1,1
110-1-2,T,3,1,D,2,78387,3000,81392,81598,81599,717,<down>,<down>,1,1
110-1-2,T,4,-1,R,1,82334,1500,83839,84047,84048,698,<right>,<right>,1,1
110-1-2,T,5,-1,R,2,84758,2750,87513,87719,87720,621,<right>,<right>,1,1
110-1-2,T,6,-1,R,2,88359,3500,91864,92073,92073,635,<right>,<right>,1,1
110-1-2,T,7,1,U,1,92718,2250,94973,95179,95180,644,<up>,<up>,1,1
110-1-2,T,8,-1,D,1,95839,3000,98845,99053,99054,642,<down>,<down>,1,1
110-1-2,T,9,1,L,1,99713,3000,102719,102925,102926,649,<left>,<left>,1,1
110-1-2,T,10,-1,R,1,103595,2500,106100,106308,106308,613,<right>,<right>,1,1
110-1-2,T,11,-1,L,1,106935,3500,110440,110646,110647,640,<left>,<left>,1,1
110-1-2,T,12,-1,R,2,111301,3500,114807,115013,115014,688,<right>,<right>,1,1
110-1-2,T,13,1,L,2,115718,1750,117475,117681,117681,643,<left>,<left>,1,1
110-1-2,T,14,1,L,2,118337,2000,120342,120548,120548,546,<left>,<left>,1,1
110-1-2,T,15,-1,U,2,121104,2750,123859,124065,124065,565,<up>,<up>,1,1
110-1-2,T,16,1,U,2,124645,3000,127650,127856,127857,622,<up>,<up>,1,1
110-1-2,T,17,1,D,2,128492,3000,131498,131704,131704,796,<down>,<down>,1,1
110-1-2,T,18,-1,R,2,132517,2500,135023,135231,135232,695,<right>,<right>,1,1
110-1-2,T,19,-1,R,2,135946,2500,138452,138660,138660,671,<right>,<right>,1,1
110-1-2,T,20,1,U,2,139346,2500,141852,142059,142059,661,<up>,<up>,1,1
110-1-2,T,21,-1,R,2,142737,3000,145743,145950,145951,731,<right>,<right>,1,1
110-1-2,T,22,-1,L,1,146699,2000,148705,148911,148911,682,<left>,<left>,1,1
110-1-2,T,23,-1,D,2,149617,3500,153123,153330,153330,806,<down>,<down>,1,1
110-1-2,T,24,-1,R,1,154155,2750,156911,157117,157118,668,<right>,<right>,1,1
110-1-2,T,25,-1,L,1,157805,2000,159810,160016,160017,596,<left>,<left>,1,1
110-1-2,T,26,-1,D,2,160636,2250,162892,163098,163099,764,<down>,<down>,1,1
110-1-2,T,27,1,U,2,163878,3000,166885,167091,167091,643,<up>,<up>,1,1
110-1-2,T,28,1,L,1,167753,2500,170258,170464,170465,611,<left>,<left>,1,1
110-1-2,T,29,1,L,1,171093,3000,174098,174306,174306,687,<left>,<left>,1,1
110-1-2,T,30,1,R,1,175008,3500,178514,178721,178721,688,<right>,<right>,1,1
110-1-2,T,31,-1,L,1,179424,2750,182181,182387,182387,631,<left>,<left>,1,1
110-1-2,T,32,-1,D,1,183033,2750,185789,185995,185996,713,<down>,<down>,1,1
110-1-2,T,33,1,L,2,186722,1500,188228,188435,188435,810,<left>,<left>,1,1
110-1-2,T,34,-1,U,2,189258,1500,190764,190970,190971,651,<up>,<up>,1,1
110-1-2,T,35,-1,D,2,191642,2500,194148,194354,194355,757,<down>,<down>,1,1
110-1-2,T,36,-1,L,1,195124,1750,196879,197086,197086,671,<left>,<left>,1,1
110-1-2,T,37,-1,L,1,197779,1500,199285,199491,199491,672,<left>,<left>,1,1
110-1-2,T,38,1,U,1,200187,2250,202443,202649,202650,708,<up>,<up>,1,1
110-1-2,T,39,-1,U,1,203374,1750,205129,205335,205336,612,<up>,<up>,1,1
110-1-2,T,40,-1,D,2,205966,2500,208472,208679,208679,735,<down>,<down>,1,1
110-1-2,T,41,-1,D,2,209429,1500,210935,211142,211142,739,<down>,<down>,1,1
110-1-2,T,42,-1,U,2,211895,2000,213901,214108,214109,650,<up>,<up>,1,1
110-1-2,T,43,-1,U,1,214772,2000,216777,216984,216984,623,<up>,<up>,1,1
110-1-2,T,44,1,D,2,217622,3500,221128,221335,221336,844,<down>,<down>,1,1
110-1-2,T,45,-1,R,2,222199,3250,225455,225662,225662,745,<right>,<right>,1,1
110-1-2,T,46,-1,R,2,226425,1500,227930,228136,228137,762,<right>,<right>,1,1
110-1-2,T,47,-1,D,2,228916,2750,231671,231878,231878,636,<down>,<down>,1,1
110-1-2,T,48,-1,R,2,232528,2250,234784,234990,234991,649,<right>,<right>,1,1
110-1-2,T,49,1,U,1,235655,2750,238409,238615,238615,920,<up>,<up>,1,1
110-1-2,T,50,1,R,2,239549,3500,243055,243261,243262,1087,<right>,<right>,1,1
