subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
103-1-2,P,0,-1,L,2,24025,1750,25781,26286,26287,991,<left>,<left>,1,1
103-1-2,P,0,-1,R,1,27296,1500,28801,29307,29308,833,<right>,<right>,1,1
103-1-2,P,0,-1,U,1,30157,3000,33163,33669,33670,721,<up>,<up>,1,1
103-1-2,P,0,-1,L,2,34407,2000,36412,36918,36919,721,<left>,<left>,1,1
103-1-2,P,0,-1,L,1,37654,2750,40409,40915,40916,621,<left>,<left>,1,1
103-1-2,P,0,-1,L,2,41551,2750,44306,44812,44813,618,<left>,<left>,1,1
103-1-2,P,0,-1,D,2,45449,3250,48704,49209,49209,837,<down>,<down>,1,1
103-1-2,P,0,1,L,1,50062,2000,52067,52573,52574,737,<left>,<left>,1,1
103-1-2,P,0,1,D,2,57957,2000,59963,60168,60169,723,<down>,<down>,1,1
103-1-2,P,0,1,D,1,60907,2000,62913,63120,63120,578,<down>,<down>,1,1
103-1-2,P,0,-1,R,1,63711,3250,66965,67172,67173,779,<right>,<right>,1,1
103-1-2,P,0,-1,L,2,67965,1500,69471,69678,69678,666,<left>,<left>,1,1
103-1-2,P,0,-1,D,1,70355,1500,71860,72067,72067,632,<down>,<down>,1,1
103-1-2,P,0,-1,U,1,72716,2500,75221,75428,75428,603,<up>,<up>,1,1
103-1-2,P,0,1,R,2,76045,2000,78050,78257,78257,688,<right>,<right>,1,1
103-1-2,P,0,1,R,1,78958,1500,80464,80671,80671,570,<right>,<right>,1,1
103-1-2,T,1,1,D,2,85184,2250,87440,87647,87647,785,<down>,<down>,1,1
103-1-2,T,2,-1,L,1,88443,1750,90197,90405,90405,615,<left>,<left>,1,1
103-1-2,T,3,-1,D,2,91038,1500,92543,92749,92750,783,<down>,<down>,1,1
103-1-2,T,4,1,D,1,93546,2000,95551,95756,95757,652,<down>,<down>,1,1
103-1-2,T,5,-1,R,2,96422,2500,98929,99136,99136,833,<right>,<right>,1,1
103-1-2,T,6,1,U,1,99982,3000,102988,103195,103195,753,<up>,<up>,1,1
103-1-2,T,7,1,L,1,103961,2250,106215,106421,106422,656,<left>,<left>,1,1
103-1-2,T,8,1,D,1,107094,3000,110098,110305,110306,580,<down>,<down>,1,1
103-1-2,T,9,1,D,2,110905,1500,112410,112617,112618,634,<down>,<down>,1,1
103-1-2,T,10,1,D,1,113265,2000,115270,115475,115475,561,<down>,<down>,1,1
103-1-2,T,11,-1,U,2,116049,3000,119055,119262,119262,702,<up>,<up>,1,1
103-1-2,T,12,1,R,2,119978,3000,122983,123189,123190,652,<right>,<right>,1,1
103-1-2,T,13,1,L,1,123856,1750,125610,125815,125816,697,<left>,<left>,1,1
103-1-2,T,14,1,L,1,126528,2750,129283,129490,129490,620,<left>,<left>,1,1
103-1-2,T,15,1,U,2,130124,1500,131629,131834,131834,726,<up>,<up>,1,1
103-1-2,T,16,-1,L,2,132573,2500,135078,135285,135285,573,<left>,<left>,1,1
103-1-2,T,17,-1,U,2,135872,1750,137627,137834,137834,684,<up>,<up>,1,1
103-1-2,T,18,-1,U,1,138535,2000,140540,140746,140746,587,<up>,<up>,1,1
103-1-2,T,19,1,D,2,141348,2500,143854,144061,144061,858,<down>,<down>,1,1
103-1-2,T,20,1,D,2,144932,2000,146938,147144,147145,604,<down>,<down>,1,1
103-1-2,T,21,-1,D,2,147766,1750,149520,149727,149728,1524,<down>,<up>,0,1
103-1-2,T,22,1,D,2,151267,2500,153773,153980,153980,656,<down>,<down>,1,1
103-1-2,T,23,-1,R,1,154651,2000,156657,156864,156864,659,<right>,<right>,1,1
