subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
102-4-1,4,1,PRACTICE,-25,1,3,1,0,9613,1,500,1,NA,0,0,0
102-4-1,4,1,PRACTICE,-24,1,2,0,1,11300,2,304,1,NA,0,0,0
102-4-1,4,1,PRACTICE,-23,1,4,0,0,12773,1,233,0,NA,0,0,0
102-4-1,4,1,PRACTICE,-22,1,1,1,1,14723,1,395,1,NA,0,0,0
102-4-1,4,1,PRACTICE,-21,1,1,1,1,15978,1,445,1,NA,0,0,0
102-4-1,4,1,PRACTICE,-20,1,4,0,0,17330,2,368,1,NA,0,0,0
102-4-1,4,1,PRACTICE,-19,1,3,1,0,18807,1,401,1,NA,0,0,0
102-4-1,4,1,PRACTICE,-18,1,2,0,1,20142,2,384,1,NA,0,0,0
102-4-1,4,1,TEST,1,1,3,1,0,21703,1,484,1,NA,0,0,0
102-4-1,4,1,TEST,2,1,2,0,1,23282,2,495,1,NA,0,0,0
102-4-1,4,1,TEST,3,1,1,1,1,24932,1,414,1,NA,0,0,0
102-4-1,4,1,TEST,4,1,4,0,0,26309,2,404,1,NA,0,0,0
102-4-1,4,1,TEST,5,1,2,0,1,27910,2,427,1,NA,0,0,0
102-4-1,4,1,TEST,6,1,4,0,0,29406,2,472,1,NA,0,0,0
102-4-1,4,1,TEST,7,1,3,1,0,30852,1,497,1,NA,0,0,0
102-4-1,4,1,TEST,8,1,1,1,1,32632,1,463,1,NA,0,0,0
102-4-1,4,1,TEST,9,1,2,0,1,34056,2,455,1,NA,0,0,0
102-4-1,4,1,TEST,10,1,4,0,0,35483,2,443,1,NA,0,0,0
102-4-1,4,1,TEST,11,1,1,1,1,36779,2,268,0,NA,0,0,0
102-4-1,4,1,TEST,12,1,3,1,0,38806,1,407,1,NA,0,0,0
102-4-1,4,1,TEST,13,1,1,1,1,40256,1,382,1,NA,0,0,0
102-4-1,4,1,TEST,14,1,4,0,0,41891,2,430,1,NA,0,0,0
102-4-1,4,1,TEST,15,1,2,0,1,43198,2,373,1,NA,0,0,0
102-4-1,4,1,TEST,16,1,3,1,0,44722,2,419,0,NA,0,0,0
102-4-1,4,1,TEST,17,1,2,0,1,46561,2,528,1,NA,0,0,0
102-4-1,4,1,TEST,18,1,1,1,1,48090,1,468,1,NA,0,0,0
102-4-1,4,1,TEST,19,1,4,0,0,49838,2,361,1,NA,0,0,0
102-4-1,4,1,TEST,20,1,3,1,0,51204,1,281,1,NA,0,0,0
102-4-1,4,1,TEST,21,1,4,0,0,52532,2,318,1,NA,0,0,0
102-4-1,4,1,TEST,22,1,3,1,0,53751,1,309,1,NA,0,0,0
102-4-1,4,1,TEST,23,1,2,0,1,55383,2,323,1,NA,0,0,0
102-4-1,4,1,TEST,24,1,1,1,1,56803,1,277,1,NA,0,0,0
102-4-1,4,1,TEST,25,1,3,1,0,57914,2,365,0,NA,0,0,0
102-4-1,4,2,PRACTICE,-25,2,3,1,0,64078,NA,0,0,0,667,1,0
102-4-1,4,2,PRACTICE,-24,2,4,0,0,65985,NA,0,0,0,483,1,0
102-4-1,4,2,PRACTICE,-23,2,2,0,1,67422,NA,0,0,9,498,1,0
102-4-1,4,2,PRACTICE,-22,2,1,1,1,69011,NA,0,0,9,484,1,0
102-4-1,4,2,PRACTICE,-21,2,3,1,0,70582,NA,0,0,0,295,1,0
102-4-1,4,2,PRACTICE,-20,2,1,1,1,71740,NA,0,0,9,328,1,0
102-4-1,4,2,PRACTICE,-19,2,4,0,0,73137,NA,0,0,0,269,1,0
102-4-1,4,2,PRACTICE,-18,2,2,0,1,74512,NA,0,0,9,290,1,0
102-4-1,4,2,TEST,1,2,2,0,1,75795,NA,0,0,0,255,0,0
102-4-1,4,2,TEST,2,2,4,0,0,77816,NA,0,0,0,426,1,0
102-4-1,4,2,TEST,3,2,1,1,1,79367,NA,0,0,9,318,1,0
102-4-1,4,2,TEST,4,2,3,1,0,80512,NA,0,0,0,364,1,0
102-4-1,4,2,TEST,5,2,2,0,1,82057,NA,0,0,9,347,1,0
102-4-1,4,2,TEST,6,2,4,0,0,83463,NA,0,0,9,393,0,0
