subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
115-3-4,P,0,1,R,2,2651,1500,4158,4664,4664,535,<right>,<right>,1,1
115-3-4,P,0,1,L,2,5222,3250,8477,8984,8985,698,<left>,<left>,1,1
115-3-4,P,0,1,L,2,9711,1750,11468,11974,11974,520,<left>,<left>,1,1
115-3-4,P,0,1,R,1,12515,3250,15770,16277,16278,550,<right>,<right>,1,1
115-3-4,P,0,1,D,1,16849,3250,20104,20611,20612,684,<down>,<down>,1,1
115-3-4,P,0,1,D,2,21314,1500,22819,23326,23326,570,<down>,<down>,1,1
115-3-4,P,0,-1,U,1,23923,2000,25929,26434,26435,554,<up>,<up>,1,1
115-3-4,P,0,1,U,1,27008,2500,29513,30019,30020,660,<up>,<up>,1,1
115-3-4,P,0,-1,R,1,35153,2750,37909,38115,38115,604,<right>,<right>,1,1
115-3-4,P,0,1,L,1,38730,3250,41987,42194,42195,516,<left>,<left>,1,1
115-3-4,P,0,-1,D,1,42723,3250,45979,46188,46188,553,<down>,<down>,1,1
115-3-4,P,0,1,R,2,46754,2250,49010,49217,49217,570,<right>,<right>,1,1
115-3-4,P,0,-1,R,2,49800,2750,52555,52762,52762,479,<right>,<left>,0,1
115-3-4,P,0,-1,D,2,53256,3500,56762,56968,56969,685,<down>,<down>,1,1
115-3-4,P,0,1,U,2,57668,2250,59923,60129,60130,636,<up>,<up>,1,1
115-3-4,P,0,1,D,1,60779,2500,63285,63491,63492,619,<down>,<down>,1,1
115-3-4,T,1,1,U,2,65615,3000,68621,68829,68829,613,<up>,<up>,1,1
115-3-4,T,2,1,R,2,69453,2250,71709,71915,71916,672,<right>,<right>,1,1
115-3-4,T,3,1,R,1,72606,2500,75111,75317,75318,539,<right>,<right>,1,1
115-3-4,T,4,1,R,1,75869,1500,77374,77580,77581,564,<right>,<right>,1,1
115-3-4,T,5,-1,D,1,78165,2000,80170,80379,80379,618,<down>,<down>,1,1
115-3-4,T,6,-1,R,2,81009,2500,83514,83720,83721,701,<right>,<right>,1,1
115-3-4,T,7,-1,R,2,84440,3500,87946,88155,88155,711,<right>,<right>,1,1
115-3-4,T,8,-1,D,2,88875,2000,90881,91090,91090,748,<down>,<down>,1,1
115-3-4,T,9,-1,D,1,91852,3500,95358,95564,95565,637,<down>,<down>,1,1
115-3-4,T,10,1,R,2,96218,2250,98475,98682,98683,593,<right>,<right>,1,1
115-3-4,T,11,-1,R,2,99292,3500,102798,103004,103005,664,<right>,<right>,1,1
115-3-4,T,12,-1,U,1,103681,2750,106437,106644,106645,608,<up>,<up>,1,1
115-3-4,T,13,-1,U,2,107266,3500,110773,110979,110980,643,<up>,<up>,1,1
115-3-4,T,14,1,D,1,111632,3000,114637,114845,114845,578,<down>,<down>,1,1
115-3-4,T,15,1,D,2,115437,3250,118693,118901,118901,603,<down>,<down>,1,1
115-3-4,T,16,1,R,2,119516,1750,121272,121478,121479,616,<right>,<right>,1,1
115-3-4,T,17,-1,R,2,122108,2250,124363,124571,124571,508,<right>,<right>,1,1
115-3-4,T,18,-1,D,2,125094,2250,127350,127556,127557,572,<down>,<down>,1,1
115-3-4,T,19,-1,D,1,128141,1750,129896,130102,130102,406,<down>,<down>,1,1
115-3-4,T,20,-1,L,2,130532,1750,132286,132493,132493,511,<left>,<right>,0,1
115-3-4,T,21,1,U,1,133017,2500,135523,135729,135730,621,<up>,<up>,1,1
115-3-4,T,22,1,R,1,136363,2500,138869,139075,139076,637,<right>,<right>,1,1
115-3-4,T,23,1,U,2,139725,1750,141480,141687,141687,591,<up>,<up>,1,1
115-3-4,T,24,1,U,1,142294,2000,144299,144505,144506,608,<up>,<up>,1,1
115-3-4,T,25,1,U,1,145133,2000,147138,147344,147344,594,<up>,<up>,1,1
115-3-4,T,26,-1,R,1,147952,2500,150457,150664,150664,643,<right>,<right>,1,1
115-3-4,T,27,1,R,2,151318,1750,153073,153279,153280,562,<right>,<right>,1,1
115-3-4,T,28,1,R,1,153860,3250,157116,157324,157325,527,<right>,<right>,1,1
115-3-4,T,29,-1,D,2,157862,2750,160617,160823,160824,896,<down>,<down>,1,1
115-3-4,T,30,-1,U,2,161733,2500,164238,164444,164445,716,<up>,<up>,1,1
115-3-4,T,31,1,L,1,165171,1750,166925,167134,167134,522,<left>,<right>,0,1
115-3-4,T,32,1,U,2,167675,2750,170431,170638,170638,566,<up>,<up>,1,1
115-3-4,T,33,-1,L,1,171215,1500,172721,172927,172927,587,<left>,<left>,1,1
115-3-4,T,34,1,U,1,173524,3250,176781,176989,176989,533,<up>,<up>,1,1
115-3-4,T,35,1,U,2,177535,2750,180290,180497,180497,566,<up>,<up>,1,1
115-3-4,T,36,1,R,2,181087,2750,183843,184049,184050,645,<right>,<right>,1,1
115-3-4,T,37,-1,D,1,184707,2750,187463,187669,187669,686,<down>,<down>,1,1
115-3-4,T,38,1,D,1,188368,1750,190123,190329,190330,572,<down>,<down>,1,1
115-3-4,T,39,-1,R,1,190915,2500,193421,193627,193627,550,<right>,<right>,1,1
115-3-4,T,40,-1,R,1,194187,1500,195693,195900,195901,584,<right>,<right>,1,1
115-3-4,T,41,1,D,2,196496,3000,199502,199708,199708,751,<down>,<down>,1,1
115-3-4,T,42,1,D,2,200472,2000,202477,202683,202684,632,<down>,<down>,1,1
115-3-4,T,43,1,D,1,203332,1750,205087,205293,205294,438,<down>,<down>,1,1
115-3-4,T,44,1,D,1,205748,1750,207504,207710,207711,590,<down>,<down>,1,1
115-3-4,T,45,1,D,1,208315,1750,210071,210277,210277,442,<down>,<down>,1,1
115-3-4,T,46,-1,U,2,210735,3000,213741,213947,213948,778,<up>,<up>,1,1
115-3-4,T,47,1,L,1,214739,1500,216244,216450,216451,606,<left>,<left>,1,1
