subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
104-1-3,4,1,PRACTICE,-25,1,4,0,0,8962,2,523,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-24,1,2,0,1,10720,2,442,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-23,1,3,1,0,12265,1,468,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-22,1,1,1,1,13622,1,499,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-21,1,2,0,1,15332,2,396,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-20,1,4,0,0,16708,2,396,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-19,1,3,1,0,18085,1,447,1,NA,0,0,0
104-1-3,4,1,PRACTICE,-18,1,1,1,1,19777,1,418,1,NA,0,0,0
104-1-3,4,1,TEST,1,1,4,0,0,21374,2,378,1,NA,0,0,0
104-1-3,4,1,TEST,2,1,1,1,1,22607,1,420,1,NA,0,0,0
104-1-3,4,1,TEST,3,1,3,1,0,24247,1,429,1,NA,0,0,0
104-1-3,4,1,TEST,4,1,2,0,1,25993,2,392,1,NA,0,0,0
104-1-3,4,1,TEST,5,1,1,1,1,27470,1,370,1,NA,0,0,0
104-1-3,4,1,TEST,6,1,2,0,1,28678,2,409,1,NA,0,0,0
104-1-3,4,1,TEST,7,1,4,0,0,30038,2,373,1,NA,0,0,0
104-1-3,4,1,TEST,8,1,3,1,0,31590,1,421,1,NA,0,0,0
104-1-3,4,1,TEST,9,1,1,1,1,33031,1,334,1,NA,0,0,0
104-1-3,4,1,TEST,10,1,2,0,1,34313,2,440,1,NA,0,0,0
104-1-3,4,1,TEST,11,1,3,1,0,35760,1,437,1,NA,0,0,0
104-1-3,4,1,TEST,12,1,4,0,0,37152,2,380,1,NA,0,0,0
104-1-3,4,1,TEST,13,1,2,0,1,38513,2,442,1,NA,0,0,0
104-1-3,4,1,TEST,14,1,3,1,0,40230,1,510,1,NA,0,0,0
104-1-3,4,1,TEST,15,1,1,1,1,41834,1,619,1,NA,0,0,0
104-1-3,4,1,TEST,16,1,4,0,0,43313,2,351,1,NA,0,0,0
104-1-3,4,1,TEST,17,1,2,0,1,44766,2,403,1,NA,0,0,0
104-1-3,4,1,TEST,18,1,3,1,0,46033,1,459,1,NA,0,0,0
104-1-3,4,1,TEST,19,1,4,0,0,47474,2,428,1,NA,0,0,0
104-1-3,4,1,TEST,20,1,1,1,1,49072,1,586,1,NA,0,0,0
104-1-3,4,1,TEST,21,1,2,0,1,50679,2,343,1,NA,0,0,0
104-1-3,4,1,TEST,22,1,3,1,0,52234,1,758,1,NA,0,0,0
104-1-3,4,1,TEST,23,1,4,0,0,54232,2,349,1,NA,0,0,0
104-1-3,4,1,TEST,24,1,1,1,1,55720,1,629,1,NA,0,0,0
104-1-3,4,1,TEST,25,1,4,0,0,57276,2,410,1,NA,0,0,0
104-1-3,4,2,PRACTICE,-25,2,4,0,0,62150,NA,0,0,0,484,1,0
104-1-3,4,2,PRACTICE,-24,2,3,1,0,63862,NA,0,0,0,497,1,0
104-1-3,4,2,PRACTICE,-23,2,2,0,1,65502,NA,0,0,9,368,1,0
104-1-3,4,2,PRACTICE,-22,2,1,1,1,66898,NA,0,0,9,384,1,0
104-1-3,4,2,PRACTICE,-21,2,2,0,1,68349,NA,0,0,9,432,1,0
104-1-3,4,2,PRACTICE,-20,2,4,0,0,69624,NA,0,0,0,358,1,0
104-1-3,4,2,PRACTICE,-19,2,3,1,0,71127,NA,0,0,0,432,1,0
104-1-3,4,2,PRACTICE,-18,2,1,1,1,72771,NA,0,0,9,307,1,0
104-1-3,4,2,TEST,1,2,4,0,0,74343,NA,0,0,0,417,1,0
104-1-3,4,2,TEST,2,2,3,1,0,75821,NA,0,0,0,348,1,0
104-1-3,4,2,TEST,3,2,1,1,1,77054,NA,0,0,9,430,1,0
104-1-3,4,2,TEST,4,2,2,0,1,78706,NA,0,0,9,409,1,0
104-1-3,4,2,TEST,5,2,1,1,1,80362,NA,0,0,9,464,1,0
104-1-3,4,2,TEST,6,2,2,0,1,81772,NA,0,0,9,446,1,0
104-1-3,4,2,TEST,7,2,3,1,0,83347,NA,0,0,0,404,1,0
104-1-3,4,2,TEST,8,2,4,0,0,84961,NA,0,0,0,431,1,0
104-1-3,4,2,TEST,9,2,1,1,1,86375,NA,0,0,9,426,1,0
104-1-3,4,2,TEST,10,2,4,0,0,87923,NA,0,0,0,428,1,0
104-1-3,4,2,TEST,11,2,2,0,1,89464,NA,0,0,9,295,1,0
104-1-3,4,2,TEST,12,2,3,1,0,91055,NA,0,0,0,346,1,0
104-1-3,4,2,TEST,13,2,2,0,1,92268,NA,0,0,9,334,1,0
104-1-3,4,2,TEST,14,2,3,1,0,93433,NA,0,0,0,453,1,0
104-1-3,4,2,TEST,15,2,4,0,0,94927,NA,0,0,0,401,1,0
104-1-3,4,2,TEST,16,2,1,1,1,96197,NA,0,0,9,463,1,0
104-1-3,4,2,TEST,17,2,2,0,1,97578,NA,0,0,9,361,1,0
104-1-3,4,2,TEST,18,2,1,1,1,99138,NA,0,0,9,447,1,0
104-1-3,4,2,TEST,19,2,4,0,0,100860,NA,0,0,0,438,1,0
104-1-3,4,2,TEST,20,2,3,1,0,102202,NA,0,0,0,418,1,0
104-1-3,4,2,TEST,21,2,4,0,0,103537,NA,0,0,0,472,1,0
104-1-3,4,2,TEST,22,2,2,0,1,105108,NA,0,0,9,383,1,0
104-1-3,4,2,TEST,23,2,1,1,1,106332,NA,0,0,9,328,1,0
104-1-3,4,2,TEST,24,2,3,1,0,107796,NA,0,0,0,566,1,0
104-1-3,4,2,TEST,25,2,1,1,1,109238,NA,0,0,9,423,1,0
104-1-3,4,3,PRACTICE,-25,3,4,0,0,114248,2,548,1,0,562,1,0
104-1-3,4,3,PRACTICE,-24,3,1,1,1,116058,1,451,1,9,441,1,0
104-1-3,4,3,PRACTICE,-23,3,3,1,0,117364,1,556,1,0,552,1,0
104-1-3,4,3,PRACTICE,-22,3,2,0,1,119252,2,316,1,9,326,1,0
104-1-3,4,3,PRACTICE,-21,3,2,0,1,120478,2,663,1,9,643,1,0
104-1-3,4,3,PRACTICE,-20,3,1,1,1,122412,1,689,1,9,729,1,0
104-1-3,4,3,PRACTICE,-19,3,4,0,0,124185,2,468,1,0,475,1,0
104-1-3,4,3,PRACTICE,-18,3,3,1,0,125605,1,474,1,0,528,1,0
104-1-3,4,3,TEST,1,3,4,0,0,127268,2,488,1,0,498,1,0
104-1-3,4,3,TEST,2,3,1,1,1,128727,1,508,1,9,522,1,0
104-1-3,4,3,TEST,3,3,2,0,1,130174,2,610,1,9,595,1,0
104-1-3,4,3,TEST,4,3,3,1,0,131837,1,425,1,0,445,1,0
104-1-3,4,3,TEST,5,3,1,1,1,133577,1,556,1,9,560,1,0
104-1-3,4,3,TEST,6,3,2,0,1,135051,2,725,1,9,719,1,0
104-1-3,4,3,TEST,7,3,4,0,0,136887,2,894,1,0,890,1,0
104-1-3,4,3,TEST,8,3,3,1,0,138661,1,542,1,0,550,1,0
104-1-3,4,3,TEST,9,3,1,1,1,140429,1,583,1,9,573,1,0
104-1-3,4,3,TEST,10,3,4,0,0,141852,2,610,1,0,590,1,0
104-1-3,4,3,TEST,11,3,3,1,0,143488,1,580,1,0,575,1,0
104-1-3,4,3,TEST,12,3,2,0,1,145208,2,592,1,9,584,1,0
104-1-3,4,3,TEST,13,3,1,1,1,146796,1,617,1,9,633,1,0
104-1-3,4,3,TEST,14,3,2,0,1,148453,2,530,1,9,496,1,0
104-1-3,4,3,TEST,15,3,4,0,0,149915,2,557,1,0,507,1,0
104-1-3,4,3,TEST,16,3,3,1,0,151551,1,675,1,0,684,1,0
104-1-3,4,3,TEST,17,3,2,0,1,153375,2,523,1,9,531,1,0
104-1-3,4,3,TEST,18,3,1,1,1,154764,1,566,1,9,586,1,0
104-1-3,4,3,TEST,19,3,3,1,0,156391,1,567,1,0,579,1,0
104-1-3,4,3,TEST,20,3,4,0,0,158068,2,558,1,0,562,1,0
104-1-3,4,3,TEST,21,3,2,0,1,159715,2,518,1,9,526,1,0
104-1-3,4,3,TEST,22,3,3,1,0,161221,1,634,1,0,620,1,0
104-1-3,4,3,TEST,23,3,4,0,0,162824,2,653,1,0,639,1,0
104-1-3,4,3,TEST,24,3,1,1,1,164468,1,507,1,9,510,1,0
104-1-3,4,3,TEST,25,3,3,1,0,166187,1,704,1,0,710,1,0
