subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
104-3-2,4,1,PRACTICE,-25,1,4,0,0,6222,2,534,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-24,1,2,0,1,7594,2,440,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-23,1,3,1,0,9034,1,327,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-22,1,1,1,1,10371,1,399,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-21,1,1,1,1,12067,1,428,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-20,1,3,1,0,13782,1,411,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-19,1,2,0,1,15299,2,402,1,NA,0,0,0
104-3-2,4,1,PRACTICE,-18,1,4,0,0,16706,2,344,1,NA,0,0,0
104-3-2,4,1,TEST,1,1,3,1,0,17909,1,419,1,NA,0,0,0
104-3-2,4,1,TEST,2,1,4,0,0,19404,2,302,1,NA,0,0,0
104-3-2,4,1,TEST,3,1,2,0,1,20788,2,376,1,NA,0,0,0
104-3-2,4,1,TEST,4,1,1,1,1,22087,1,390,1,NA,0,0,0
104-3-2,4,1,TEST,5,1,3,1,0,23590,2,341,0,NA,0,0,0
104-3-2,4,1,TEST,6,1,2,0,1,25571,2,376,1,NA,0,0,0
104-3-2,4,1,TEST,7,1,4,0,0,27265,2,410,1,NA,0,0,0
104-3-2,4,1,TEST,8,1,1,1,1,28745,1,393,1,NA,0,0,0
104-3-2,4,1,TEST,9,1,4,0,0,30095,2,356,1,NA,0,0,0
104-3-2,4,1,TEST,10,1,3,1,0,31553,1,535,1,NA,0,0,0
104-3-2,4,1,TEST,11,1,2,0,1,33415,2,374,1,NA,0,0,0
104-3-2,4,1,TEST,12,1,1,1,1,34987,1,332,1,NA,0,0,0
104-3-2,4,1,TEST,13,1,4,0,0,36378,2,355,1,NA,0,0,0
104-3-2,4,1,TEST,14,1,2,0,1,37706,2,336,1,NA,0,0,0
104-3-2,4,1,TEST,15,1,3,1,0,39309,1,429,1,NA,0,0,0
104-3-2,4,1,TEST,16,1,1,1,1,40722,1,407,1,NA,0,0,0
104-3-2,4,1,TEST,17,1,4,0,0,42344,2,319,1,NA,0,0,0
104-3-2,4,1,TEST,18,1,3,1,0,43816,1,334,1,NA,0,0,0
104-3-2,4,1,TEST,19,1,2,0,1,45475,2,450,1,NA,0,0,0
104-3-2,4,1,TEST,20,1,1,1,1,46834,1,374,1,NA,0,0,0
104-3-2,4,1,TEST,21,1,2,0,1,48204,2,428,1,NA,0,0,0
104-3-2,4,1,TEST,22,1,3,1,0,49696,1,438,1,NA,0,0,0
104-3-2,4,1,TEST,23,1,1,1,1,51258,1,395,1,NA,0,0,0
104-3-2,4,1,TEST,24,1,4,0,0,52826,2,304,1,NA,0,0,0
104-3-2,4,1,TEST,25,1,2,0,1,54030,2,378,1,NA,0,0,0
104-3-2,4,2,PRACTICE,-25,2,1,1,1,58504,NA,0,0,9,431,1,0
104-3-2,4,2,PRACTICE,-24,2,3,1,0,60236,NA,0,0,0,340,1,0
104-3-2,4,2,PRACTICE,-23,2,2,0,1,61548,NA,0,0,9,373,1,0
104-3-2,4,2,PRACTICE,-22,2,4,0,0,62759,NA,0,0,0,330,1,0
104-3-2,4,2,PRACTICE,-21,2,2,0,1,64052,NA,0,0,9,360,1,0
104-3-2,4,2,PRACTICE,-20,2,3,1,0,65508,NA,0,0,0,312,1,0
104-3-2,4,2,PRACTICE,-19,2,1,1,1,66734,NA,0,0,9,314,1,0
104-3-2,4,2,PRACTICE,-18,2,4,0,0,67893,NA,0,0,0,363,1,0
104-3-2,4,2,TEST,1,2,3,1,0,69309,NA,0,0,0,506,1,0
104-3-2,4,2,TEST,2,2,2,0,1,70992,NA,0,0,9,315,1,0
104-3-2,4,2,TEST,3,2,1,1,1,72383,NA,0,0,9,290,1,0
104-3-2,4,2,TEST,4,2,4,0,0,73951,NA,0,0,0,322,1,0
104-3-2,4,2,TEST,5,2,2,0,1,75412,NA,0,0,9,291,1,0
104-3-2,4,2,TEST,6,2,3,1,0,76638,NA,0,0,0,440,1,0
104-3-2,4,2,TEST,7,2,1,1,1,77962,NA,0,0,9,395,1,0
104-3-2,4,2,TEST,8,2,4,0,0,79191,NA,0,0,0,356,1,0
104-3-2,4,2,TEST,9,2,1,1,1,80475,NA,0,0,9,321,1,0
104-3-2,4,2,TEST,10,2,2,0,1,81787,NA,0,0,9,533,1,0
104-3-2,4,2,TEST,11,2,3,1,0,83241,NA,0,0,0,411,1,0
104-3-2,4,2,TEST,12,2,4,0,0,84792,NA,0,0,0,358,1,0
104-3-2,4,2,TEST,13,2,2,0,1,86330,NA,0,0,9,317,1,0
104-3-2,4,2,TEST,14,2,3,1,0,87688,NA,0,0,0,474,1,0
104-3-2,4,2,TEST,15,2,1,1,1,89136,NA,0,0,9,295,1,0
104-3-2,4,2,TEST,16,2,4,0,0,90363,NA,0,0,0,320,1,0
104-3-2,4,2,TEST,17,2,3,1,0,91769,NA,0,0,0,468,1,0
104-3-2,4,2,TEST,18,2,4,0,0,93204,NA,0,0,0,464,1,0
104-3-2,4,2,TEST,19,2,1,1,1,94970,NA,0,0,9,304,1,0
104-3-2,4,2,TEST,20,2,2,0,1,96375,NA,0,0,9,386,1,0
104-3-2,4,2,TEST,21,2,4,0,0,98071,NA,0,0,0,418,1,0
104-3-2,4,2,TEST,22,2,1,1,1,99536,NA,0,0,9,352,1,0
104-3-2,4,2,TEST,23,2,3,1,0,100835,NA,0,0,0,388,1,0
104-3-2,4,2,TEST,24,2,2,0,1,102228,NA,0,0,9,369,1,0
104-3-2,4,2,TEST,25,2,3,1,0,103670,NA,0,0,0,366,1,0
104-3-2,4,3,PRACTICE,-25,3,2,0,1,107876,2,442,1,9,448,1,0
104-3-2,4,3,PRACTICE,-24,3,4,0,0,109214,2,777,1,0,801,1,0
104-3-2,4,3,PRACTICE,-23,3,1,1,1,111281,1,526,1,9,556,1,0
104-3-2,4,3,PRACTICE,-22,3,3,1,0,113104,1,278,1,0,287,1,0
104-3-2,4,3,PRACTICE,-21,3,4,0,0,114687,2,504,1,0,514,1,0
104-3-2,4,3,PRACTICE,-20,3,3,1,0,116259,1,624,1,0,628,1,0
104-3-2,4,3,PRACTICE,-19,3,1,1,1,117992,1,370,1,9,358,1,0
104-3-2,4,3,PRACTICE,-18,3,2,0,1,119426,2,270,1,9,292,1,0
104-3-2,4,3,TEST,1,3,3,1,0,121057,1,420,1,0,450,1,0
104-3-2,4,3,TEST,2,3,4,0,0,122508,2,660,1,0,680,1,0
104-3-2,4,3,TEST,3,3,1,1,1,124248,1,698,1,9,701,1,0
104-3-2,4,3,TEST,4,3,2,0,1,125975,2,230,1,9,272,1,0
104-3-2,4,3,TEST,5,3,4,0,0,127325,2,484,1,0,504,1,0
104-3-2,4,3,TEST,6,3,2,0,1,128991,2,528,1,9,524,1,0
104-3-2,4,3,TEST,7,3,3,1,0,130724,1,502,1,0,517,1,0
104-3-2,4,3,TEST,8,3,1,1,1,132573,1,259,1,9,263,1,0
104-3-2,4,3,TEST,9,3,3,1,0,133815,1,557,1,0,562,1,0
104-3-2,4,3,TEST,10,3,2,0,1,135717,2,426,1,9,442,1,0
104-3-2,4,3,TEST,11,3,1,1,1,137013,1,415,1,9,419,1,0
104-3-2,4,3,TEST,12,3,4,0,0,138712,2,234,1,0,266,1,0
104-3-2,4,3,TEST,13,3,3,1,0,140173,1,457,1,0,463,1,0
104-3-2,4,3,TEST,14,3,1,1,1,141933,1,640,1,9,650,1,0
104-3-2,4,3,TEST,15,3,2,0,1,143487,2,439,1,9,443,1,0
104-3-2,4,3,TEST,16,3,4,0,0,145245,2,491,1,0,505,1,0
104-3-2,4,3,TEST,17,3,1,1,1,146966,1,604,1,9,614,1,0
