subnum,stimtype,block,trialtype,trial,condition,stim,dim1,dim2,time0,resp1,rt1,corr1,resp2,rt2,corr2,tooslow
102-1-2,4,1,PRACTICE,-25,1,1,1,1,37093,1,510,1,NA,0,0,0
102-1-2,4,1,PRACTICE,-24,1,4,0,0,38482,2,472,1,NA,0,0,0
102-1-2,4,1,PRACTICE,-23,1,3,1,0,40144,1,318,1,NA,0,0,0
102-1-2,4,1,PRACTICE,-22,1,2,0,1,41728,2,280,1,NA,0,0,0
102-1-2,4,1,PRACTICE,-21,1,1,1,1,43092,1,379,1,NA,0,0,0
102-1-2,4,1,PRACTICE,-20,1,3,1,0,44573,2,267,0,NA,0,0,0
102-1-2,4,1,PRACTICE,-19,1,2,0,1,46503,2,452,1,NA,0,0,0
102-1-2,4,1,PRACTICE,-18,1,4,0,0,48132,2,431,1,NA,0,0,0
102-1-2,4,1,TEST,1,1,2,0,1,49664,2,404,1,NA,0,0,0
102-1-2,4,1,TEST,2,1,4,0,0,51124,2,432,1,NA,0,0,0
102-1-2,4,1,TEST,3,1,3,1,0,52574,1,394,1,NA,0,0,0
102-1-2,4,1,TEST,4,1,1,1,1,54299,1,445,1,NA,0,0,0
102-1-2,4,1,TEST,5,1,2,0,1,55769,2,492,1,NA,0,0,0
102-1-2,4,1,TEST,6,1,3,1,0,57188,1,468,1,NA,0,0,0
102-1-2,4,1,TEST,7,1,4,0,0,58556,2,469,1,NA,0,0,0
102-1-2,4,1,TEST,8,1,1,1,1,60307,1,339,1,NA,0,0,0
102-1-2,4,1,TEST,9,1,4,0,0,61718,2,507,1,NA,0,0,0
102-1-2,4,1,TEST,10,1,3,1,0,63418,1,484,1,NA,0,0,0
102-1-2,4,1,TEST,11,1,1,1,1,65060,1,567,1,NA,0,0,0
102-1-2,4,1,TEST,12,1,2,0,1,66644,1,368,0,NA,0,0,0
102-1-2,4,1,TEST,13,1,4,0,0,68819,2,502,1,NA,0,0,0
102-1-2,4,1,TEST,14,1,3,1,0,70534,1,406,1,NA,0,0,0
102-1-2,4,1,TEST,15,1,2,0,1,72082,2,410,1,NA,0,0,0
102-1-2,4,1,TEST,16,1,1,1,1,73710,1,376,1,NA,0,0,0
102-1-2,4,1,TEST,17,1,4,0,0,75355,2,385,1,NA,0,0,0
102-1-2,4,1,TEST,18,1,2,0,1,76788,1,458,0,NA,0,0,0
102-1-2,4,1,TEST,19,1,3,1,0,78694,1,614,1,NA,0,0,0
102-1-2,4,1,TEST,20,1,1,1,1,80413,1,645,1,NA,0,0,0
102-1-2,4,1,TEST,21,1,3,1,0,82116,1,592,1,NA,0,0,0
102-1-2,4,1,TEST,22,1,2,0,1,83886,2,482,1,NA,0,0,0
102-1-2,4,1,TEST,23,1,4,0,0,85297,2,386,1,NA,0,0,0
102-1-2,4,1,TEST,24,1,1,1,1,86578,1,686,1,NA,0,0,0
102-1-2,4,1,TEST,25,1,4,0,0,88221,2,496,1,NA,0,0,0
102-1-2,4,2,PRACTICE,-25,2,3,1,0,97203,NA,0,0,0,496,1,0
102-1-2,4,2,PRACTICE,-24,2,2,0,1,98599,NA,0,0,9,463,1,0
102-1-2,4,2,PRACTICE,-23,2,4,0,0,100059,NA,0,0,0,415,1,0
102-1-2,4,2,PRACTICE,-22,2,1,1,1,101345,NA,0,0,9,382,1,0
102-1-2,4,2,PRACTICE,-21,2,1,1,1,103024,NA,0,0,9,450,1,0
102-1-2,4,2,PRACTICE,-20,2,4,0,0,104435,NA,0,0,0,584,1,0
102-1-2,4,2,PRACTICE,-19,2,2,0,1,106207,NA,0,0,9,382,1,0
102-1-2,4,2,PRACTICE,-18,2,3,1,0,107557,NA,0,0,0,657,1,0
102-1-2,4,2,TEST,1,2,2,0,1,109251,NA,0,0,9,634,1,0
102-1-2,4,2,TEST,2,2,3,1,0,110841,NA,0,0,0,514,1,0
102-1-2,4,2,TEST,3,2,4,0,0,112437,NA,0,0,9,321,0,0
102-1-2,4,2,TEST,4,2,1,1,1,114354,NA,0,0,9,438,1,0
102-1-2,4,2,TEST,5,2,4,0,0,115871,NA,0,0,0,365,1,0
102-1-2,4,2,TEST,6,2,3,1,0,117301,NA,0,0,0,464,1,0
102-1-2,4,2,TEST,7,2,2,0,1,118730,NA,0,0,9,450,1,0
102-1-2,4,2,TEST,8,2,1,1,1,120168,NA,0,0,9,448,1,0
102-1-2,4,2,TEST,9,2,4,0,0,121745,NA,0,0,0,435,1,0
102-1-2,4,2,TEST,10,2,3,1,0,123408,NA,0,0,0,504,1,0
102-1-2,4,2,TEST,11,2,1,1,1,125033,NA,0,0,9,1868,1,0
102-1-2,4,2,TEST,12,2,2,0,1,127791,NA,0,0,9,424,1,0
102-1-2,4,2,TEST,13,2,1,1,1,129147,NA,0,0,9,421,1,0
102-1-2,4,2,TEST,14,2,4,0,0,130581,NA,0,0,0,495,1,0
102-1-2,4,2,TEST,15,2,3,1,0,132193,NA,0,0,0,438,1,0
102-1-2,4,2,TEST,16,2,2,0,1,133606,NA,0,0,9,412,1,0
102-1-2,4,2,TEST,17,2,1,1,1,135067,NA,0,0,9,368,1,0
102-1-2,4,2,TEST,18,2,3,1,0,136591,NA,0,0,0,424,1,0
102-1-2,4,2,TEST,19,2,4,0,0,137855,NA,0,0,0,406,1,0
102-1-2,4,2,TEST,20,2,2,0,1,139338,NA,0,0,9,389,1,0
102-1-2,4,2,TEST,21,2,4,0,0,140576,NA,0,0,0,511,1,0
102-1-2,4,2,TEST,22,2,1,1,1,142365,NA,0,0,9,388,1,0
102-1-2,4,2,TEST,23,2,3,1,0,143620,NA,0,0,0,604,1,0
102-1-2,4,2,TEST,24,2,2,0,1,145542,NA,0,0,9,362,1,0
102-1-2,4,2,TEST,25,2,3,1,0,146944,NA,0,0,0,364,1,0
102-1-2,4,3,PRACTICE,-25,3,1,1,1,155708,1,530,1,9,526,1,0
102-1-2,4,3,PRACTICE,-24,3,2,0,1,157550,2,530,1,9,548,1,0
102-1-2,4,3,PRACTICE,-23,3,3,1,0,159411,1,681,1,0,697,1,0
102-1-2,4,3,PRACTICE,-22,3,4,0,0,161220,2,590,1,0,614,1,0
102-1-2,4,3,PRACTICE,-21,3,2,0,1,163168,2,748,1,9,744,1,0
102-1-2,4,3,PRACTICE,-20,3,1,1,1,164891,1,593,1,9,619,1,0
102-1-2,4,3,PRACTICE,-19,3,3,1,0,166361,2,687,0,0,647,1,0
102-1-2,4,3,PRACTICE,-18,3,4,0,0,168563,2,816,1,0,786,1,0
102-1-2,4,3,TEST,1,3,3,1,0,170233,1,735,1,0,743,1,0
102-1-2,4,3,TEST,2,3,2,0,1,171907,2,475,1,9,479,1,0
102-1-2,4,3,TEST,3,3,4,0,0,173300,2,878,1,0,868,1,0
102-1-2,4,3,TEST,4,3,1,1,1,175285,1,523,1,9,547,1,0
102-1-2,4,3,TEST,5,3,3,1,0,176792,1,1116,1,0,1106,1,0
102-1-2,4,3,TEST,6,3,4,0,0,179197,2,656,1,0,614,1,0
102-1-2,4,3,TEST,7,3,2,0,1,180699,2,698,1,9,713,1,0
102-1-2,4,3,TEST,8,3,1,1,1,182563,1,657,1,9,661,1,0
102-1-2,4,3,TEST,9,3,4,0,0,184468,2,987,1,0,952,1,0
102-1-2,4,3,TEST,10,3,3,1,0,186343,1,782,1,9,812,0,0
102-1-2,4,3,TEST,11,3,2,0,1,188716,2,750,1,9,758,1,0
102-1-2,4,3,TEST,12,3,1,1,1,190315,1,578,1,9,590,1,0
102-1-2,4,3,TEST,13,3,3,1,0,191991,1,518,1,0,472,1,0
102-1-2,4,3,TEST,14,3,2,0,1,193507,2,707,1,9,702,1,0
102-1-2,4,3,TEST,15,3,1,1,1,195511,1,653,1,9,757,1,0
102-1-2,4,3,TEST,16,3,4,0,0,197346,2,529,1,0,554,1,0
102-1-2,4,3,TEST,17,3,3,1,0,198987,1,536,1,9,568,0,0
