subnum,block,trial,direction,stim,offset,fixationstart,delaytime,promptstart,arrowstart,maskstart,rt,corresp,resp,corr,bivalentcorr
104-1-3,P,0,-1,U,2,3302,3500,6807,7312,7313,618,<up>,<up>,1,1
104-1-3,P,0,1,D,2,7954,3250,11208,11713,11713,583,<down>,<down>,1,1
104-1-3,P,0,1,R,2,12312,3000,15317,15822,15822,481,<right>,<right>,1,1
104-1-3,P,0,-1,U,2,16325,2500,18830,19335,19335,567,<up>,<up>,1,1
104-1-3,P,0,1,R,2,19928,2500,22434,22941,22941,397,<right>,<right>,1,1
104-1-3,P,0,1,U,1,23362,1500,24867,25372,25373,488,<up>,<up>,1,1
104-1-3,P,0,1,D,2,25883,3000,28889,29396,29396,545,<down>,<down>,1,1
104-1-3,P,0,-1,L,2,29972,1750,31727,32232,32233,582,<left>,<left>,1,1
104-1-3,P,0,-1,L,1,37088,1750,38843,39049,39049,584,<left>,<left>,1,1
104-1-3,P,0,1,R,2,39648,2750,42402,42608,42609,518,<right>,<right>,1,1
104-1-3,P,0,1,R,1,43145,1500,44651,44858,44858,511,<right>,<right>,1,1
104-1-3,P,0,1,U,1,45384,3000,48388,48595,48596,515,<up>,<up>,1,1
104-1-3,P,0,-1,R,1,49132,2250,51386,51591,51591,647,<right>,<right>,1,1
104-1-3,P,0,1,U,2,52252,3500,55758,55964,55965,541,<up>,<up>,1,1
104-1-3,P,0,1,R,1,56525,1500,58030,58235,58236,468,<right>,<right>,1,1
104-1-3,P,0,-1,D,1,58719,3000,61725,61931,61932,801,<down>,<down>,1,1
104-1-3,T,1,1,L,1,64586,2000,66592,66798,66799,421,<left>,<right>,0,1
104-1-3,T,2,-1,L,2,67239,3250,70495,70702,70702,539,<left>,<left>,1,1
104-1-3,T,3,1,D,2,71259,2500,73764,73973,73973,671,<down>,<down>,1,1
104-1-3,T,4,1,R,1,74657,3250,77913,78119,78119,594,<right>,<right>,1,1
104-1-3,T,5,1,R,1,78723,3500,82229,82436,82436,524,<right>,<right>,1,1
104-1-3,T,6,-1,L,1,82976,2750,85731,85936,85937,700,<left>,<left>,1,1
104-1-3,T,7,1,U,1,86647,3000,89653,89860,89860,486,<up>,<up>,1,1
